COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
16			ʔ a g a t	ʔ a g a d					ʔ a g a l										
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
463				b ə ʔ ə d							b ə ʔ ə d								
295		d ɨ m a													d u m			d u m i	
184									d a s ə	d aː m ə s a		d a s ə m			d a s ə m			d a s aː	
600	w ɨ h a	ʔ a h o w a																	
35										tʼ əi̯					tʼ e m			t ɨ m	
423				d ɨ j ə							d ɨ j ə								
345			ʒ ə p				ʒ ə pː	ʒ ə p ə	ʒ ə p		ʒ ə p								
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
582																l a h ai̯			j a h ai̯
352									s i j a		s i j a								
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
277															ʔ ɨ d ə g o t			ʔ a d ə g ə	ʔ a d ə g ə
70		n ə fː ə r a				n ə f ə r ə										ħ a f ə n a			
658						ʔ əi̯ n u				ʔ aːi̯						ʔ a j a	ʔ a jː ə n	ʔ ai̯ n e	
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
243	ʔ a g ə ɲː ə									ʔ a g ə ɲ ə		ʔ a g ə ɲː o		ʔ a g ə ɲː ə m					g aː ɲ i
654			t ə h u t	t ɨ h u d ə											t uː h a				
667												d ə x ə					n ɨ s ɨ x a		
329	s ɨ r a																s ɨ r a ħ		
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
649		b ə							b ə	b e								b ə	b ə
499			l a l e		l a l e			l a l e			l a l e								
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
304						z i ʔ a h u				z i j u									
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
483																r ə ʔ a	r ə ʔ a j ə		
98															ʔ ɨ z ə kʼ				ʔ ɨ z ə kʼ
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
466						b ɨ ʕ u l				b a ʔ a w									
348						ʕ a jː ə r ə										ʕ a j ə r a			
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
493	ʔ ɨ h u d					ʔ ɨ ħ u d				ʔ a l ħ a d									
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
336		g a r				t ə g b a r													
321																t u	n a t u		
132										w a z ə n a					w ə z ə n ə				
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
30										ħ a tʃʼ i					tʃʼ ɨ n			tʃ ɨ n	
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
365															w ə r b a			w ə r a b e	
555					s ə r ə ɲː ə	s ə r a kʼ i										s e r kʼ ai̯	s ə r a q i		
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
347						ʔ ɨ fː o										ʔ a f o			
513										ʔ uː n					ʔ uː n			ʔ u n	
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
319															d u m			d u m i	
343			kʼ ə ʃ ə		k ə ʃ ə		k j ə ʃ ə	kʼ ə ʃ ə		kʼ o s a									
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
656				g ə d ə n i							g ə d a n i j ə								
101																ħ u	ħ a w		
446	m ə n g ə d					m ə n g ə d											m ə n g ə d i		
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
554				w a							w ə d a								
335		k ə m e															k ə m əi̯		
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
29										ħ a r ə kʼ						r ɨ s ɨ kʼ			ʔ a r ə kʼ
126						w a l d				w iː dʒ						w ə l a d			
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
561								h a t a							h a tː ai̯				
548			x ɨ x	x a d ə			x ɨ x		x ə		x a d a								
24						ʕ a r a t										ʕ a r a t	ʕ a r a t		
26						ʕ ə bː i										ʕ a b a j i			
305												k w a		x w a	ʔ u h a			ʔ u h ə	
58																		dʒ ə b ə	dʒ ə b a
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
502				d a s								d ə r s	d ə r s	d ə rː ɨ s			d ə r f i		
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
536	j a				z a							z a	z a	z a					
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
84										b a ʔ a r a				b o r a					
428								dʒ ɨ mː ə			g i m ʔ ə	g i mː ə			g i mː a				g i mː a
487	z ə f ə n	z ə f ə n																	
187										b u tʃ i					b uː tʃ o			b u tʃ o	
269												w ə g f ɨ r	w ə g f ɨ r						
346				ʔ e t ə h ə							ʔ ə t ə k a								
69	tʼ ɨ dʒː a	tʼ ɨ dʒː a								tʼ ɨ dʒ a		tʼ ə g		d ə g					
537	k ə zː i j a	w o d g ɨ z e							x ə g ɨ z ɨ j ə										j a n e g i
578															ʔ u x u n			ʔ u h u n	
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
407																ʕ ɨ fː u n	ʕ u f a n		
488	d ɨ n g ai̯	d ɨ n g ai̯																	
207	dʒ o r o	dʒ o r o																	
177						k ə l b										k ə l ɨ b	k ə l b i		
613						g e s ə m				g i ʃ					g eː s			g eː s	g eː s
551			s ɨ s ə		s ɨ sː ə		s ɨ s a	s ɨ s ə						s ə sː ə					
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
468									m ə g a z									m ə g a z	m ə g a z
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
604		h u m a				j o m										j o m			
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
42															b ə r eː d ə			b ə r e d ə	
608			g a z				g a z	g a z			g a z			g a z					
257					ʔ a dː a r ə							ʔ a dː a r ə	ʔ a dː a r ə	ʔ a dː a r ə					
363															ʔ ai̯ n ə k o				ʔ ai̯ k u
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
534	l a b	l a b																	
485	tʃʼ ɨ s	tʃ i s																	
71		ʔ ə h				ʔ ɨ ħ ɨ w				ʔ ɨ ħ									ʔ ɨː n
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
603		w ə kʼ t								w a kʼ t i					w ə kʼ t	w ə kʼ ɨ d			
553				f a n g a j ə					f ə n g ə j a		f ə n g ə j a								
264										ʔ aː z j ə g ə d u					z ə g ə d o				
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
291	d o r o	d o r o				d o r h o										d ə r h o	d ə r h o		
68	g o mː ə nː	g o m ə n																	
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
383		b a r m a s i l a																	m aː ʃ u lː e
539	w ə f r a m	w ɨ f r a m																	
469									z ɨ ɲ ʔ ə	s ə ɲ i									
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
310										w ɨi̯							w u ʕ ui̯		
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
49																m ə kʼ tʼ ə n			m ɨ s k ə t
501			m a t ə g a	ʔ ɨ mː a t ə g	ʔ ɨ mː a t i n g i			h ɨ m ə g a								ʔ ɨ b h a m g ə m			
133												b ai̯							b aː j u
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
648		kʼ a m ə d i								kʼ a m ə d i									
542	j ɨ h									j i									
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
309										ʔ a t ə w aː kʼ					ʔ ɨ n tʃ a kʼ o			ʔ ɨ n tʃʼ a kʼ o	ʔ ɨ n tʼ aː kʼ
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
660						m ɨ s l ə										m ɨ s	m ɨ s		
364															b ɨ l			b ɨ l	
