COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə mː																		
63-1	ʔ a tʼ ɨ mː																		
107-1	g a mː ə a																		
112-1	d a b ə n a																		
331-1	n a g a s																		
377-1	b ə kʼ ə																		
381-1	ʔ a ə																		
417-1	r a j																		
451-1	s ə b a																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s ə s																		
593-1	ʔ a mː a s																		
640-1	mː a n																		
1-1	d ə f ə t a																		
65-1	tʼ a b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə																		
248-1	mː a a																		
293-1	f ə r ə j																		
373-1	kʼ a mː a																		
408-1	b ə a																		
414-1	d ə b a kʼ a a a																		
601-1	ʔ ə t ə a																		
642-1	n a f ə s																		
60-1	n ə f ə s ə																		
115-1	ʔ a a																		
209-1	s a s ə t																		
242-1	ʔ a s ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə ʔ																		
490-1	tʼ ə dʒ a																		
638-1	s a r ə																		
645-1	kʼ a																		
160-1	tʼ ə ʔ ə n																		
208-1	ʔ a n kʼ w ə																		
214-1	ʔ a b																		
378-1	ʔ a n g ə ə																		
379-1	t ə t ə																		
409-1	dʒː ə s ə r a																		
598-1	k a ə i ə																		
646-1	ʔ a k a																		
210-1	k ə k a ə																		
215-1	ʔ a tʼ ə b ə																		
285-1	mː ɨ tʼ a d																		
332-1	ʔ ə g ə																		
380-1	ʔ a k a a																		
412-1	s a a n																		
64-1	a s ə																		
67-1	w a ʔ																		
251-1	f ə s																		
294-1	mː ə s ə																		
597-1	ʔ ə s ə ə																		
7-1	ʔ a z dʒː a																		
158-1	kʼ ə mː ɨ s																		
372-1	k ə t f ə r																		
374-1	b ə f ə dʒ ə																		
375-1	s ə b																		
411-1	s ə r a s																		
541-1	kʼ ə tʼ a n																		
6-1	s ə k ɲː a s a																		
113-1	b a n																		
330-1	kʼ ə d																		
448-1	kʼ ə t a s ə ə b ə																		
449-1	ʔ a t																		
491-1	d ɨ n g ə t																		
596-1	t ə dʒː ə																		
4-1	dʒː ɨ tʼ ʃ a																		
8-1	n ə b ə n ə																		
106-1	mː ə s a																		
290-1	ʔ a g ə j ə																		
489-1	b a t t ə s s a																		
602-1	mː ɨ n																		
2-1	k a lː ɨ																		
3-1	ɨ l ə																		
213-1	ʔ a r a ʃː																		
486-1	n ə t ə kʼ ə																		
647-1	s ə t ə ə ə																		
10-1	tʼ ɨ n a r																		
110-1	tʼ a a																		
152-1	ʔ a k ə																		
211-1	m ɨ ʃ ə t																		
328-1	s ə ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a ɲː b ə s a																		
410-1	kʼ a dʒ ə																		
540-1	ə b a																		
109-1	g a n tʃʼ ə																		
153-1	w ə s ə ʃː ɨ																		
250-1	w ə ə ə																		
289-1	ɨ ʔ																		
326-1	mː ə ə																		
594-1	g ɨ j ə																		
154-1	f a f ə s ə																		
245-1	jː a w a dʒ ə																		
247-1	ʔ a n n a ʔ a ʔ i t																		
286-1	s ə g a r																		
643-1	dʒː ə																		
62-1	f ə t a																		
288-1	r ɨ ʔ a s																		
416-1	kʼ a ʔ ɨ																		
5-1	g ə bː s																		
61-2		d ə m																	
63-2		ʔ a tʼ m																	
107-2		tʃː a m ə a																	
112-2		d a b ə n a																	
331-2		n a tʃː ɨ m																	
377-2		b ə kʼ ə																	
381-2		ʔ a ə a																	
417-2		r ɨ ʔ																	
451-2		m ə b a																	
454-2		ʔ a tʃ u r																	
484-2		m ə w ə m																	
535-2		ʔ a ʃ ə dʒ																	
543-2		ʃ ə																	
593-2		a m ɨ																	
640-2		m a n																	
1-2		d ə dʒ ə r ə																	
65-2		tʼ ə b																	
163-2		m ə fː ə																	
212-2		ʔ ə n																	
244-2		ʔ a r b t																	
248-2		m ɨ a																	
293-2		fː ə r ə k																	
373-2		kʼ ɨ m a																	
408-2		b ə a																	
414-2		d ə b a ʔ ɨ ə																	
642-2		n ə fː ə m																	
60-2		n ə fː ə m ə																	
115-2		ə a m																	
209-2		m ə m ə n																	
242-2		ʔ a m i m																	
415-2		ʔ i n a b																	
450-2		ʔ ə h																	
490-2		tʼ ə dʒ a																	
645-2		f a																	
160-2		tʼ ə dʒ ə kʼ																	
208-2		ʔ a n kʼ w ə																	
378-2		ʔ a n tʃː ə																	
379-2		k ə tʼ ə																	
409-2		dʒː ə ə r a																	
598-2		k ə o a																	
646-2		ʔ a k a																	
210-2		k ə w a n k ə																	
215-2		ʔ a ʃ o b a																	
285-2		m ə tʼ a d																	
380-2		ʔ a w ɨ a																	
412-2		m a ə n																	
496-2		w ə d ʃ ə t ʔ ə																	
64-2		d a ə																	
251-2		fː u kʼ ə																	
294-2		m ɨ ə																	
597-2		o m ə ə																	
7-2		ʔ a e dʒː a																	
158-2		kʼ ə m a																	
296-2		ɨ a a																	
375-2		s ə b																	
541-2		kʼ ə tʼ ə n																	
113-2		b ɨ n a																	
252-2		l ə n ə b ə																	
330-2		k ə d																	
449-2		ʔ a k ə																	
491-2		d ə n dʒː ə																	
545-2		w ə j ə w																	
596-2		n ə tʃː ə																	
4-2		tʃː i r ʃ ə																	
106-2		m ə t a																	
254-2		dʒ ə m a																	
290-2		ʔ a tʃː ə dʒ ə																	
602-2		m i n																	
2-2		k ɨ ə ə m																	
3-2		u l ə																	
213-2		ʔ a r a ʃ																	
486-2		n ə n ə fː ə																	
10-2		tʼ i kʼ a r																	
152-2		ʔ a d o																	
211-2		m ə ʃ a t																	
328-2		m ə k ə b ə																	
333-2		m i ʃ ə																	
334-2		ʔ a m b ə ʃ a																	
540-2		l o b a																	
109-2		g ɨ n tʃ ə																	
250-2		m ə ə o																	
289-2		w ɨ																	
326-2		m ə o																	
154-2		ʔ ə fː d ə																	
247-2		ʔ a n kʼ ɨ r a ʔ i t																	
286-2		ʃ ə g ə r																	
418-2		b ə b ə ʔ ɨ																	
416-2		kʼ ə																	
455-2		ʔ o m a																	
456-2		ʔ ə n d ə b b ə																	
495-2		e o																	
61-3			t ə m																
