COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j ei n						
19-1	n j ³¹						
44-1	l u ʔ ⁴³						
50-1	ʃ ai ŋ ³						
62-1	s ai k ⁵						
70-1	b a n ⁵						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³¹						
127-1	kʰ w ei ³¹						
132-1	w j ʔ ⁵						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z i ei ³¹						
143-1	ŋ ɔ̰ ʔ ʔ						
149-1	ʔ u ⁴³						
152-1	ŋ j ³						
157-1	pʰ ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³¹						
189-1	m j ɔ ʔ ³¹						
192-1	n ɔ̰ ³						
195-1	n a ³						
200-1	g a ɛ ³						
216-1	s ai ŋ ⁴³						
218-1	l j ʔ ⁵						
225-1	s ai ŋ ⁴³						
235-1	kʰ j ei ³¹						
244-1	s w ei ⁴³						
253-1	m j ³¹						
270-1	m ei ⁵						
278-1	m j ŋ ŋ ³¹						
279-1	w u ⁵						
285-1	j j m ³¹						
308-1	d j ⁵ ⁴³						
322-1	m ei ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u ʔ ³						
362-1	j i ⁴³						
391-1	j ṵ p ⁵						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j ṵ p ⁵³						
460-1	s a ʔ ⁵						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ ai ³						
494-1	g j ⁵						
496-1	ʃ j ŋ ŋ						
516-1	w a ³						
522-1	n ɔ ʔ ⁴³						
523-1	pʰ j u ³						
524-1	n a ³¹						
540-1	kʰ ɔ ⁵						
3-1	b w ei						
6-1	g j ³						
7-1	dʒ ṵ m ³¹						
20-1	n a p ⁴³						
51-1	ŋ w n ³¹						
64-1	g au ŋ ³						
65-1	g u k ⁵⁴						
66-1	d z u ³¹						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j k ʔ						
78-1	m au ³						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ ʔ ³						
93-1	l a m ⁵³						
94-1	m j ei						
100-1	s w n ⁴³						
116-1	l u ⁵						
119-1	w a m ³¹						
124-1	pʰ j u ³						
136-1	l i ei ³¹						
137-1	kʰ j au ei ³						
144-1	s w t ʔ						
145-1	d u ŋ ³						
146-1	m au t						
150-1	g j ɔ ʔ ³¹						
154-1	m j ³¹ ³¹						
165-1	kʰ j ŋ ³						
166-1	pʰ j ɔ ³¹						
169-1	g j a̰ ŋ ³¹						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³¹						
181-1	m j ɔ ʔ ⁵						
193-1	b u ⁴³						
205-1	n ṵ t ⁵⁴						
206-1	m ṵ k ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ m ³						
217-1	w u ³¹						
224-1	n j au ⁵ ⁵						
228-1	b au ⁵ ³¹						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j ai ³						
256-1	ʔ a ³						
257-1	pʰ ɔ ³¹						
272-1	m ɔ ⁴³						
273-1	ʔ a ³¹						
274-1	m a ŋ						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ³¹						
294-1	ʔ u m						
301-1	j j ʔ ⁴³						
306-1	kʰ j ɔ p ⁵⁴						
307-1	ŋ a p ⁵⁴						
321-1	tʰ a ŋ ³¹						
331-1	m j j ³						
332-1	l a̰ m ³						
335-1	g j ɔ ³¹						
336-1	n a m ³¹						
340-1	ŋ au ³¹						
342-1	m j au ⁵ ³						
360-1	dʒ ṵ p ⁵						
376-1	s a ʔ						
389-1	n j k ʔ						
395-1	n j ³¹						
401-1	ʃ ei ³						
404-1	d z u ŋ ³						
408-1	d u ⁵						
409-1	l ɔ ³¹						
413-1	d w n n ³						
421-1	n j ɔ k ⁴²						
425-1	b j ei ³						
430-1	tʃʰ ei ³						
442-1	d u ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ⁴³						
458-1	ʃ u ⁵						
469-1	kʰ au ⁵						
470-1	d a ʔ ³¹						
475-1	ŋ ɔ ⁵						
477-1	n j ɛ̰ ʔ ⁵⁴						
478-1	ʃ ei t ⁵						
480-1	g au ⁵						
485-1	m j ɔ ⁴³						
495-1	ŋ ai ³¹						
499-1	m j a̰ ŋ ³¹						
500-1	n j w n ⁵						
501-1	tʰ u ʔ						
506-1	dʒ a p ⁵³						
507-1	n j ʔ ³						
509-1	l j ŋ ⁵						
510-1	b j ai ŋ ŋ						
511-1	l j ʔ ³						
521-1	h au ³¹						
525-1	n j au ei ³						
538-1	tʃʰ au ei ³						
539-1	dʒ j n ³²						
544-1	k j u ʔ ⁵³						
550-1	tʰ ɔ ʔ ⁵³						
562-1	m j u ŋ ³						
568-1	g ai ŋ						
2-1	kʰ u ŋ ³¹						
11-1	s a ŋ ³						
12-1	j ɔ ³ ³¹						
22-1	g u ŋ ³¹						
28-1	b a ³¹						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m w i n					
19-2		n i ⁵²					
44-2		l au ²³					
50-2		ʃʰ w ŋ ⁵²					
62-2		ts ḭ k ⁵²					
70-2		p o n ²³					
75-2		m j a ʔ ⁵²					
97-2		ʃ o ŋ ⁵²					
112-2		ʃ a ⁵²					
122-2		m j au ʔ ⁵²					
127-2		kʰ w ⁵² ⁵²					
132-2		x au ʔ ⁵²					
133-2		n au ŋ					
135-2		n au ²³					
142-2		t ai i ⁵² ³					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ au ²³					
152-2		ŋ a ³					
157-2		p a̰ ²³					
183-2		ʔ au ²³					
184-2		n au ʔ ⁵²					
185-2		ʃ ẽ m ³					
189-2		m j a ʔ ⁵²					
192-2		n a̰ ³					
195-2		n a ²³					
200-2		ts i n ⁵²					
216-2		ts ḭ n ²³					
218-2		l a ʔ ⁵²					
