COGID	dutch	english	french	german
1144	k aː l			k aː l
352	eː r s t ə			eː r s t ə
100	v r ɑu w			f r au
166	v oː ɣ ə l			f oː ɡ ə l
-1033	b aː j	b eɪ		
-2	t ɛ n t	t ɛ n t		
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1900	z iː k	s ɪ k		
1397	h ɑu d ə			b ə + h a l t ə n
1265	p ɛ l ə	p iː l	p ə l e	
2144	k œy k ə	tʃ ɪ k ɪ n		
837	b l ɛɪ v ə			b l ai b ə n
133	x aː n	ɡ əʊ		
-2026	n eː f	n ɛ v j uː		n ɛ f ə
1286	v ɛ r	f ɑː r		f ɛ r n
517	p aː r t			pf eː r t
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
1243	m aː l + t ɛɪ t	m iː l		m aː l ts ai t
1865	x ə + z ɪ x t			g e + z ɪ x t
1368	s x aː d yː w	ʃ æ d əʊ		ʃ a t ə n
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
2001		l iː f		l au p
186	s x ʉ l t			ʃ ʊ l t
1136	v ɔ s	f ɔ k s		f ʊ k s
684	t ɛɪ t			ts ai t
232	k oː p ə			k au f ə n
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
677	t ɛ l ə			ts ɛː l ə n
1442	v l iː x	f l aɪ		f l iː ɡ ə
2127	d r aː j ə			d r eː ə n
423	s t eː n	s t əʊ n		ʃ t ai n
2107	h ɑ r k			h a r k ə
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
1633	ɛɪ z ə r	aɪ r ə n		ai z ə n
899	l ɑ d ə r	l æ d ə r		l ai t ə r
30	l ɛɪ m			l ai m
711	w ɛ s p	w ɔ s p		v ɛ s p ə
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
1755	h ɔ n t		ʃ j ɛ̃	h ʊ n t
1523	z øː x	s əʊ		z au
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
2194	ɔ s	ɔ k s		ɔ k s ə
1261	z eː v ə	s ɪ v		z iː b ə n
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
1196	n ɛ k		n y k	n a k ə n
1976	t ɑ ŋ	t ɔ ŋ z		ts a ŋ ə
626	w eː v ə	w iː v		v eː b ə n
467	d ʉ n	θ ɪ n		d ʏ n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
922	b ɛ t	b ɛ d		b ɛ t
1928	s p l ɛɪ t ə	s p l ɪ t		ʃ p a l t ə n
106	m ɑ n	m æ n		m a n
690	r ɪ p	r ɪ b		r ɪ p ə
300		f əʊ l d		f a l t ə n
393	k ɑu w ə			k au ə n
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
1177	d iː p	d iː p		t iː f
120	s t ɑ l	s t ɔː l		ʃ t a l
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
2253	k ɛ r v ə	k ɑː v		
584	h aː k	h ʊ k		h aː k ə n
337	k aː p	k eɪ p		
1309	l œy s	l aʊ s		l au s
1530	k oː n ɛɪ n			k a n iː n + x ə n
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
2245	t ɔ ŋ	t ʌ ŋ		ts ʊ ŋ ə
1254	h aː r t			h eː r t
2097		h əʊ		h a k ə
1606	h øː p	h ɪ p		h ʏ f t ə
1237	ɛ ŋ k ə l	æ ŋ k l̩		
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
1719	h ɛ k			ɡ ə + h eː ɡ ə
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
311	l ɛɪ k			l ai x + n aː m
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
472	n iː z ə	s n iː z		n iː z ə n
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
1689		l ɪ f t	l ə v e	
280	b oː x			b oː ɡ ə n
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
1666	v l ɑ k t ə			f l ɛ x ə
762	w ɔ l k			v ɔ l k ə
1341	z oː n	s ʌ n		z oː n
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
601	h ɑ n t	h æ n d		h a n t
1194	w ɛɪ t	w aɪ d		
108	m ɛɪ s j ə			m ɛː t x ə n
596	t eː n	t əʊ		ts eː ə
916	t r ɔ x	t r ɔ f		t r oː k
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
2242	m ɔ n t	m aʊ ð		m ʊ n t
672	d eː k ə			d ɛ k ə
2091	b ə + w aː r ə			b ə + v aː r ə n
633	n aː l t	n iː d l̩		n aː d ə l
1274	h aː j			h ai
-2290	s t ɔ f			ʃ t ɔ f
1389			ʃ o z	z a x ə
1912	s t ɛ r k			ʃ t a r k
2177	h oː f t	h ɛ d		h au p t
-1161	l ɛɪ n	l aɪ n		
1972	d eː l			t ai l
783		r əʊ d	ʀ u t	
1447	b oː m			b au m
936	n aː v ə l	n eɪ v l̩		n aː b ə l
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
608	v uː t	f ʊ t		f uː s
-1259	d iː n eː	d ɪ n ə r		
847	h oː x	h aɪ		h oː x
1052	z ɛɪ			z iː
810	d œy f	d ʌ v		t au b ə
855	l aː x	l əʊ		
-1337	v ɔ r k	f ɔː k		
1133	v oː r ə	f ʌ r əʊ		f ʊ r x ə
2147	x ɑ n s	ɡ uː s		ɡ a n s
885	d eː l ə			au s + t ai l ə n
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
2125	w ɪ k ə l ə			v ɪ k ə l n
1240	h iː l	h iː l		
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
1295	h aː v ə r			h aː f ə r
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
901	k l ɑu w	k l ɔː		k l au ə
2000	b l ɑ t			b l a t
995	v l ɛ x t ə			f l ɛ x t ə n
1939	v l uː r	f l ɔː r		
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
1535	z w eː t ə	s w ɛ t		ʃ v ɪ ts ə n
1921	s l aː n			ʃ l aː ɡ ə n
1651	z ɑ l f			z a l b ə
2192	k uː	k aʊ		
2166	b ɔ r s t ə l			b ʏ r s t ə
1417	l ɛɪ d ə	l iː d		l ai t ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
838		s t eɪ	ʀ ɛ s t e	
6011	j ʉ l iː		e t a b l	
1521	b ɔ k		b u k	b ɔ k
308	d uː n	d uː		t uː n
-1615	oː l iː	ɔ ɪ l		ɶː l
1264	s x ɪ l ə			ʃ ɛː l ə n
2271	v ɪ l t	f ɛ l t		f ɪ l ts
1223	p ɛ d ə l	p æ d l̩		p a d ə l
776	v ə r + d eː l ə			t ai l ə n
1038			v a ɡ	v oː ɡ ə
205	ɑ r m + b ɑ n t			a r m + b a n t
383	eː t ə	iː t		ɛ s ə n
1828	s x œy m			ʃ au m
1059	w ɛɪ	w iː		v iː r
213	r ɛ x ts	r aɪ t		r ɛ x t
1343	k ɪ n t			k ɪ n t
754	r eː ɣ ə	r eɪ n		r eː ɡ ə n
-1021	m uː r ɑ s			m oː r a s t
