COGID	Albanian	English	French	German	Latin
560-1	e t t				
438-1	y r e t				
1222-1	Ø t				
353-1	p e Ø t				
201-1	Ø Ø Ø e e				
20-1	t a Ø u r				
503-1	p e l e n				
957-1	d e n				
728-1	l i n t				
244-1	n ə m i n				
289-1	n t i e				
911-1	e e r e d n				
724-1	t r i				
145-1	d e Ø				
992-1					
1181-1	k t a n j i				
741-1	p k j Ø				
560-2		k Ø n ə			
438-2		ə r o			
1222-2		ə l ɑ f			
353-2		p w ə s ə			
201-2		l l n ə			
20-2		k a t r			
503-2		p ə l ɔ n			
957-2		t ɪ n			
728-2		l au n ŋ			
244-2		n l m au			
289-2		n ə ə d			
911-2		w ə r ə ə ə n			
724-2		θ r w ə			
145-2		t w o			
992-2		k i			
706-2		au l			
106-2		p ɔ t ə r			
741-2		p Ø ə			
421-2		b l ə r			
227-2		p t			
560-3			v v Ø v		
438-3			v r		
1222-3			v v o w		
353-3			p ʃ		
201-3			r v v		
20-3			f ɔ r		
503-3			p u l d		
957-3			n		
728-3			l e w		
244-3			a m		
289-3			n u t		
911-3			v v r v d i t		
724-3			t r		
145-3			d v i		
992-3			e		
1181-3			k n		
706-3					
106-3			f œ r		
741-3			p ɛ k		
421-3			f l ɔ̃ r		
227-3			f u		
560-4				v eː ŋ	
438-4				i r	
1222-4				e f	
353-4				f i ʃ	
201-4				f n h	
20-4				t r	
503-4				f ə l n	
957-4				e n	
728-4				l a n t	
244-4				n m n	
289-4				n i t	
911-4				r a s	
724-4				d r iː	
145-4				s Ø	
992-4				h ə	
1181-4				Ø r a n ə	
706-4				Ø	
106-4				f a t ə r	
421-4				f l au ə	
227-4				f s	
560-5					w oː
438-5					b o
1222-5					w oː f
353-5					p oː s a
201-5					p a w e
20-5					k a t o e r
503-5					p b l
957-5					b n a
728-5					l a a t o
244-5					n oː m n
289-5					n a a
911-5					a a b a d e
724-5					t r eː
145-5					d a e
992-5					k b
1181-5					k e n a
706-5					e
106-5					p r
741-5					p a aː k
421-5					f l u r r i
227-5					p o r
