ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	4	l u ŋ g u	l u ŋ g u	4
2	6	r u ŋ g u	r u ŋ g u	4
3	5	a m b ɛ	a m b ɛ	6
4	7	a m b i	a m b i	6
5	1	ɔ s ɛ	ɔ s ɛ	32
6	6	o s e	o s e	32
7	10	iː t i k a	iː t i k a	76
8	6	i t i k a	i t i k a	76
9	1	a a p a	a a p a	104
10	4	a p a	a - p a	104
11	10	g w a a p a	g w a a p a	105
12	7	k w á p a	k w á - p a	105
13	9	χ w á f a	χ w á - f a	105
14	4	f w i	f w i	131
15	6	v w i	v w i	131
16	1	s ɔ ɔ ŋ g a	s ɔ ɔ ŋ g a	134
17	8	s o ŋ g o	s o - ŋ g o	134
18	1	l ɔ ɔ m b a	l ɔ ɔ m b a	153
19	7	r ɔ m b a	r ɔ - m b a	153
20	10	s o o k a	s o o k a	166
21	6	z o k a	z o - k a	166
22	8	s a g a	s a - g a	166
23	10	ɲ u m a	ɲ u m a	182
24	4	n u m a	n u m a	182
25	4	k o n d e	k o n d e	212
26	5	k ɔ n d ɔ	k ɔ n d ɔ	212
27	7	b a n á n a	b a n á n a	214
28	9	p a n á n a	p a n á n a	214
29	1	ɔ g ɔ h a	ɔ g ɔ h a	251
30	6	o ɣ o h a	o ɣ o h a	251
31	1	l ɛ m a a l a	l ɛ m a a l a	263
32	2	l e m a l a	l e m - a l a	263
33	1	i g ʊ t a	i g ʊ t a	272
34	6	i ɣ u t a	i ɣ u t a	272
35	4	e f u	- e f u	294
36	6	d e v u	d e v u	294
37	1	p j a a	p j a a	303
38	4	p j	p j - -	303
39	1	k a l a	- - k a l a	314
40	10	l a g a l a	l a g a l a	314
41	6	o m a	o m a	318
42	9	ɔ m a	ɔ m a	318
43	1	k ʊ l a	k ʊ l a	346
44	4	k u l	k u l -	346
45	10	n d a a n d a	n d a a n d a	351
46	2	tʰ a a n d a	- tʰ a a n d a	351
47	2	s i	s i	414
48	5	s i	s i	414
49	7	n ɛ n ɛ	n ɛ n ɛ	438
50	8	n e n e	n e n e	438
51	4	s u m	s u m -	462
52	7	ʃ u m a	ʃ u m a	462
53	10	v a v a	v a v a	473
54	6	v á v a	v á v a	473
55	1	p i	p i -	483
56	3	p i i	p i i	483
57	10	t o k o t a	t o k o t a	539
58	6	d o ɣ o d a	d o ɣ o d a	539
59	3	b u ɲ a	b u ɲ a	615
60	7	v u ɲ a	v u ɲ a	615
61	4	s u l	s u l	624
62	5	s u l	s u l	624
63	3	b ɛ ɛ	b ɛ ɛ	631
64	5	ɓ e e	ɓ e e	631
65	10	v a k a	- v a k a	673
66	8	o b a k a	o b a k a	673
67	1	dʒ i i k a	dʒ i i k a	720
68	6	dʒ i k a	dʒ i - k a	720
69	2	s ìì x a	s ìì x a	722
70	4	ʃ ìì k	ʃ ìì k -	722
71	10	v i l a a ŋ g a	v i l a a ŋ g a	780
72	2	l a a ŋ g a	- - l a a ŋ g a	780
73	1	m a l a	m a l a	823
74	2	m a l a	m a l a	823
75	1	ʃ i l a	ʃ i l a	829
76	6	s i a	s i - a	829
77	10	p a a n d o	p a a n d o	837
78	4	p a n d o	p a - n d o	837
79	2	s a j a	s a j a	873
80	4	s a j a	s a j a	873
81	1	k u β a	k u β a	882
82	8	k u b a	k u b a	882
83	2	f u β a	f u β a	884
84	4	f u β a	f u β a	884
85	1	l ɛ z u	l ɛ z u	904
86	9	l e d u	l e d u	904
87	1	s a a g ʊ l a	s a a g ʊ l a	915
88	6	s a ɣ u r a	s a - ɣ u r a	915
89	3	s i s a	s i s a	984
90	8	s i l a	s i l a	984
91	1	l a a m b ɔ	l a a m b ɔ	1019
92	2	l a a m b o	l a a m b o	1019
93	6	i m b a	- i m b a	1025
94	7	tʃ i m b a	tʃ i m b a	1025
95	8	r ʊ m b a	r ʊ m b a	1025
96	1	k i l a	k i l a	1073
97	9	tsʰ i l a	tsʰ i l a	1073
98	2	x i n a	x i n a	1123
99	8	m i n a	m i n a	1123
100	3	b o n dʒ a	b o n dʒ a	1171
101	6	b u n t a	b u n t a	1171
102	10	w a	- w a	1180
103	8	k w a	k w a	1180
104	3	t i m a	t i m a	1195
105	7	t i m a	t i m a	1195
106	7	d o ŋ g i	d o ŋ g i	1244
107	9	t o ŋ k i	t o ŋ k i	1244
108	4	i β i	i β i	1255
109	8	i b i	i b i	1255
110	6	o t a	- o t a	1277
111	7	r ô t a	r ô t a	1277
112	2	f u u m b i	f u u m b i	1317
113	6	v u m b i	v u - m b i	1317
114	3	dʒ á a	dʒ á a	1351
115	9	dʒ a	dʒ a -	1351
116	4	k o ŋ k o n i	k o ŋ k o n i	1388
117	7	k ô k o n a	k ô - k o n a	1388
118	10	d e e m b o	d e e m b o	1397
119	6	t e m b o	t e - m b o	1397
120	1	g ɔ h ɛ	g ɔ h ɛ	1453
121	6	ɣ o h e	ɣ o h e	1453
122	7	w a	w a	1478
123	9	w a	w a	1478
124	1	k ʊ l ɛ	k ʊ l ɛ	1486
125	9	χ ʊ l ɛ	χ ʊ l ɛ	1486
126	2	f u r a	f u r a	1496
127	9	f u r a	f u r a	1496
128	1	ɔ ɔ j a a	ɔ ɔ j a a	1529
129	2	o o j a	o o j - a	1529
130	4	k á l i p	k á l i p	1570
131	8	k á l i	k á l i -	1570
132	1	s ɔ ɔ m b a	s ɔ ɔ m b a	1641
133	10	s o o m b a	s o o m b a	1641
134	10	n s a a n o	n s a a n o	1667
135	6	s á n o	- s - á n o	1667
136	1	l ɔ ɔ n d a	l ɔ ɔ n d a	1722
137	2	l o o n d a	l o o n d a	1722
138	3	l ɔ n d ɔ	l ɔ n d ɔ -	1724
139	4	l o n d o l	l o n d o l	1724
140	10	s i t u	s i t u	1734
141	6	ʃ i t u	ʃ i t u	1734
142	6	k u k u	k u k u	1770
143	7	k u k u	k u k u	1770
144	9	k ʊ k ʊ	k ʊ k ʊ	1770
145	1	k u m i i ŋ g a	k u m i i ŋ g a	1800
146	8	k ʊ ŋ g a	k ʊ - - - ŋ g a	1800
147	1	m a n i i l a	m a n i i l a	1814
148	6	m a ɲ i r a	m a ɲ - i r a	1814
149	1	d ɔ t a	d ɔ t a	1849
150	2	tʰ o r a	tʰ o r a	1849
151	3	b o r a	b o r a	1884
152	8	b ʊ r a	b ʊ r a	1884
153	1	s ɔ g a	s ɔ g a	1939
