ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	4	l u ŋ g u	l u ŋ g u	4
2	6	r u ŋ g u	r u ŋ g u	4
3	5	a m b ɛ	a m b ɛ	6
4	7	a m b i	a m b i	6
5	2	tʰ u x a	tʰ u x a	24
6	4	t u k	t u k -	24
7	9	r ʊ χ a	r ʊ χ a	24
8	1	ɔ s ɛ	ɔ s ɛ	32
9	6	o s e	o s e	32
10	1	z i m u	z i - m u	43
11	10	s i i m u	s i i m u	43
12	7	d î m u	d î - m u	43
13	9	d i m ʊ	d i - m ʊ	43
14	10	ɲ a m a	ɲ a m a	55
15	3	ɲ a m a	ɲ a m a	55
16	4	n a m a	n a m a	55
17	6	a m a	- a m a	55
18	8	ɲ a m a	ɲ a m a	55
19	10	iː t i k a	iː t i k a	76
20	6	i t i k a	i t i k a	76
21	1	k ɔ n ɔ	k ɔ n ɔ	93
22	10	k o n o	k o n o	93
23	2	x o n o	x o n o	93
24	6	k o n o	k o n o	93
25	3	b ɔ g ɔ	b ɔ g ɔ	94
26	4	β o k o	β o k o	94
27	7	β ɔ k ɔ	β ɔ k ɔ	94
28	8	b o k o	b o k o	94
29	9	b ɔ χ ɔ	b ɔ χ ɔ	94
30	1	a a p a	a a p a	104
31	4	a p a	a - p a	104
32	10	g w a a p a	g w a a p a	105
33	7	k w á p a	k w á - p a	105
34	9	χ w á f a	χ w á - f a	105
35	4	f w i	f w i	131
36	6	v w i	v w i	131
37	1	s ɔ ɔ ŋ g a	s ɔ ɔ ŋ g a	134
38	8	s o ŋ g o	s o - ŋ g o	134
39	1	β u u	β u u	143
40	10	w u	w u -	143
41	6	v u	v u -	143
42	1	l ɔ ɔ m b a	l ɔ ɔ m b a	153
43	7	r ɔ m b a	r ɔ - m b a	153
44	10	s o o k a	s o o k a	166
45	6	z o k a	z o - k a	166
46	8	s a g a	s a - g a	166
47	10	ɲ u m a	ɲ u m a	182
48	4	n u m a	n u m a	182
49	1	β i i	β i i	200
50	2	β i	β i -	200
51	4	β i	β i -	200
52	8	b i	b i -	200
53	4	k o n d e	k o n d e	212
54	5	k ɔ n d ɔ	k ɔ n d ɔ	212
55	7	b a n á n a	b a n á n a	214
56	9	p a n á n a	p a n á n a	214
57	1	ɔ g a	ɔ - g a	240
58	10	o o g a	o o g a	240
59	8	o g a	o - g a	240
60	1	ɔ g ɔ h a	ɔ g ɔ h a	251
61	6	o ɣ o h a	o ɣ o h a	251
62	1	l ɛ m a a l a	l ɛ m a a l a	263
63	2	l e m a l a	l e m - a l a	263
64	1	i g ʊ t a	i g ʊ t a	272
65	6	i ɣ u t a	i ɣ u t a	272
66	10	v a	v a	278
67	2	β a	β a	278
68	4	β	β -	278
69	5	ɓ a	ɓ a	278
70	8	b a	b a	278
71	4	e f u	- e f u	294
72	6	d e v u	d e v u	294
73	1	p j a a	p j a a	303
74	4	p j	p j - -	303
75	1	k a l a	- - k a l a	314
76	10	l a g a l a	l a g a l a	314
77	6	o m a	o m a	318
78	9	ɔ m a	ɔ m a	318
79	1	k ʊ l a	k ʊ l a	346
80	4	k u l	k u l -	346
81	10	n d a a n d a	n d a a n d a	351
82	2	tʰ a a n d a	- tʰ a a n d a	351
83	1	a a l w a a	- a a l w a a	374
84	2	l w a	- - - l w - a	374
85	4	a l w a	- a - l w - a	374
86	9	dʒ a l w a	dʒ a - l w - a	374
87	1	n u m a	- - n u m a	388
88	10	p a ɲ u m a	p a ɲ u m a	388
89	6	u m a	- - - u m a	388
90	1	d a	d a	401
91	2	d a	d a	401
92	8	d a	d a	401
93	2	s i	s i	414
94	5	s i	s i	414
95	7	n ɛ n ɛ	n ɛ n ɛ	438
96	8	n e n e	n e n e	438
97	1	l u m a	l u m a	459
98	10	l u m a	l u m a	459
99	6	u m a	- u m a	459
100	9	l ʊ m a	l ʊ m a	459
101	4	s u m	s u m -	462
102	7	ʃ u m a	ʃ u m a	462
103	10	v a v a	v a v a	473
104	6	v á v a	v á v a	473
105	1	p i	p i -	483
106	3	p i i	p i i	483
107	1	h ɔ f u	h ɔ f u	508
108	2	β o f u	β o f u	508
109	4	p o f u	p o f u	508
110	9	f o f u	f o f u	508
111	1	β i l i	β i l i	528
112	2	β i l i	β i l i	528
113	4	β i l i	β i l i	528
114	8	b i l i	b i l i	528
115	10	t o k o t a	t o k o t a	539
116	6	d o ɣ o d a	d o ɣ o d a	539
117	2	β i l a	β i l a - -	542
118	4	β i l a u k	β i l a u k	542
119	9	b i l a	b i l a - -	542
120	10	w u p a	w u p a	552
121	4	f u p a	f u p a	552
122	7	f u p a	f u p a	552
123	2	a a x a	- a a x a	564
124	6	h a k a	h a - k a	564
125	8	a g a	- a - g a	564
126	1	t a a	t a a	575
127	4	t a	t a -	575
128	6	t a	t a -	575
129	7	t a	t a -	575
130	1	t a á m b i	t a á m b i	599
131	10	dʒ a a m b i	dʒ a a m b i	599
132	6	t á m b i	t á - m b i	599
133	3	b u ɲ a	b u ɲ a	615
134	7	v u ɲ a	v u ɲ a	615
135	4	s u l	s u l	624
136	5	s u l	s u l	624
137	3	b ɛ ɛ	b ɛ ɛ	631
138	5	ɓ e e	ɓ e e	631
139	1	l ɛ ɛ t a	l ɛ ɛ t a	649
140	2	l e e r a	l e e r a	649
141	4	l e e t	l e e t -	649
142	10	v a k a	- v a k a	673
143	8	o b a k a	o b a k a	673
144	3	t o ŋ g a	t o ŋ g a	675
145	6	dʒ e ŋ g a	dʒ e ŋ g a	675
146	7	t u ŋ g a	t u ŋ g a	675
147	1	dʒ i i k a	dʒ i i k a	720
148	6	dʒ i k a	dʒ i - k a	720
149	2	s ìì x a	s ìì x a	722
150	4	ʃ ìì k	ʃ ìì k -	722
151	2	tʰ a x o	tʰ a x o	745
152	4	t á k o	t á k o	745
153	6	t á k o	t á k o	745
154	7	t a k o	t a k o	745
155	8	t á k o	t á k o	745
156	1	g ʊ l a	g ʊ l a	755
157	2	k u l a	k u l a	755
158	8	g ʊ l a	g ʊ l a	755
159	10	v i l a a ŋ g a	v i l a a ŋ g a	780
160	2	l a a ŋ g a	- - l a a ŋ g a	780
161	10	v e l e k a	v e l e k a	794
162	6	v e k a	v e - - k a	794
163	7	v i k a	v i - - k a	794
164	9	b ɛ l ɛ χ a	b ɛ l ɛ χ a	794
165	1	m a l a	m a l a	823
166	2	m a l a	m a l a	823
