COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a n n									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	s a l a									
2828-1	z i n a									
3572-1	s ɔ ɔ i									
1095-1	l i m a									
1755-1	n ɔ									
1789-1	k a l a á ŋ a a									
3207-1	β u l a									
3519-1	t ʊ m a									
3686-1	i m m m a									
4249-1	k ʊ m i i									
4451-1	β i s i									
448-1	n u n i									
630-1	β ɛ ɛ l ɛ									
814-1	d ɔ ɔ m ɛ ɛ									
1216-1	g a β a									
1228-1	f w a									
1418-1	s i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β u m m b									
3397-1	β ɔ l ɔ									
3826-1	s ɔ k a									
4003-1	i β a a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s ʊ g ʊ l									
116-1	f i k a									
181-1	g ɔ ɔ ŋ ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a n ɔ									
1396-1	s ɔ f u ʊ									
1430-1	i s ɔ ɔ									
1666-1	t a n ɔ ɔ									
1767-1	k ɔ k ɔ									
1906-1	i ŋ g i l a									
2177-1	m ŋ a i									
2286-1	l a									
2317-1	f u β a									
2419-1	s ɛ k a									
2750-1	ɛ ɔ i i									
3018-1	z i l a									
3275-1	k a a a a									
3441-1	s a á ŋ a a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m a l a									
3885-1	f u m ɔ									
3981-1	i m a a									
4192-1	β i m m b a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m u ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	β ɛ l j a									
459-1	l u m a									
508-1	β ɔ f u									
528-1	β i l i									
575-1	t a a									
871-1	t a m a									
2689-2		ɲ a m a								
893-2		a a a a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s n n a								
3572-2		s o n i								
1095-2		l e m a								
1789-2		k a l a a ŋ s a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i m m m a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n oː n i								
630-2		v e e l e								
814-2		ŋ o m m e e								
1216-2		g a v a								
1228-2		w w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v a a								
4373-2		t e m i								
4384-2		iː n o								
84-2		g u l u								
116-2		v i k a								
419-2		l o g a								
587-2		o o g o o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		j a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		iː ŋ g i l a								
2419-2		s e k a								
2750-2		e o i i								
3441-2		s a e ŋ g a								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		v i m m b								
4350-2		l e e l o o								
278-2		v a								
3971-2		k a m a								
55-2		ɲ a m a								
43-2		n i m u								
93-2		k o n o								
459-2		l u m a								
2689-3			dʒ a m a							
893-3			a a n							
1285-3			n w a							
1303-3			k o o a							
2197-3			s a l a							
2828-3			s n n a							
3572-3			s o n i							
1095-3			l o m a							
1755-3			tʰ n							
1789-3			x a l a ŋ i a							
3207-3			f u l a							
3519-3			tʰ u m a							
3686-3			g m m a							
4249-3			k u m i							
4451-3			β ìì s i							
448-3			tʰ o n i							
630-3			β e e e e							
1216-3			k a β a							
1228-3			f w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			tʰ o m i							
4384-3			i tʰ o							
181-3			k o o ŋ o o							
419-3			l o k a							
587-3			o o k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			tʰ j a							
1374-3			n a a n a							
1396-3			s o f u							
1666-3			tʰ a n o							
1767-3			k o x o							
1906-3			i i k i l a							
2177-3			ŋ ŋ a							
2286-3			l a							
2317-3			f u β a							
2750-3			e k i							
3275-3			x a a n a							
3464-3			β o n a							
3639-3			tʰ e r e m e l							
3981-3			g m a							
4192-3			β i e m a a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i i							
374-3			d a l w a a							
508-3			β o f u							
528-3			β i l i							
2689-4				dʒ a m a						
893-4				s s a						
1285-4				t dʒ a						
3572-4				s ɔ n i						
1755-4				t ɔ e						
1789-4				k a l a s g a						
3686-4				k m m a						
4451-4				b e s i						
1216-4				k u b a						
4003-4				k g a						
419-4				l ɔ a a						
1122-4				b i s a						
1430-4				k s ɔ						
1666-4				t a ɲ ɔ ɔ						
1767-4				k ɔ g ɔ						
55-4				a a m a						
94-4				b ɔ g ɔ						
2717-4				dʒ a ŋ g a						
2689-5					j a m					
893-5					s n d					
1285-5					n w					
1303-5					s o m					
2197-5					s a l					
2828-5					s n n					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l					
3519-5					t u m					
3686-5					s m m a					
4249-5					k u m i					
448-5					d o n i					
630-5					β e e e e					
814-5					s o m m e e					
1228-5					f w a					
1418-5					s i m					
2026-5					t w e					
2775-5					β u m m a					
3397-5					β o l					
3826-5					s o k					
4040-5					e e n i					
4373-5					l i m i					
4384-5					i d o					
84-5					s u l u l					
116-5					ʃ i k					
587-5					o ŋ g o					
848-5					k a l					
1159-5					j					
1350-5					t j a					
1396-5					s o f u					
1430-5					s o o					
1767-5					k o k o					
2286-5					l					
2317-5					f u β a					
2419-5					s e k					
2750-5					e ŋ i i					
3018-5					s i l					
3275-5					k a n a					
3441-5					s a ŋ g a					
3885-5					s u m o					
4192-5					β i m m a					
4260-5					s w a					
4350-5					l e e l o					
278-5					β a					
745-5					t á k o					
3971-5					k a m a					
55-5					n a m					
94-5					β o k o					
2717-5					k a ŋ g a					
4139-5					m i n					
200-5					β i					
374-5					β a l w a					
508-5					β o f u					
528-5					β i l i					
575-5					t a					
1303-6						k ɔ l				
1755-6						ɲ ɔ				
448-6						tʃ n n i				
1475-6						s d a				
3397-6						tʃ ɔ l				
2286-6						l				
278-6						ɓ				
2717-6						k a m g a				
2689-7							n a m a			
893-7							a n a			
1285-7							n w a			
1303-7							g o m a			
2197-7							s á a a			
2828-7							i n n			
3572-7							z o n i			
1095-7							o i m a			
1755-7							n e			
1789-7							k a a a ŋ g a			
3519-7							t u m a			
3686-7							i m m a			
4249-7							k u b i			
4451-7							v i s i			
814-7							g o m b e			
1216-7							ɣ á v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v a			
4040-7							ɣ ɲ i i			
84-7							u r m			
116-7							ʃ i k			
181-7							ɣ o ŋ ŋ o			
419-7							o o ɣ a			
587-7							o ŋ ŋ o			
660-7							e m a			
848-7							k a a a			
1122-7							v i n a			
1159-7							m a			
1374-7							d á n n t			
1396-7							z o v u			
1430-7							i s o			
1906-7							i ŋ g i a a			
2177-7							ŋ g a			
2419-7							s e k a			
3018-7							ʃ i a a			
3275-7							k a n n			
3441-7							s a ŋ g ɣ			
3464-7							v o d a			
3639-7							t e t e m a			
3885-7							v u m o			
4192-7							v i m b a			
745-7							t á k o			
3971-7							k a m a			
55-7							n a m a			
