COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a a m a									
893-1	a a n a									
1285-1	n w a									
1303-1	g ɔ ɔ m a									
2197-1	z a l a									
2828-1	i i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	i i n ɛ									
1789-1	k a l a									
3207-1	f w u l a									
3519-1	t u m a									
3686-1	i i m b a									
4249-1	k u m i									
4451-1	β i s i									
448-1	j u n i									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ ɔ m b ɛ									
1216-1	g a β a									
1228-1	b w a									
1418-1	z i m a									
1475-1	g w a									
2026-1	d w ɛ ɛ									
2775-1	β u u m b a									
3397-1	β ɔ l ɔ									
3826-1	ɔ ɔ k a									
4003-1	i β a									
4040-1	g ɛ ɛ n i									
4373-1	l i m i									
4384-1	i i n ɔ									
84-1	z u g ʊ									
116-1	f i i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i i n a									
1159-1	n a a									
1350-1	l i j a									
1374-1	n a a n ɛ a									
1396-1	z ɔ β u									
1430-1	i i s ɔ									
1666-1	t a a n ɔ									
1767-1	g ɔ g ɔ									
1906-1	i ŋ g i l a									
2177-1	ŋ g a									
2286-1	l a									
2317-1	f u β a									
2419-1	s ɛ ɛ k a									
2750-1	ɛ i s i									
3018-1	ʃ i l a									
3275-1	g a a n a									
3441-1	s a a ŋ g a									
3464-1	β w ɔ n a									
3639-1	d ɛ t ɛ m a l a									
3885-1	f u m ɔ									
3981-1	i m a									
4192-1	β i i m b a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m u									
93-1	k ɔ ɔ n ɔ									
200-1	β i i									
374-1	l w a a l a									
459-1	l u m a									
508-1	f ɔ f u									
528-1	β i l i									
575-1	t a									
871-1	z a á m a									
2689-2		e m a								
893-2		a a n a								
1303-2		g o m a								
2197-2		t a l a								
2828-2		i i n a								
3572-2		dʒ o i								
1095-2		l i m a								
1789-2		k a l a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n o u i								
630-2		v e e l e								
814-2		g o o m b e								
1216-2		g a v a								
1228-2		b w a								
1418-2		t i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		g u l u								
116-2		iː k a k a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		e a								
1350-2		l j a								
1374-2		n a a n e a								
1906-2		i i ŋ g i l a								
2419-2		s e e k a								
2750-2		e s i								
3441-2		s e e ŋ g a								
3464-2		v o n a								
3639-2		dʒ i t e m a								
3981-2		i m a								
4192-2		v i i m b a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a a m a								
55-2		e m a								
43-2		d i m u								
93-2		k o n o								
459-2		l u m a								
2689-3			ɲ a m a							
893-3			a a n a							
1285-3			n w a							
1303-3			k o m a							
2197-3			f a l a							
2828-3			tʰ i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			i							
1789-3			x a l a							
3207-3			f w u l a							
3519-3			r u m a							
3686-3			i i m b a							
4249-3			x u m i							
4451-3			β ìì s i							
448-3			j o u n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w o							
3397-3			β o l a							
4003-3			ìì β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i o n o							
181-3			k o o ŋ g o							
419-3			l o k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n e a							
1396-3			s o f u							
1666-3			tʰ a n u							
1767-3			x o x o							
1906-3			i i ŋ g i l a							
2177-3			ŋ k a							
2286-3			l a							
2317-3			f u β a							
2750-3			e s i							
3275-3			x a n a							
3464-3			β w o n a							
3639-3			tʰ e r e m a							
3981-3			i m a							
4192-3			β i i m b a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			tʰ a x o							
3971-3			x a a m a							
93-3			x o n o							
200-3			β i i							
374-3			a a l w a							
508-3			p o f u							
528-3			β i l i							
2689-4				ɲ a m a						
893-4				a a n a						
1285-4				n w a						
3572-4				s o n i						
1755-4				i n e						
1789-4				x a l a						
3686-4				i m b a						
4451-4				β i s i						
1216-4				g a β a						
4003-4				i β a						
419-4				l o g a						
1122-4				β i n a						
1430-4				i s o						
1666-4				t a n o						
1767-4				k o k o						
55-4				ɲ a a m a						
94-4				β o k o						
2717-4				g a a ŋ g a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w a					
1303-5					o m a					
2197-5					ʃ a l a					
2828-5					ʃ i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					β u l a					
3519-5					t u m					
3686-5					i m b a					
4249-5					k u m i					
448-5					j o u i					
630-5					β e e l e					
814-5					o m β e					
1228-5					β w a					
1418-5					ʃ i m					
2026-5					t w e					
2775-5					β u u m β a					
3397-5					β o l a					
3826-5					ʃ o k					
4040-5					e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					ʃ u l u a					
116-5					f i k					
587-5					o n g o					
848-5					k á l a					
1159-5					n					
1350-5					l j a					
1396-5					s o β u					
1430-5					i s u					
1767-5					t o k u					
2286-5					l a					
2317-5					β u β a					
2419-5					s e k					
2750-5					e ʃ i					
3018-5					ʃ i l a					
3275-5					k a n a					
3441-5					s a ŋ g					
3885-5					dʒ i m o					
4192-5					β i m b					
4260-5					s w a					
4350-5					l e e l o					
278-5					β a					
745-5					t á k o					
3971-5					k a m a					
55-5					n a m a					
94-5					β o o k u a					
2717-5					ŋ g a ŋ g a					
4139-5					m i n					
200-5					β i					
374-5					l w					
508-5					β o f u					
528-5					β i l i p					
575-5					t a					
1303-6						g o m a				
1755-6						i				
448-6						j o u i				
1475-6						g w a				
3397-6						β o l a				
2286-6						l a				
278-6						β a				
2717-6						k a ŋ g a				
2689-7							a m a			
893-7							a n a			
1285-7							n w a			
1303-7							ɣ o m a			
2197-7							t a			
2828-7							z a n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							i			
1789-7							k a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ɣ o m b e			
1216-7							g a v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							ʃ o k a			
4003-7							i v a			
4040-7							g e n i			
84-7							g u			
116-7							ʃ i k a			
181-7							ɣ o ŋ g o			
419-7							o g a			
587-7							o ŋ g o			
660-7							e o a			
848-7							k á t a			
1122-7							v i n a			
1159-7							a			
1374-7							n a n e			
1396-7							z o f u			
1430-7							i s u			
1906-7							i ŋ g i a			
2177-7							ŋ g a			
2419-7							z e k a			
3018-7							t i a			
3275-7							k a n a			
3441-7							s e ŋ g a			
3464-7							v w a			
3639-7							t e t e m a			
3885-7							f u m o			
4192-7							v i m b a			
745-7							t á k o			
3971-7							k á m a			
55-7							a m a			
2717-7							k a ŋ g a			
4139-7							m i n a			
93-7							k o n o			
459-7							u m a			
575-7							t á			
2689-8								n a m a		
1285-8								n w a		
1303-8								k o m a		
2197-8								d a r a		
2828-8								ʃ i n a		
3572-8								s u n i		
1755-8								n i		
1789-8								k a r a		
3207-8								p w u r a		
3519-8								t u m a		
3686-8								i m b a		
4249-8								k u m i		
4451-8								v i s i		
814-8								ɣ o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								β u u m b a		
3826-8								ʃ o k a		
4040-8								g e n i		
181-8								k o ŋ g o		
660-8								r e r a		
848-8								k á r a		
1083-8								l i r a		
1159-8								n a		
1350-8								r j a		
1396-8								tʰ o f u		
1666-8								t a n u		
2177-8								ŋ g a		
2317-8								f u β a		
4260-8								s w a		
745-8								t á k o		
3971-8								k á m a		
94-8								β o k u		
2717-8								k a a ŋ g a		
4139-8								m i t a		
43-8								t i m u		
575-8								t a		
871-8								t a m a		
2689-9									n a m a	
893-9									a n a	
1285-9									n w a	
1303-9									k o m a	
2197-9									z a l a	
2828-9									s i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k á l a	
3207-9									b w ʊ l a	
4249-9									k u m i	
4451-9									b i s i	
630-9									b e l e	
814-9									o m b e	
1228-9									b w a	
1418-9									z i m a	
1475-9									g w a	
2026-9									s w e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									p i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
1374-9									a n e	
1430-9									i s o	
1666-9									r á n o	
1767-9									g o r ʊ	
1906-9									i ŋ g i l a	
2177-9									ŋ g a	
2419-9									s e k a	
2750-9									e z i	
3018-9									s i l a	
3441-9									s e ŋ g a	
3885-9									p u m o	
3981-9									i m a	
4260-9									s w a	
4350-9									l e l o	
278-9									b a	
745-9									s á g o	
55-9									ɲ a m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									l a m a	
