COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ŋʰ a m a									
893-1	a a n a									
1285-1	n w a a									
1303-1	g ɔ m a									
2197-1	z a l a									
2828-1	z i n a									
3572-1	tʃ ɔ n i									
1095-1	l i m a									
1755-1	i a									
1789-1	k a l a ŋ g a									
3207-1	β w a a									
3519-1	t u m a									
3686-1	i i m b a									
4249-1	k u m i									
4451-1	β i s i									
448-1	ŋʰ u n i									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ ɔ m b ɛ									
1216-1	g a β a									
1228-1	b w a a									
1418-1	z i m a									
1475-1	g w a									
2026-1	t w ɛ ɛ									
2775-1	β u u m b a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i i n ɔ									
84-1	u l u									
116-1	f i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
2689-2		ɲ a m a								
893-2		a a n a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a ŋ g a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		ɲ u n i								
630-2		v e e l e								
814-2		ŋ oː m b e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i ɲ o								
84-2		m u l u								
116-2		s i k a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
2689-3			ɲ a m a							
893-3			a a n a							
1285-3			n w a							
1303-3			ŋ o m a							
2197-3			dʒ a l a							
2828-3			i i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n i							
1789-3			x a l a ŋ g a							
3207-3			β u l a							
3519-3			tʰ u m a							
3686-3			i i m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			j o n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			β w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i ɲ o							
181-3			k o ŋ g o							
419-3			l o k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
2689-4				ɲ a m a						
893-4				a a n e						
1285-4				ŋ w a						
3572-4				s o n i						
1755-4				i n e						
1789-4				k a l a ŋ g a						
3686-4				i i m b a						
4451-4				b i s i						
1216-4				g a v a						
4003-4				i v a a						
419-4				l o g a						
1122-4				v i n a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w a					
1303-5					ŋ o m					
2197-5					ʃ a l a					
2828-5					l i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					β u l a					
3519-5					t u m					
3686-5					i i m b					
4249-5					k u m i					
448-5					j u n i					
630-5					β e e l e					
814-5					ŋ o m b e					
1228-5					b w a					
1418-5					ʃ i m a					
2026-5					t w e					
2775-5					f u m b					
3397-5					β o l a					
3826-5					s o k					
4040-5					e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					ʃ u l u					
116-5					ʃ i k					
587-5					o ŋ g o					
848-5					k á l					
1303-6						ŋ o m a				
1755-6						i n e				
448-6						ɲ u n i				
1475-6						g w a				
3397-6						β o l a				
2689-7							a m a			
893-7							a n a			
1285-7							w a			
1303-7							ɣ o m a			
2197-7							z a a			
2828-7							i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							i n e			
1789-7							k á g a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o m b e			
1216-7							ɣ a v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v a a			
4040-7							g e n i			
84-7							ɣ u o u			
116-7							ʃ i k a			
181-7							g o ŋ g o			
419-7							o k a			
587-7							o ŋ g o			
660-7							l e a			
848-7							k á r a			
1122-7							f i n a			
2689-8								ɲ a m a		
1285-8								n w a		
1303-8								ŋ o m a		
2197-8								z a l a		
2828-8								ʃ i n a		
3572-8								s o n i		
1755-8								n e		
1789-8								k a l a ŋ g a		
3207-8								f u l a		
3519-8								t u m a		
3686-8								i i m b a		
4249-8								k u m i		
4451-8								β i s i		
814-8								ŋ o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								z o k a		
4040-8								g e n i		
181-8								g o ŋ g o		
660-8								l e r a		
848-8								k á l a		
1083-8								l i l a		
2689-9									ɲ a m a	
893-9									a n a	
1285-9									ɲ w a	
1303-9									ŋ o m a	
2197-9									z a l a	
2828-9									l i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k á l a ŋ g a	
3207-9									b w a	
4249-9									k u m i	
4451-9									b i s i	
630-9									b e l e	
814-9									ŋ o m b e	
1228-9									b w a	
1418-9									s i m a	
1475-9									g w a	
2026-9									t w e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									s i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
2689-10										ɲ a m a
893-10										a n a
1285-10										n w a
2197-10										z a l a
2828-10										l i n a
1095-10										l i m a
1755-10										i n e
3207-10										f u l a
3519-10										t u m a
448-10										ɲ u n i
630-10										b e l e
1216-10										g a β a
1418-10										z i m a
2775-10										v u m b a
3397-10										b o l a
4373-10										l i m i
4384-10										i ɲ o
84-10										s u l u
1083-10										l i l a
1122-10										f i n a
