COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
180							t u m a								t i m e	
4501			d ɛ n dʒ i								n iː n dʒ i					
2844						g e				g ɔ						
3221							k ɛ n d ɛ						k i n d ɛ			
1510												n aː				n a
1824			g e n i		g e n i			g e n i								
327	n iː m				i n i	n iː										
5479	ɛ j̃	ɛ j̃								ɛ j̃						
4421	t i j ɛ	t i j ɛ														
42	k i s ɛ		k i dʒ ɛ					k i dʒ ɛ								
21	d aː b a				d e b u			d aː b a								
3851										a b ɛ			a b i j ɛ		ɔ b i j ɛ	a b ɛː
3157	t i n i	t i n i														
3621	ɲ a n	ɲ a r̃ u														
4443					ɲ a ŋ g u			ɲ a g u								
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
743			j a b e					j a j e			j a j o					
4539													b ɔ d ɔ	b ɔ s u		b ɔ dʒ ɔ
3114						t e ŋ g i		t e ŋ g e ŋ			t i ŋ g o					
5361									k iː				k i d ɛ		k i	k i dʒ ɛ
1071	l u w o						l u g o									
4461	j̃	j̃														
3116									k u w ɔ			k u w ɔ				
668			s ɔː w ɛ					s ɔ g ɛ								
334									s a s a j					s a j		s i s aː
1475	t o w	t ɔ w					t ɔ ŋ ɔ									
1503				d a ŋ a					d a ŋ a							
3091				ɲ ɛ n											ɛ n	
963													m ɔ			m ɔ
1192													dʒ i m		tʃ i ŋ	dʒ i m
827	k e n d e						k eː n d e									
3373				n ɔ w̃ ɔ								n ɔ w̃ ɔ				
3360									dʒ aː				dʒ aː			dʒ aː
3426			s eː		s eː											
2284	m	m														
117					dʷ ɛː			dʷ ɛː			dʷ ɛː					
5655	ɔ z uː	o m dʒ u													o m z u	
2335	m										m ɔː					
5569			p aː n d e			p i n d iː		p aː n d o			p aː n d e					
1749						dʒ aː ŋ i									z aː n i	
3032			d ɛ l ɛ		n ɛ l ɛ						n ɛ l ɔ					
1722		uː j i					uː j i									
1206			g a m b a										k a b i		g a m b u	
1526			s ɛ l i		s a l a											
94			d i n		d i n											
283							g o							k u		g e
2866					g j ɛː			g i j ɛ								
3470													iː j ɛ			j eː
548						o n dʒ uː					u n dʒ i					
5231								ɲ iː n i			j iː n i					
1644	ɔ w̃ m	ɔ w							ɔ w							
1029						m a m i l i				m iː l iː						
2379												g u r u	k e r u			
4025		dʒ u w ɔ					dʒ u w a				j u w a	dʒ u w ɔ				
2461												dʒ e r e	dʒ e l e			dʒ e l e
571						s u n dʒ i					s u n dʒ o					
1169	g a z i													g a s u		
5035	k ɔː r ɔ j										k ɔ l ɔ w̃					
5794							j ɛ						j aː			
4008			k ɛ		g eː	k e ŋ g e		g e ŋ								
4296					d u g u			d u g u			d uː r u					
5390	d o r o			d u d oː			d u r o		d o d oː							
5587					p u r u g e			p u r g u								
2862	dʒ ɛ									dʒ ɛ					dʒ ɛ	
4163										tʃ i n aː			t a nː aː		dʒ e ɲ u	
4161						ŋ g o					ŋ g e					
2698				ɔ g u			ɔ g i						ɔ g u			
3921	t a n d a	t a l a														
1724				l ɛː					l ɛː							l ɛː
5286													s ɔː			s ɔː
2028				k ɔː		g o										
1916	dʒ e			dʒ ɛ											dʒ e n	
3072				dʒ ɛ ɲ ɛ									dʒ e ɲː e			g e ɲ ɛ
5277						d a m					d a m u				d a m	
64					k a r a			k a r a			k a r a					
