ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Eryuan	ʈʂʰ ɤ ³¹	ʈʂʰ - ɤ ³¹	12
2	Heqing	tɕʰ w ɔ ³¹	tɕʰ w ɔ ³¹	12
3	Jianchuan	tsʰ ɤ ³¹	tsʰ - ɤ ³¹	12
4	Lanping	tsʰ ɛ ⁴²	tsʰ - ɛ ⁴²	12
5	Qiliqiao	tsʰ ɤ ³¹	tsʰ - ɤ ³¹	12
6	Zhoucheng	tsʰ ɤ ³¹	tsʰ - ɤ ³¹	12
7	Eryuan	p e ²¹	p e ²¹	22
8	Heqing	p e ²¹	p e ²¹	22
9	Jianchuan	p e ²¹	p e ²¹	22
10	Lanping	p e ²¹	p e ²¹	22
11	Qiliqiao	p e ²¹	p e ²¹	22
12	Xiangyun	p e ²¹	p e ²¹	22
13	Yunlong	p e ²¹	p e ²¹	22
14	Zhoucheng	p e ²¹	p e ²¹	22
15	Eryuan	t ɯ ²¹	t - ɯ ²¹	33
16	Heqing	t ɯ ²¹	t - ɯ ²¹	33
17	Jianchuan	t ɛ ²¹	t - ɛ ²¹	33
18	Lanping	t j ɯ ²¹	t j ɯ ²¹	33
19	Luobenzhuo	ʈ ɯ ³¹	ʈ - ɯ ³¹	33
20	Qiliqiao	t ɯ ²¹	t - ɯ ²¹	33
21	Yunlong	t ɯ ²¹	t - ɯ ²¹	33
22	Zhoucheng	t ɯ ²¹	t - ɯ ²¹	33
23	Eryuan	kʰ ɔ ⁵⁵	kʰ ɔ ⁵⁵	43
24	Heqing	kʰ ɔu ⁵⁵	kʰ ɔu ⁵⁵	43
25	Jianchuan	kʰ õ ⁵⁵	kʰ õ ⁵⁵	43
26	Lanping	kʰ ɔ̃ ⁵⁵	kʰ ɔ̃ ⁵⁵	43
27	Luobenzhuo	kʰ ɤ̃ ⁵⁵	kʰ ɤ̃ ⁵⁵	43
28	Qiliqiao	kʰ o ⁵⁵	kʰ o ⁵⁵	43
29	Xiangyun	kʰ ã ⁵⁵	kʰ ã ⁵⁵	43
30	Yunlong	kʰ ɔ ⁵⁵	kʰ ɔ ⁵⁵	43
31	Zhoucheng	kʰ o ⁵⁵	kʰ o ⁵⁵	43
32	Eryuan	t e ³³	t - e ³³	53
33	Heqing	t j ɛ ³³	t j ɛ ³³	53
34	Jianchuan	t ĩ ³³	t - ĩ ³³	53
35	Lanping	t j ɛ̃ ³³	t j ɛ̃ ³³	53
36	Xiangyun	t ĩ ³³	t - ĩ ³³	53
37	Yunlong	t i ³³	t - i ³³	53
38	Eryuan	t ɔ ⁴⁴	t ɔ ⁴⁴	54
39	Luobenzhuo	t o ⁵⁵	t o ⁵⁵	54
40	Qiliqiao	t o ⁴⁴	t o ⁴⁴	54
41	Zhoucheng	t o ³³	t o ³³	54
42	Eryuan	kʰ ɔ ³³	kʰ - ɔ ³³	64
43	Heqing	kʰ w ɔ ³³	kʰ w ɔ ³³	64
44	Jianchuan	kʰ ou ³³	kʰ - ou ³³	64
45	Lanping	kʰ u ³³	kʰ - u ³³	64
46	Luobenzhuo	qʰ ɔ ³¹	qʰ - ɔ ³¹	64
47	Qiliqiao	ɔ ³³	- - ɔ ³³	64
48	Xiangyun	kʰ w ɔ ³³	kʰ w ɔ ³³	64
49	Yunlong	kʰ ɔ ³³	kʰ - ɔ ³³	64
50	Zhoucheng	kʰ w ɔ ³³	kʰ w ɔ ³³	64
51	Eryuan	ts ɯ ³³	ts ɯ ³³	75
52	Heqing	ts ɿ ³³	ts ɿ ³³	75
53	Jianchuan	ts ɿ ³³	ts ɿ ³³	75
54	Lanping	ts ɯ̃ ³³	ts ɯ̃ ³³	75
55	Luobenzhuo	tɕ i ³³	tɕ i ³³	75
56	Qiliqiao	ts ɿ ³³	ts ɿ ³³	75
57	Xiangyun	ts ɿ ³³	ts ɿ ³³	75
58	Yunlong	ts ɯ ³³	ts ɯ ³³	75
59	Zhoucheng	ts ɿ ³³	ts ɿ ³³	75
60	Eryuan	tɕ i ³³	tɕ i ³³	85
61	Heqing	tɕ ĩ ³³	tɕ ĩ ³³	85
62	Jianchuan	tɕ ĩ ³³	tɕ ĩ ³³	85
63	Lanping	tɕ ĩ ³³	tɕ ĩ ³³	85
64	Qiliqiao	tɕ i ³³	tɕ i ³³	85
65	Yunlong	dz e ³³	dz e ³³	85
66	Zhoucheng	tɕ i ³³	tɕ i ³³	85
67	Eryuan	ɲ i ²¹	ɲ i ²¹	95
68	Heqing	j i ²¹	j i ²¹	95
69	Jianchuan	j ĩ ³¹	j ĩ ³¹	95
70	Lanping	j ĩ ²¹	j ĩ ²¹	95
71	Luobenzhuo	ɲ i ³¹	ɲ i ³¹	95
72	Qiliqiao	ɲ i ²¹	ɲ i ²¹	95
73	Yunlong	ɲ i ²¹	ɲ i ²¹	95
74	Zhoucheng	ɲ i ³¹	ɲ i ³¹	95
75	Eryuan	ɲ ɯ ⁴²	ɲ ɯ ⁴²	108
76	Heqing	j ɯ̃ ⁴²	j ɯ̃ ⁴²	108
77	Jianchuan	j ɯ̃ ⁴²	j ɯ̃ ⁴²	108
78	Lanping	j ɯ̃ ⁴²	j ɯ̃ ⁴²	108
79	Yunlong	ɲ ɯ ⁴²	ɲ ɯ ⁴²	108
80	Zhoucheng	ɲ ɯ ³²	ɲ ɯ ³²	108
81	Luobenzhuo	ʈʂ æ ⁵⁵	ʈʂ æ ⁵⁵	109
82	Xiangyun	tɕ ɛ ⁴⁴	tɕ ɛ ⁴⁴	109
83	Eryuan	k w a ⁴⁴	k w a ⁴⁴	118
84	Heqing	k w a ⁴⁴	k w a ⁴⁴	118
85	Jianchuan	k w a ⁴⁴	k w a ⁴⁴	118
86	Lanping	k w a ⁴⁴	k w a ⁴⁴	118
87	Luobenzhuo	q w a ⁵⁵	q w a ⁵⁵	118
88	Qiliqiao	k w a ⁴⁴	k w a ⁴⁴	118
89	Xiangyun	k w a ⁴⁴	k w a ⁴⁴	118
