COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ə ŋ								
438-1	ȵ ʐ ʔ ⁵⁵								
334-1	l o ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	ʑ u p ⁵⁵								
202-1	k au ³¹								
935-1	s ³¹								
93-1	ts w ³¹								
7-1	p a n ³¹								
664-1	ɔ w a ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i u m ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n p ³⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	x ʐ u ʔ								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ i u ʔ								
580-1	s u t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ i ⁵⁵								
86-1	t ə ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m								
536-1	s w k ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵								
589-1	t w a ⁵⁵								
658-1	ɔ m m ⁵⁵								
456-1	ȵ a w a ³¹								
183-1	k ʐ i								
785-1	x w a								
714-1	o ⁵⁵								
331-1	l ɔ a								
930-1	ȵ̥ a p ⁵⁵								
161-1	k w a ⁵⁵								
814-1	x ʐ ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʐ w ʔ ⁵⁵								
727-1	ʂ w a								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ i ⁵⁵								
29-1	p ə ⁵⁵								
316-1	t ɔ ʔ ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m w ³⁵								
312-1	x au ³¹								
490-1	n i ³⁵								
436-1	ȵ a w ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ɔ a m ⁵⁵								
873-1	ʂ ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l o m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t w ³⁵								
660-1	ɔ m p ⁵⁵								
642-1	x w a ³⁵								
257-1	x a a m ⁵⁵								
167-1	k ʐ w a								
880-1	t a p ⁵⁵								
484-1	n w a ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ ə n ³¹								
811-1	x au ³¹								
458-1	t u ŋ ³¹								
884-1	t i ³⁵								
205-1	k u ʔ								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	u ŋ ³¹								
36-1	p i w a								
12-1	p i ³¹								
350-1	l w ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
280-1	x i i								
612-1	t ə ŋ ³¹								
459-1	ȵ i ə ŋ ⁵⁵								
569-1	s w ³¹								
283-1	x ʐ au ³⁵								
148-1	x w n ³¹								
652-1	o i ⁵⁵								
220-1	pʰ w a ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ o ⁵⁵								
386-1	m a p								
804-1	x ʐ ə ŋ ³¹								
369-1	l u ʔ ³¹								
125-1	t au ³¹								
314-1	pʰ ʐ w								
823-1	l̥ a p ⁵⁵								
471-1	n a m ⁵⁵								
40-1	p i ə ŋ								
393-1	m a ŋ								
272-1	x i w a ³⁵								
463-1	m au ⁵⁵								
1-1	p w ⁵⁵								
214-1	ɔ a m								
665-2		ŋ o ⁵¹							
495-2		n u ²¹							
838-2		l a̱ ⁵¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j i p ⁵⁵							
202-2		k j u̱i							
935-2		n ²¹ ²¹							
93-2		t o ⁵⁵							
7-2		p a n ²¹							
664-2		a a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		k a e ⁵⁵							
555-2		j i m							
464-2		m ui u̱i							
119-2		t a ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		t o̱ ²¹ ²¹							
693-2		ŋ u ⁵¹							
477-2		n a i ⁵⁵							
891-2		t a ŋ ⁵⁵							
528-2		j u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		tʃʰ u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		l o̱ t ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ s ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		t o̱ ²¹							
589-2		t a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		a ²¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		j ⁵¹							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		ŋ a p ⁵⁵							
353-2		l i̱ ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		kʰ j ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ²¹							
