COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
468-1	l a b a			
222-1	a b o b o n e			
208-1	a b u r b u d u			
962-1	a g o r l e			
203-1	a g u d i			
138-1	s i l e			
504-1	ɗ oː s a			
662-1	ɓ oː d a			
478-1	g o oː a			
409-1	a r e			
410-1	g u n d i			
256-1	ɓ aː l e			
622-1	n d u			
546-1	n d u			
547-1	s ɛ i a ʔ			
847-1	n ɛ n d g k i			
95-1	b ɛ ɗ i			
105-1	b ɪ n i			
510-1	b o s a			
951-1	m b aː m a r e			
1116-1	m b o m a			
149-1	ɓ u s ʔ i			
376-1	ɓ b l i			
815-1	g o r a			
453-1	ɗ u ɲ e			
67-1	ɗ a s e			
47-1	ɗ o k u d a			
869-1	ɗ oː l a			
57-1	k aː g u			
303-1	g a s ʔ i a			
443-1	g l r a			
884-1	g u n d i			
166-1	g u n d i			
918-1	a b ɛ r e			
831-1	h aː s i			
616-1	b b e			
84-1	h o s a l e			
346-1	h o h u l u			
601-1	s i g i			
177-1	k ʔ a i a			
341-1	k ʔ o l a			
468-2		l a b a		
222-2		a b o b o ʔ i		
208-2		a b u r b u d u		
962-2		a g o r l e		
203-2		a g u d i ʔ		
138-2		ʃ i l l		
504-2		ɗ o ʃ ɛ n a		
662-2		ɓ oː d a		
478-2		g o ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ aː l e		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n ɛ d ɛ g k		
95-2		b ɛ ɗ i		
105-2		b ɛ n i		
510-2		b o ʃ a		
951-2		m b aː m a r e		
1116-2		m b o m a		
149-2		ɓ u s ʔ i		
376-2		ɓ h l i		
815-2		g o r a		
453-2		ɗ u ŋ e		
67-2		ɗ a ʃ e		
47-2		d o k u l ɛ		
869-2		ɗ oː l a		
57-2		k aː g u		
303-2		g a s ʔ i a		
443-2		g r r a		
884-2		g u n d i		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː ʃ i		
616-2		b iː e		
84-2		h o ʃ a l a		
346-2		h u h o l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
468-3			l a b a	
222-3			a b m b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r a	
203-3			a g u d i ʔ	
138-3			ʃ ʃ l l	
504-3			ɗ ɔ ʃ ɛ f a	
662-3			p ʊː d a	
478-3			g ɔ s a	
409-3			a r e	
410-3			g u n d i	
256-3			p aː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n ɛ d f g k	
95-3			b ɛ ɗ i	
105-3			b ɛ n i	
510-3			b ɔ ʃ a	
951-3			m b ə m a r e	
1116-3			m b ə m a	
149-3			p u s ʔ i	
376-3			p a l i	
815-3			g ɔ r a	
453-3			ɗ u ŋ e	
67-3			ɗ aː ʃ e	
47-3			d ɔ k ɔ l a	
869-3			ɗ ʊː l a	
57-3			k aː g u	
303-3			g a s ʔ i a	
443-3			g e r a	
884-3			g u n d i	
166-3			g u n d i	
918-3			a b ɛ r e	
831-3			h aː ʃ a	
616-3			b iː e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ h ɔ l u	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
468-4				l a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d g g i
95-4				b ɛ ɗ i
105-4				b ɪ n i
510-4				b o ʃ a
951-4				m b ə m a r e
1116-4				m b ə m a
149-4				ɓ u ɗ ʔ i
376-4				ɓ ə l i
815-4				g o r a
453-4				ɗ u ŋ e
67-4				ɗ aː ʃ e
47-4				ɗ o k o l ɛ
869-4				ɗ uː l a
57-4				k aː g u
303-4				g a s ʔ i a
443-4				g r r a
884-4				g u n d i
166-4				g u n d i
918-4				a b a r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ a l e
346-4				h u h u l u
601-4				s i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
