COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	n ɔ ⁵⁵								
495-1	n ə ŋ ³¹								
838-1	k ʐ ə ŋ ⁵⁵								
438-1	tɕ a ʔ ⁵⁵								
334-1	l ə ʔ ⁵⁵								
360-1	l ə ŋ ³¹								
394-1	n tɕ a ³¹								
221-1	ʐ a p ⁵⁵								
202-1	k ə ³¹								
935-1	pʰ o ³¹								
93-1	tɕ ə ³¹								
7-1	tɕ ə ŋ ³¹								
664-1	tɕ ə ŋ ⁵⁵								
246-1	k tɕ a ʔ ⁵⁵								
547-1	k ʐ ə ʔ ⁵⁵								
555-1	tɕ a m ⁵⁵								
464-1	n ɔ ³¹								
119-1	p tɕ ə ŋ ⁵⁵								
835-1	kʰ n a p ⁵⁵								
79-1	ʈʂ tɕ a ʔ ³¹								
693-1	n ə ŋ ³¹								
477-1	n a p ⁵⁵								
891-1	t ə ŋ ³¹ ⁵⁵								
528-1	k a o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə ŋ ³¹								
217-1	ʐ a p ⁵⁵								
896-1	ʂ u t ⁵⁵								
452-1	k ʐ u ʔ ⁵⁵								
580-1	kʰ ʐ u ʔ ⁵⁵								
833-1	n ɔ ŋ ⁵⁵								
390-1	n w a ŋ ³¹								
696-1	n ʐ a ŋ ⁵⁵								
86-1	t ə ŋ ³¹								
384-1	l a ŋ ³¹								
61-1	ʂ a m ⁵⁵								
536-1	k ʂ a ʔ ⁵⁵								
731-1	ʂ ə ʔ ⁵⁵								
779-1	pʰ a ⁵⁵								
589-1	ʂ ə ŋ ⁵⁵								
658-1	tɕ a m ⁵⁵								
456-1	tɕ a ŋ ³¹								
183-1	k ʐ a ⁵⁵								
785-1	k ɔ ³¹								
714-1	ʂ a ŋ ⁵⁵								
331-1	l ɔ ³¹								
930-1	ʂ a ʔ ⁵⁵								
161-1	k tɕ a ŋ ⁵⁵								
814-1	x ʐ a ŋ ³¹								
179-1	k ʐ a ʔ ⁵⁵								
194-1	k ʐ o ʔ ⁵⁵								
727-1	ʂ a ŋ ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	tɕ a m ⁵⁵								
53-1	ʂ ə m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə ʔ ⁵⁵								
29-1	p ɔ ⁵⁵								
316-1	ʈʂ tɕ a ʔ ⁵⁵								
389-1	k ʐ w a ŋ ⁵⁵								
118-1	k ɔ ʔ ³¹								
312-1	k tɕ o ³¹								
490-1	n tɕ a ŋ ³¹ ⁵⁵								
436-1	tɕ a ʔ ³¹								
927-1	n ə ŋ ⁵⁵								
383-1	k ɔ ʔ ⁵⁵								
211-1	tɕ a m ⁵⁵								
873-1	l ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	n ɔ ³¹								
595-1	ʈʂ tɕ a ŋ ³¹								
660-1	ʂ a p ⁵⁵								
642-1	ʂ ə ŋ ³¹								
257-1	tɕ a m ⁵⁵								
167-1	k tɕ a ³¹								
