COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a a a a									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	s a l a									
2828-1	i i a a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a a a a a									
3207-1	β u l a									
3519-1	t ʊ m a									
3686-1	i i m m a									
4249-1	k u m i									
4451-1	β i s i									
448-1	n u n i a									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ ɔ m ɛ a									
1216-1	g a β a a									
1228-1	m w a									
1418-1	n i m a a									
1475-1	g w a									
2026-1	t w ɛ a									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i β m a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	n ʊ g u									
116-1	f i k a									
181-1	g ɔ g g ɔ									
419-1	l ɔ g a									
587-1	ɔ a a ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a ɛ a a									
1396-1	s ɔ β u									
1430-1	i s ɔ									
1666-1	t a n ɔ									
1767-1	d ɔ d ɔ									
1906-1	i g g i l a									
2177-1	g g a a									
2286-1	l a									
2317-1	f u f a									
2419-1	s ɛ k a									
2750-1	ɛ z i									
3018-1	n i l a									
3275-1	k a a a a									
3441-1	s a g a a a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m ɛ l									
3885-1	t u m ɔ									
3981-1	i m a a									
4192-1	β i m m a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i ɔ ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	g w l w									
459-1	l ʊ m a									
508-1	f ɔ f u									
528-1	β i l i									
575-1	t a a									
871-1	t a ɔ a									
2689-2		n a m a								
893-2		a n a a								
1303-2		a o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a a a a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i i m a a								
4249-2		k u m i								
4451-2		v i s i								
448-2		u o n a								
630-2		v e e l e								
814-2		a o o m e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i w v a								
4373-2		l i m i								
4384-2		i n o								
84-2		t u o								
116-2		w i k a								
419-2		l o g a								
587-2		o a a o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		n a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i a k i l								
2419-2		s e k a								
2750-2		e e s i								
3441-2		s a e k a								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		w i m m a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		n a m a								
43-2		s i m u								
93-2		k o n o								
459-2		l u m a								
2689-3			n a m a							
893-3			a a a							
1285-3			n w a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			i i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a k k l							
3207-3			f u l a							
3519-3			r u m a							
3686-3			i m m m							
4249-3			x u m i							
4451-3			β i s i							
448-3			n o n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o k k o							
419-3			l o k a							
587-3			o k k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n n							
1396-3			s o β u							
1666-3			r a n o							
1767-3			tʰ o i o							
1906-3			i k k i l a							
2177-3			k k a a							
2286-3			l a							
2317-3			f u f a							
2750-3			e s i							
3275-3			x a a n							
3464-3			β o n a							
3639-3			tʰ e r e m e l							
3981-3			i m a							
4192-3			β i i m a a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			r a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			k a l w a							
508-3			b o f u							
528-3			β i l i							
2689-4				ɲ a m a						
893-4				a n a						
1285-4				ɲ ɛ a						
3572-4				t ɔ n e						
1755-4				n						
1789-4				a s l a a g a						
3686-4				i a a						
4451-4				b e t e						
1216-4				a a b a						
4003-4				i b a						
419-4				l ɔ a a						
1122-4				b e n a						
1430-4				i dʒ ɔ						
1666-4				r s n i						
1767-4				k ɔ a ɔ						
55-4				ɲ a a a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w					
1303-5					a o m					
2197-5					s a l					
2828-5					ʃ i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l					
3519-5					t u m a					
3686-5					i i m a					
4249-5					k u m i					
448-5					d u n i					
630-5					β e e e e					
814-5					g o m β p e					
1228-5					p w					
1418-5					ʃ i m a					
2026-5					t w e					
2775-5					β u m β a					
3397-5					β o l					
3826-5					s o k					
4040-5					a e n i					
4373-5					l i m i					
4384-5					i d o					
84-5					o u u					
116-5					s i k a					
