COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1859-1	ŋ ɛ															
175-1	g a															
241-1	ʔ u ʔ															
2163-1	kʰ u n															
2181-1	n ă m															
2060-1	ʔ ɨ m															
410-1	d ai̯															
1841-1	m j															
2017-1	h e															
1004-1	p															
614-1	b ou̯ h															
686-1	b l e															
88-1	k au̯ ʔ															
872-1	n ɨ ŋ															
1891-1	d p															
68-1	s ɨi̯ m															
631-1	b ɨ r															
594-1	g p															
1759-1	h a ɲ															
805-1	g ɨ ɲ															
756-1	h ɨ k															
1201-1	m ɛ ʔ															
2042-1	ʔ p															
1968-1	d ă ʔ															
2000-1	o p ŋ															
17-1	b ă t															
4-1	ŋ ə m															
788-1	d ɛ															
1219-1	h ɨi̯ m															
141-1	ʔ p ŋ															
541-1	b r j a ŋ															
1687-1	h u r															
123-1	ŋ p m															
1652-1	c ɨ ɲ															
576-1	ŋ ɔ r															
1738-1	d ă g															
442-1	h o m															
368-1	d j a ŋ															
1778-1	p ă t															
957-1	n ă p															
1704-1	ʔ ɨi̯ ʔ															
304-1	j ă m															
1796-1	c ɔ ŋ															
720-1	t ai̯ h															
287-1	g j p b															
321-1	g o h															
206-1	d ou̯ ʔ															
1950-1	ʔ l															
665-1	ŋ o n															
703-1	n ou̯ ʔ															
1290-1	m ai̯															
1391-1	k ă ʔ															
269-1	g ă ʔ															
855-1	c ă n															
2078-1	s e															
2213-1	m ɛ															
1858-1	s a															
1151-1	g j a n															
737-1	p r d															
1859-2		ŋ ai̯														
175-2		g a														
241-2		ʔ uː ʔ														
2163-2		kʰ uː n														
2181-2		n a m														
2060-2		ʔ ɨː m														
410-2		d aːi̯														
1841-2		m aː														
2017-2		h ɔːi̯														
1004-2		aː														
614-2		b o h														
686-2		b l ɔːi̯														
88-2		g ɔ k														
872-2		n ɨ ŋ														
1891-2		d aː														
68-2		s i m														
631-2		ɓ ɨ n														
594-2		g aː														
1759-2		h a n														
805-2		g ɨ n														
756-2		h ɨ k														
1201-2		m ɨː dʑ														
2042-2		ʔ aː														
1968-2		d a ʔ														
2000-2		o aː ŋ														
17-2		b a d														
4-2		n eː m														
788-2		d ai̯														
1219-2		h i m														
141-2		ʔ aː ŋ														
541-2		ɓ ɣ j a ŋ														
1687-2		h uː ɣ														
123-2		n aː m														
1652-2		dʑ i n														
576-2		ŋ ɔ l														
1738-2		d a g														
442-2		h oː m														
368-2		d j a ŋ														
1778-2		ɓ a d														
957-2		n a p														
1704-2		ʔ i ʔ														
304-2		j a m														
1796-2		dʑ a ŋ														
720-2		d aːi̯ h														
287-2		g ə ɓ ɓ														
321-2		g o h														
206-2		d o k														
1950-2		ʔ ɨː ai̯														
665-2		n au̯ n														
703-2		n o k														
1290-2		m aːi̯														
1391-2		g a ʔ														
269-2		g a ʔ														
855-2		dʑ a n														
2078-2		s i n														
2213-2		m ai̯														
1859-3			ŋ aːi̯													
175-3			k a													
241-3			ʔ uː t													
2163-3			kʰ uː r													
2181-3			n a m													
2060-3			ʔ ɨː m													
410-3			ɗ ai̯													
1841-3			m j													
2017-3			h e													
1004-3			aː													
614-3			b o h													
686-3			b l e													
88-3			k a ʔ													
872-3			n ɨː ŋ													
1891-3			ɗ aː													
68-3			s iː m													
631-3			b ɨː r													
594-3			k aː													
1759-3			h a ɲ													
805-3			k ɨː ŋ													
756-3			h ɨː k													
1201-3			m ɨː ʔ													
2042-3			ʔ aː													
1968-3			ɗ a ʔ													
2000-3			ɔː aː ŋ													
17-3			f a d													
4-3			ŋ ɨː m													
788-3			ɗ aːi̯													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h uː r													
123-3			ŋ aː m													
1652-3			dʑ iː ŋ													
576-3			ŋ a r													
1738-3			ɗ a k													
442-3			h ɔː m													
368-3			ɗ j a ŋ													
1778-3			b a d													
957-3			n a b													
1704-3			ʔ iː ʔ													
304-3			j a m													
1796-3			dʑ ɔːi̯ ŋ													
720-3			d aːi̯ h													
287-3			k j b b													
321-3			k ə h													
206-3			ɗ o ʔ													
1950-3			ʔ ɨː ai̯													
665-3			ŋ ɨː n													
703-3			n o ʔ													
1290-3			m ai̯													
1391-3			k a d													
269-3			k a d													
855-3			dʑ a n													
2078-3			s i													
2213-3			m aːi̯													
1858-3			s a													
1151-3			k j a r													
737-3			b ə d													
1859-4				ŋ ai̯												
175-4				k a												
241-4				ʔ uː ʔ												
2163-4				uː uː ai̯												
2181-4				n a m												
2060-4				ʔ ɨ m												
410-4				t aːi̯												
1841-4				m aːu̯												
2017-4				h iː												
1004-4				aː												
614-4				p o h												
686-4				p l iː												
88-4				g ai̯ k												
872-4				n ɨ ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p ɨ n												
594-4				k aː												
1759-4				h a n												
805-4				k iː n												
756-4				h ɨ k												
1201-4				m ai̯ dʑ												
2042-4				ʔ aː												
1968-4				t a ʔ												
2000-4				ɔː aː ŋ												
17-4				p a d												
4-4				ŋ o m												
788-4				t ai̯												
1219-4				h iː m												
141-4				ʔ aː ŋ												
541-4				p ai̯ j ə ŋ												
1687-4				h uː ai̯												
123-4				ŋ aː m												
1652-4				dʑ iː n												
576-4				ŋ o ai̯												
1738-4				t a g												
442-4				h ɔː m												
368-4				t j ə ŋ												
1778-4				p a d												
957-4				n a p												
1704-4				ʔ iː ʔ												
304-4				j a m												
1796-4				dʑ o ŋ												
720-4				d aːi̯ h												
287-4				k j p p												
321-4				k o h												
206-4				t o k												
1950-4				ʔ l												
665-4				ŋ ɔː n												
703-4				n o k												
1290-4				m aːi̯												
1391-4				g a d												
269-4				k a d												
855-4				dʑ a n												
2078-4				s iː												
2213-4				m ai̯												
1858-4				s a												
1151-4				k j ə n												
737-4				p aː t												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ uː ʔ											
2163-5					kʰ uː r											
2181-5					n ɨ m											
2060-5					ʔ ɨː m											
410-5					ɗ aːi̯											
1841-5					m aː											
2017-5					h ei̯											
1004-5					aː											
614-5					tʰ əː h											
686-5					b l ei̯											
88-5					k a ʔ											
872-5					n ɨː ŋ											
1891-5					ɗ aː											
68-5					s i m											
631-5					b ɨː r											
594-5					k aː											
1759-5					h a ŋ											
805-5					k ɨ ŋ											
756-5					h ɨː k											
1201-5					m əː ʔ											
2042-5					ʔ aː											
1968-5					ɗ a ʔ											
2000-5					aː ŋ											
17-5					f ɨ ʔ											
4-5					ŋ əː m											
