COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2007	j	j̃														
5715								k ɛ r ɔ	i r e			g i r̃ i	g i n ɛ			g ɛ r̃ ɛ
3159				j a ŋ a					j ɛ l ɛ				j ɛ			j ɛ n ɛ
432					k a n i	k a n				k a n	k a n				k a n	k a r̃ a
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
4986				j ɔ r ɔː n iː					j ɔ r ɔ	j o			j u l ɔ			
2862	dʒ ɛ									dʒ ɛ					dʒ ɛ	
3072				dʒ ɛ ɲ ɛ									dʒ e ɲː e			g e ɲ ɛ
1988	m̩ b u n d o		p u n d e		p u n d e			p u n d u								
4294		j ɔ ɣ ɔ					j ɔ g ɔ				j o					
1722		uː j i					uː j i									
1023	j e					j ɛ					j o		j e	j		
652									b i j̃ ɛ			b i j ɛ		b i w		
4821	k u	k u		k i					k u			k u				
2374				ɔ j ɔ					ɔ j ɔ							
4539													b ɔ d ɔ	b ɔ s u		b ɔ dʒ ɔ
246									n ɔː						n ɔ	
5738										i n dʒ e					i n dʒ u	
2392	n̩ d o s u	l o s u					l o s i		l o s u					l o s u	n o z u	
768									w o s o							w o dʒ o
2866					g j ɛː			g i j ɛ								
3358				ɲ aː	ɲ aː		ɲ aː	ɲ aː								
743			j a b e					j a j e			j a j o					
1238				i dʒ u					i ʃ u			i s i	i s e			i dʒ u
4867				l uː r o								l uː r o				
4925										w a r a					w a d a	
3851										a b ɛ			a b i j ɛ		ɔ b i j ɛ	a b ɛː
829		tʃ e l eː							k e l e							
1204	k e r i	k e r i					k e r i			g e r iː						
4280					j a g a r a	j a g a dʒ a					j a g a r a		j a g a r u			
4154		k uː								gʷ ãː						
3683	tʃ i r̃ e	tʃ i r̃ i		tʃ i r̃ e						tʃ i n e				tʃ i r̃ o		
5232									b ɛ n ɛ			b ɛ n ɛ				b o n iː
596				s aː m a								s ɔ m u				
4647	ei															ɛː
2517					d ɔ ŋ g a							d o g u	t u g o			
616						ɔ n dʒ ɛ				ɔ n d u	u n dʒ o					
3979				s u r̃ o					u s u r̃ u							
4442			t iː w ɛ			t i j ɛ					t i j ɛ		t u j o			t u j
4219	t e m b e			t ɛ m ɛ					t e m b e		t e m b e		d ɛ m b ɛ	d o m o		
179				dʒ e j									dʒ o j̃			
1916	dʒ e			dʒ ɛ											dʒ e n	
2216				j aː					j aː	j a j			j a a	j a j		j aː
3303										ɛ b ɛ			i b ɛ			i b ɛ
5963										z i b e			dʒ i b u		z i b e	dʒ i b u
96					j ɛː			j ɛ								
3640				l aː r u w a					l aː rʷ a	g a r a				l aː r a		
858													g e ɲː u		dʒ e ɲ u	
5793					ɛ m b ɛ	t e m b oː	t ɛ m b i j	ɛ m b ɛ			s o m b e					
431				k a m ɲ a												k ɛ m ɲ ɛ
5448		p ɔ t ɔ							p ɔ t ɔ		p ɔ r ɔ					
4102					k u m a ŋ g a			k u m aː ŋ g a								
4053			g i m b ɛ		g i m b ɛ	dʒ u m b ɛ					i m b ɛ					
1646				ɔ g u			ɔ g i			ɔ gː ɔ		ɔ g u	ɔ g u			ɔ g u
1825				n u w̃ o					n u w̃ o					n u w̃ ɔ		
435												k u m u ɲ u	k u m u n dʒ o			
4160						p ɛ l ɛ					ɛː l ɛ					
1476					k o l o			k u l u								
4985			s ɛː		sʷ ɛː	sʷ ɛ		sʷ ɛː								
3088		ɲ ɛ r̃ u					ɛ r̃ i		ɲ ɛ r̃ u			ɲ ɛ r̃ u		ɛ r u		
60	a r	a r														
5570				dʒ ɛ n ɛ ŋ ɛ					dʒ ɛ n i ŋ g ɛ							
1748					j̃ e	j	j e				j o		j ɛ		j̃ ɛ	
1918	m	m		m												
5319		t oː s u					t oː s i		t oː s u			t o dʒ u		t õː s u		
5450				k a m a								k a m a				k a m a
4501			d ɛ n dʒ i								n iː n dʒ i					
5391			dʒ u		dʒ õː	d iː		dʒ o m		d oː						
4151	g i m b e r e						g o m b o r o									
