COGID	1	10	2	3	4	5	6	7	8	9
2689-1	p l m a									
893-1	l a a a									
1285-1	p j a									
1303-1	s ɔ m a a									
2197-1	s a a a									
2828-1	p i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	k m									
1789-1	k a a a ɔ g a a									
3207-1	β ʊ l a									
3519-1	k u m a									
3686-1	k m m a a									
4249-1	k u m i									
4451-1	β i s i									
448-1	k u n i									
630-1	β ɛ u u i									
814-1	s ɔ ɔ m ɛ i									
1216-1	g a m a									
1228-1	m b a									
1418-1	ʃ i m a									
1475-1	g w a									
2026-1	s w ɛ									
2775-1	β u m m a									
3397-1	β a l a									
3826-1	s ɔ a a									
4003-1	k m a a									
4040-1	g ɛ i i									
4373-1	l a m i									
4384-1	i i ɔ									
84-1	k u u ʊ									
116-1	f i g a									
181-1	g ɔ ɔ g ɔ a									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ ʊ a									
848-1	k a a a									
1083-1	l i l a a									
1122-1	f i i a									
1159-1	a									
1350-1	l j a									
1374-1	n a a n m									
1396-1	s ɔ ɛ u									
1430-1	i s ɔ									
1666-1	s a á ɔ a									
1767-1	k ɔ ɔ ɔ									
1906-1	k ŋ g i a a									
2177-1	s g a a									
2286-1	l a a									
2317-1	β u β a a									
2419-1	s i g a									
2750-1	p ʃ i									
3018-1	ʃ i l a									
3275-1	k a a a									
3441-1	s a ŋ g a a									
3464-1	l ɔ n a									
3639-1	s ɛ z ɛ m a a									
3885-1	s u m ɔ									
3981-1	k m a a									
4192-1	f i m m a									
4260-1	s w a a									
4350-1	l ɛ i l ɔ									
43-1	k i u u a									
93-1	k ɔ ɔ ɔ									
200-1	β i									
374-1	l l a a									
459-1	l m m a									
508-1	ɔ ɔ ɔ u									
528-1	β i l a									
575-1	k a a									
871-1	s b a a a									
1137-1	s i g u									
1339-1	s w i									
1585-1	a a a a									
1712-1	p ʊ ɔ ɔ									
1872-1	p a									
2088-1	β s a									
2166-1	k u m m a									
2334-1	p i g ɔ									
2393-1	m a a									
2537-1	l ɔ ɔ ɔ									
2665-1	i i g i i									
2738-1	ɔ ɛ u u									
2872-1	k ɔ s i									
