COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ŋʰ a m a									
893-1	a ŋʰ a									
1285-1	ŋʰ w a									
1303-1	g ɔ m a									
2197-1	s á l a									
2828-1	z i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	ŋʰ ɛ									
1789-1	k a l a ŋ g a									
3207-1	f ʊ l a									
3519-1	t ʊ m a									
3686-1	j i m b a									
4249-1	k ʊ m i									
4451-1	β i s ʊ									
448-1	ʊ ʊ ŋʰ á ŋʰ i									
630-1	β ɛ l ɛ									
814-1	ɔ m b ɛ									
1216-1	k a β a									
1228-1	b w a									
1418-1	s i m i s j a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β u m b a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	j β a									
4040-1	g ɛ n i									
4373-1	z i m i									
4384-1	i ŋʰ ɔ									
84-1	s ʊ g ʊ l ʊ									
116-1	f i k a									
181-1	g ɔ ɔ ŋ g a									
419-1	l ɔ g a									
587-1	ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	b i ŋʰ a									
1159-1	n a									
1350-1	l j a									
1374-1	n s a n ɛ									
1396-1	z ɔ f ʊ									
1430-1	i s ɔ									
1666-1	t á n ɔ									
1767-1	g ɔ k ɔ									
1906-1	ʊ ŋ g i l a									
2177-1	g á h i									
2286-1	l a									
2317-1	β ʊ f a									
2419-1	s ɛ k a									
2750-1	a s i									
3018-1	z i l a									
3275-1	k á ŋʰ a									
3441-1	s a a ŋ g a									
3464-1	β ɔ ŋʰ a									
3639-1	t ɛ t ɛ m a l a									
3885-1	s u m ɔ									
3981-1	i m a ŋʰ a									
4192-1	β i m b a									
4260-1	s w a									
4350-1	l ɛ l ɔ									
43-1	z i m ʊ ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	dʒ l a w a									
459-1	l ʊ m a									
508-1	p ɔ f ʊ									
528-1	β i l i									
575-1	t a									
871-1	t a á m a									
1137-1	s i g ʊ									
1339-1	t w ɛ									
1585-1	a l a									
1712-1	f u l ɔ									
1872-1	p a									
2088-1	β i k a									
2166-1	ɲ u m b a									
2334-1	β i g ɔ									
2393-1	m ɛ n a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ g i									
2738-1	β ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	t i k ʊ									
2997-1	g a n s a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l l ɛ l ɛ									
4028-1	w ɛ									
4137-1	m i l a									
4238-1	s ɔ s i									
4316-1	t a t ʊ									
4429-1	a s a									
4440-1	β i l i									
4485-1	s ʊ									
4574-1	β β a a l a									
4688-1	w ɛ w ɛ									
143-1	β ʊ									
240-1	ɔ g a									
388-1	p a n ʊ m a									
401-1	d a									
599-1	t a m b i									
649-1	l ɛ ɛ t a									
755-1	g u l a									
836-1	s u u m b i									
969-1	s a									
994-1	t ɛ l ɛ k a									
1006-1	n i g u									
1032-1	k ɔ l ɔ l a									
1043-1	β á l a									
1110-1	t ɛ m a									
1263-1	t á h a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l									
1362-1	g i									
1606-1	ɔ t ɔ									
1617-1	d i k ɔ									
1629-1	k l ʊ									
1744-1	i β a									
1895-1	s a									
1917-1	β ʊ m a									
1969-1	a m a									
1989-1	s a g a									
2037-1	k a t a									
2128-1	ɛ m β ɛ									
2186-1	g a n a									
2483-1	ʊ l ʊ ʊ									
2592-1	l ɔ l a									
2615-1	d a									
2700-1	g a ŋ g a									
2784-1	g ʊ l ʊ									
2797-1	l ɔ m u									
2884-1	m p j a									
2904-1	g ɛ n d a									
2972-1	s ɛ									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u t a									
3261-1	t ɛ t ɛ									
3364-1	s ɔ t a									
3385-1	s i									
3419-1	t ɛ									
3430-1	ʊ n ʊ									
3583-1	n ɔ l a									
3664-1	β ɛ k a									
3706-1	t a n d á t ʊ									
3756-1	s i n s a									
3837-1	h ɔ l ɔ m a									
3865-1	s á s ɛ									
4406-1	t i									
4530-1	l ʊ k a									
4552-1	i n s i									
4621-1	a n ʊ									
2689-2		n a m a								
893-2		a n a								
1303-2		ŋ oː m a								
2197-2		t a l a								
2828-2		s i n a								
3572-2		s oː n i								
1095-2		l i m a								
1789-2		k a l a ŋ g a								
3207-2		a u l a								
3519-2		t u m a								
3686-2		s i m b a								
4249-2		g u m i								
4451-2		v i s u								
448-2		n u n a n i								
630-2		b e l e								
814-2		g oː m b e								
1216-2		g a v a								
1228-2		b w a a								
1418-2		s i m i s j a								
1475-2		g w a								
2026-2		t w e								
3826-2		s oː o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		s l u u								
116-2		v i k a								
419-2		l o k a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		ŋ a l a								
1122-2		a i n a								
1159-2		ɲ a								
1350-2		l j a a								
1374-2		n a a n e								
1906-2		iː ŋ g i l a								
2419-2		s e k a								
2750-2		e s i								
3441-2		s e a ŋ g a								
3464-2		w o n a								
3639-2		n e t e m a								
3981-2		e m a								
4192-2		v i m b a								
4350-2		l e e l o								
278-2		v a								
3971-2		g a m a								
55-2		e a m a								
43-2		d i m u								
93-2		g o n o								
459-2		l u m a								
1137-2		s i g u								
1585-2		a tʃ a l a								
1872-2		p a								
2166-2		ɲ u m b a								
2872-2		k o s i								
2997-2		k a s a								
3075-2		g u l u b e								
3675-2		l w i a l e								
4137-2		m i l a								
4238-2		s o s i i								
4316-2		t a t u								
4574-2		f w a a l a								
3067-2		n t u								
3531-2		a n e g a								
1033-2		ŋ o s o l a								
3185-2		v e k a								
794-2		v e g a								
143-2		v u u								
240-2		o g a								
388-2		ɲ u m a								
599-2		t a á m b i								
969-2		i a								
994-2		d e tʃ l a								
1606-2		o t o								
1629-2		l v i								
1895-2		dʒ a								
2592-2		w o l a								
2884-2		p j a								
3148-2		i t a								
3261-2		d e t e								
3583-2		ɲ o a l a								
3837-2		l o l o m a								
4621-2		ɲ i								
1929-2		b u s i								
3940-2		p a l a								
860-2		v i ŋ g a								
2057-2		t i m a								
552-2		a u p a								
959-2		p e p o								
1495-2		v u t a								
2689-3			ɲ a x a							
893-3			a n a							
1285-3			n w a							
1303-3			k o x a							
2197-3			s a l a							
2828-3			l a							
3572-3			s u							
1095-3			l x x a							
1755-3			e							
1789-3			k a l a ŋ g a							
3207-3			w u l a							
3519-3			r u m a							
3686-3			j m b a							
4249-3			x u x							
4451-3			β s u							
448-3			n u n							
630-3			β i l i i							
1216-3			k a β a ɲ a							
1228-3			b w a a							
1418-3			s x a							
1475-3			k w a							
3397-3			β o l a							
4003-3			j b a							
4040-3			k e n i							
4373-3			l x							
4384-3			n o							
181-3			k o ŋ g o							
