COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a á m a									
893-1	a n a									
1285-1	n w a a									
1303-1	g ɔ m a									
2197-1	d a l a									
2828-1	i n a									
3572-1	dʒ ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	g a l a g a									
3207-1	β ʊ l a									
3519-1	d ʊ m a									
3686-1	i m b a									
4249-1	k ʊ m i									
4451-1	β i z i									
448-1	n ɔ n i									
630-1	β ɛ l ɛ									
814-1	g ɔ ɔ m b ɛ									
1216-1	g a β a									
1228-1	b w a									
1418-1	z i m a									
1475-1	g w a									
2026-1	d w i									
2775-1	β u m b a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s u g u									
116-1	f i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l g a									
587-1	ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a n ɛ a									
1396-1	z ɔ f ʊ									
1430-1	i n s ɔ									
1666-1	d a n ɔ									
1767-1	g ɔ g ɔ									
1906-1	i n z i l a									
2177-1	ŋ g a h i									
2286-1	l a									
2317-1	f ʊ f a									
2419-1	s ɛ ɛ k a									
2750-1	ɛ z i									
3018-1	z i l a									
3275-1	k a n a									
3441-1	s a ɛ ŋ g a									
3464-1	β ɔ n a									
3639-1	d ɛ d ɛ m a									
3885-1	s u m ɔ									
3981-1	i m a									
4192-1	f i m b a									
4260-1	z w a									
4350-1	l ɛ ɛ l ɔ									
43-1	i m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l a l w a									
459-1	l u m a									
508-1	p ɔ f ʊ									
528-1	β i l i									
575-1	t a									
871-1	d a m a									
1137-1	z i g ʊ									
1339-1	t w i									
1585-1	a l a									
1712-1	f ʊ l ɔ									
1872-1	p a									
2088-1	β i k a									
2166-1	n u m b a									
2334-1	p i g ɔ									
2393-1	m ɛ a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ g i									
2738-1	β ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	d i k ʊ									
2997-1	g a n z a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l w a ɛ l ɛ									
4028-1	β w ɛ									
4137-1	m i l a									
4238-1	i s ɔ z i									
4316-1	d a t ʊ									
4429-1	p a z a									
4440-1	β i l i									
4485-1	s ʊ̀									
4574-1	f a l a									
4688-1	w ɛ ɛ									
143-1	β ʊ									
240-1	ɔ g a									
388-1	p u m a									
401-1	d a a									
2689-2		n a a m a								
893-2		a n a								
1303-2		ŋ g o m a								
2197-2		t a l a								
2828-2		s i n a								
3572-2		s u n i								
1095-2		l i m a								
1789-2		g a l a a ŋ g a								
3207-2		a u l a								
3519-2		t u m a								
3686-2		s i m v a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u n i								
630-2		v e l e								
814-2		ŋ g o m b e								
1216-2		g a v a								
1228-2		b w a								
1418-2		t i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		s u l u								
116-2		w i k a								
419-2		l g a o								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		ŋ a l a								
1122-2		w u n a								
1159-2		ɲ a								
1350-2		m j a								
1374-2		n a a n e								
1906-2		iː ŋ g i l a								
2419-2		s e k a								
2750-2		e e s i								
3441-2		s e e ŋ g a								
3464-2		w o n a								
3639-2		t e t e m a l a								
3981-2		i m a								
4192-2		v i m b a								
4350-2		l e l o o								
278-2		v a								
3971-2		g a m a								
55-2		n a m a								
43-2		d i m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s i g u								
1585-2		a l a								
1872-2		p a								
2166-2		u m b a								
2872-2		k o s i								
2997-2		k a n s a								
3075-2		g u l u v e								
3675-2		l w e l e								
4137-2		m i l a								
4238-2		s i s i								
4316-2		t a t u								
