COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j j ŋ						
19-1	n j ʔ						
44-1	l u ʔ ⁵						
50-1	h a ŋ ³						
62-1	s a k ⁵						
70-1	b a n ³						
75-1	m j ɔ ʔ						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ u ⁵						
122-1	m j u ʔ ³¹						
127-1	kʰ j i						
132-1	w a ʔ ⁵						
133-1	n ɔ ⁵						
135-1	n au ⁵						
142-1	d z i ³						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b u ⁵						
183-1	ʔ a ⁵						
184-1	n u ʔ ʔ						
185-1	tsʰ a m						
189-1	m j ɔ ʔ						
192-1	n ɔ ³						
195-1	n a ⁵						
200-1	k a n						
216-1	s a ŋ ⁵						
218-1	l ɔ ʔ ³						
225-1	s a ŋ ⁵						
235-1	kʰ j ⁵						
244-1	s w i						
253-1	m j ³¹						
270-1	m i ³						
278-1	m j ŋ ŋ						
279-1	j a ³						
285-1	j a m ³						
308-1	d j a						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ						
347-1	ʃ u ʔ ⁵						
362-1	j i ³						
391-1	j a p ⁵						
394-1	m ɔ ʔ ³						
397-1	tʃʰ i ⁵						
443-1	n j ɔ p ⁵						
460-1	s a t ³						
463-1	j i ³¹						
464-1	j u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u k						
481-1	tsʰ a ³						
494-1	k j ⁵						
496-1	h j ŋ ŋ						
516-1	w a ³						
522-1	n ɔ ʔ ⁵						
523-1	pʰ j u ³¹						
524-1	n a ³¹						
540-1	kʰ ɔ ⁵						
3-1	b j i						
6-1	k a						
7-1	dʒ u m						
20-1	n a p ³						
51-1	ŋ a a						
64-1	g u ŋ ³¹						
65-1	k u ʔ ³						
66-1	d z u						
71-1	ʃ i ⁵						
72-1	ʔ a						
76-1	w ɔ ³						
77-1	m j ʔ ⁵						
78-1	m ɔ ³¹						
82-1	pʰ j ŋ ³						
87-1	ŋ ɔ ʔ						
93-1	l a m						
94-1	m j a						
100-1	s w n ⁵						
116-1	l a ⁵						
119-1	w a ³						
124-1	b j u ³						
136-1	l i ⁵						
137-1	kʰ j ɔ ʔ						
144-1	s w t ʔ						
145-1	d u ŋ ³						
146-1	m au t						
150-1	k j ɔ ʔ						
154-1	m j ⁵						
165-1	g j a						
166-1	pʰ j ɔ ³¹						
169-1	k j a ŋ						
170-1	b j ɔ ⁵						
171-1	j a ŋ						
174-1	l a m						
181-1	m j ɔ ʔ ⁵						
193-1	b a ⁵						
205-1	n a t						
206-1	m w a ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l u m ³						
217-1	j u ³¹						
224-1	n j au ⁵ ³						
228-1	b au ŋ						
238-1	j ɔ ³						
241-1	ʃ u ⁵						
246-1	k j a ⁵						
256-1	ʔ a						
257-1	pʰ ə ʔ						
272-1	m ɔ ⁵						
273-1	ʔ a ⁵						
274-1	m a ŋ						
286-1	kʰ a m						
289-1	kʰ u ŋ ³¹						
294-1	ʔ u ⁵						
301-1	j ɔ ʔ ⁵						
306-1	kʰ j u p ⁵⁴						
307-1	ŋ a p ⁵						
321-1	tʰ a ŋ						
331-1	m j j						
332-1	l a m ³						
335-1	g j ɔ ³						
336-1	n a m ³¹						
340-1	ŋ au ³¹						
342-1	m j u ʔ						
360-1	dʒ u p ⁵						
376-1	s a ³						
389-1	n j k ⁵						
395-1	n u ʔ						
401-1	ʃ ei ³						
404-1	d a̰u u ŋ ³						
408-1	d u ³¹						
409-1	l ɔ ³¹						
413-1	d u n n						
421-1	n j u t						
425-1	b j ⁵						
430-1	tʃʰ i ⁵						
442-1	d u ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ⁵						
458-1	ʃ a ⁵						
469-1	kʰ au ⁵						
470-1	d a ⁵						
475-1	ŋ u ³						
477-1	n j ɛ t						
478-1	ʃ i t ⁵						
480-1	g au ⁵						
485-1	m j ɔ ³						
495-1	ŋ j ³¹						
499-1	m j a ŋ						
500-1	n j m						
501-1	tʰ u ³						
506-1	dʒ a p ³¹						
507-1	n a ʔ ⁵						
509-1	l a ŋ ⁵						
510-1	b j a ŋ						
511-1	l ɔ ʔ ⁵						
521-1	h a ŋ						
525-1	n j au ŋ						
538-1	tʃʰ w a						
539-1	dʒ j ŋ						
544-1	k j u ʔ ⁵⁴						
550-1	tʰ ɔ ʔ ⁵						
562-1	m j u ŋ						
568-1	g ai ŋ						
2-1	kʰ u ŋ ³¹						
11-1	s a ŋ						
12-1	j ɔ ŋ						
22-1	g u ŋ						
28-1	b a ³¹						
29-1	tʰ u ʔ ⁵						
30-1	w a ŋ ³¹						
35-1	l a ŋ ³¹						
38-1	dʒ u ⁵						
42-1	pʰ ṵ ⁵						
46-1	tʃʰ j ³¹						
52-1	d ɔ ʔ ⁵						
55-1	b a m ³¹						
69-1	h u ʔ ⁵						
79-1	k j m m						
83-1	tʃʰ w ³						
86-1	j a ʔ						
89-1	s a ŋ ³						
90-1	pʰ ɔ ʔ						
91-1	ʔ w n ³						
92-1	kʰ a t						
106-1	g u ʔ ³¹						
120-1	dʒ a ³						
125-1	k a ŋ ³¹						
148-1	d a ŋ ³						
173-1	pʰ a t						
179-1	ʔ a ⁵						
186-1	ŋ j ³						
187-1	l a ŋ ³						
197-1	n a t ⁵						
209-1	kʰ u ŋ ³¹						
210-1	j ɛ m ³						
211-1	d au ³¹						
213-1	n i k ⁵						
215-1	dʒ w t ʔ						
220-1	tʰ u ŋ ⁵						
237-1	ʃ a ³						
239-1	n a m ³¹						
242-1	tsʰ u ³¹						
248-1	kʰ j ʔ						
255-1	b j u						
271-1	tʃʰ w i						
275-1	n u ŋ						
277-1	tʃʰ a ŋ						
295-1	kʰ u ʔ						
302-1	tsʰ ɔ						
309-1	l ɔ ʔ ³						
312-1	ʔ au ³						
313-1	m a a ³						
314-1	tsʰ a m ³						
315-1	tʃʰ a ŋ						
330-1	l a ⁵						
333-1	ʃ a m ³						
338-1	m j ɔ ʔ ⁵						
346-1	ʃ a t ⁵						
