COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m j ⁵						
4-1	l a ³						
18-1	n j ɛ n						
19-1	n ɛ ³						
44-1	l u ʔ ³						
50-1	h u ŋ ³						
62-1	s ai k ⁵⁴						
70-1	b a n ³						
75-1	n j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ³¹						
127-1	kʰ w ɛ ³						
132-1	w ɔ ʔ ⁴³						
133-1	n u ³						
135-1	n u ŋ						
142-1	d j ɛ ³¹						
143-1	ŋ j ʔ ⁵						
149-1	d ṵ ³						
152-1	ŋ a ³						
157-1	pʰ ɔ ³						
183-1	ʔ u ³						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ						
192-1	n ɔ̰ ³¹ ³						
195-1	n a ³						
200-1	kʰ a ɛ ³						
216-1	s a ŋ ³						
218-1	l j ʔ ³						
225-1	s a ŋ ³						
235-1	kʰ j ei ³						
244-1	s w ɛ ³						
253-1	n j ³						
270-1	n j ³						
278-1	n j a ³ ³¹						
279-1	w a ³						
285-1	j ɔ m ³						
308-1	d j ḭ ⁵						
322-1	n j ³						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d z ɔ ³¹						
347-1	ʃ u ʔ ³						
362-1	j ei ³						
391-1	j ɔ p ⁵						
394-1	m j ʔ ⁴³						
397-1	tʃʰ ei ³						
443-1	n j ɔ p ⁵						
460-1	s a t ⁵³						
463-1	w a ³						
464-1	ʔ u ŋ ³						
473-1	s a m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	dʒ j ³						
496-1	h j a ³ ³						
516-1	w a ³						
522-1	n j ʔ ⁴³						
523-1	pʰ j u ³						
524-1	n ɛ ³						
540-1	kʰ j ⁴³						
3-1	b w ei ³						
6-1	k j ³						
7-1	dʒ ɔ m ³¹						
20-1	n a p p						
51-1	ŋ a ŋ ³						
64-1	g u ŋ ³						
65-1	kʰ u k ⁵⁴						
66-1	d z u ⁵						
71-1	ʃ i ³						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	n j ṵ ³ ³						
78-1	m j ³						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ̰ ʔ ³						
93-1	l a m ⁵						
94-1	n j ei						
100-1	s a n n						
116-1	l j ³						
119-1	w a m ³						
124-1	pʰ j u ³						
136-1	l j ei ³						
137-1	kʰ j j ɛ ³						
144-1	s a ʔ ³						
145-1	d u ŋ ³¹						
146-1	n j ʔ						
150-1	j j ɔ ʔ ³						
154-1	n j ³ ³						
165-1	kʰ j ɔ ³						
166-1	pʰ j ɔ ³¹						
169-1	k j a ŋ ³¹						
170-1	d j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	n j ɔ ʔ ⁵³						
193-1	b a ³						
205-1	n ṵ t ⁵						
206-1	m j ⁵						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l a m ³						
217-1	d u ³						
224-1	n j j ⁵ ⁵						
228-1	b au ŋ						
238-1	j au ³						
241-1	ʃ ɔ ³						
246-1	k j ɛ ³						
256-1	ʔ u ³						
257-1	pʰ ə ³						
272-1	m ɔ ⁴³						
273-1	ʔ a ³						
274-1	m a ŋ ³						
286-1	kʰ a m ³						
289-1	kʰ u ŋ ³						
294-1	ʔ ṵ ⁵ ³						
301-1	j j ʔ ⁴³						
306-1	kʰ j ɔ p ⁵³						
307-1	ŋ a p ⁵³						
321-1	tʰ a ŋ ³¹						
331-1	n j j ³						
332-1	l a m ³						
335-1	g j ɔ ³						
