ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	AchangLongchuan	p ɔ ³¹	p ɔ ³¹	2
2	ProtoBurmish	b a ²	b a ²	2
3	AchangLongchuan	p ʐ a ⁵⁵	p ʐ a ⁵⁵	6
4	Maru	p j ɛ ³¹	p j ɛ ³¹	6
5	ProtoBurmish	b r ɛ ¹	b r ɛ ¹	6
6	Bola	p ɛ ʔ ³¹	p ɛ ʔ ³¹	9
7	Maru	p ɛ ʔ ³¹	p ɛ ʔ ³¹	9
8	OldBurmese	p a k	p a k -	11
9	ProtoBurmish	b a k ⁴	b a k ⁴	11
10	Maru	p j i k ³¹	p j i k ³¹	14
11	ProtoBurmish	b j i ¹	b j i - ¹	14
12	AchangLongchuan	p i ³¹	p i - ³¹	18
13	Bola	p i ³¹	p i - ³¹	18
14	OldBurmese	p i j ⁵	p i j ⁵	18
15	ProtoBurmish	b i ²	b i - ²	18
16	Bola	p j a k ³¹	p j a k ³¹	38
17	Maru	p j a k ³¹	p j a k ³¹	38
18	ProtoBurmish	b j i k ⁴	b j i k ⁴	38
19	Bola	p j a ŋ ³⁵	p j a ŋ ³⁵	41
20	ProtoBurmish	b j i ŋ ³	b j i ŋ ³	41
21	OldBurmese	p l a ɲ ʔ	p l a ɲ ʔ -	42
22	ProtoBurmish	b l i ŋ ³	b l i ŋ - ³	42
23	AchangLongchuan	p a ⁵⁵	p a ⁵⁵	43
24	ProtoBurmish	b ɛ ¹	b ɛ ¹	43
25	Bola	p j ɛ ⁵⁵	p j ɛ ⁵⁵	44
26	Lashi	p i ³¹	p - i ³¹	44
27	ProtoBurmish	b j ɛ ¹	b j ɛ ¹	44
28	Xiandao	p a ⁵⁵	p - a ⁵⁵	44
29	AchangLongchuan	p ʐ ə ŋ ⁵⁵	p ʐ ə ŋ ⁵⁵	47
30	Maru	p j a ŋ ³¹	p j a ŋ ³¹	47
31	OldBurmese	p r a ɲ	p r a ɲ -	47
32	ProtoBurmish	b r i ŋ ¹	b r i ŋ ¹	47
33	AchangLongchuan	p au ⁵⁵	p au ⁵⁵	50
34	ProtoBurmish	b u ¹	b u ¹	50
35	Bola	p u ŋ ³¹	p u ŋ ³¹	57
36	Lashi	p u ŋ ³¹	p u ŋ ³¹	57
