ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	AchangLongchuan	p ɔ ⁵⁵	p ɔ ⁵⁵	1
2	Atsi	p o ⁵¹	p o ⁵¹	1
3	Bola	p a ⁵⁵	p a ⁵⁵	1
4	Lashi	p ɔː ³¹	p ɔː ³¹	1
5	Maru	p ɔ ³¹	p ɔ ³¹	1
6	ProtoBurmish	b a ¹	b a ¹	1
7	Xiandao	p ɔ ³¹	p ɔ ³¹	1
8	AchangLongchuan	p ɔ ³¹	p ɔ ³¹	2
9	ProtoBurmish	b a ²	b a ²	2
10	Atsi	p j o ⁵¹	p j o ⁵¹	3
11	Bola	p a ³⁵	p - a ³⁵	3
12	Lashi	p o ⁵⁵	p - o ⁵⁵	3
13	Maru	p ɔ ⁵⁵	p - ɔ ⁵⁵	3
14	ProtoBurmish	b a ³	b - a ³	3
15	Xiandao	p ɔ ³¹	p - ɔ ³¹	3
16	AchangLongchuan	p a n ⁵⁵	p a n ⁵⁵	4
17	Atsi	p a̱ n ⁵⁵	p a̱ n ⁵⁵	4
18	Bola	p ɛ̃ ⁵⁵	p ɛ̃ - ⁵⁵	4
19	Lashi	p a n ³¹	p a n ³¹	4
20	Maru	p ə ŋ ³¹	p ə ŋ ³¹	4
21	ProtoBurmish	b a n ¹	b a n ¹	4
22	Xiandao	p a n ⁵⁵	p a n ⁵⁵	4
23	AchangLongchuan	p ʐ a ⁵⁵	p ʐ a ⁵⁵	6
24	Maru	p j ɛ ³¹	p j ɛ ³¹	6
25	ProtoBurmish	b r ɛ ¹	b r ɛ ¹	6
26	Bola	p ɛ ʔ ³¹	p ɛ ʔ ³¹	9
27	Maru	p ɛ ʔ ³¹	p ɛ ʔ ³¹	9
28	AchangLongchuan	ʂ a m ⁵⁵	ʂ a m ⁵⁵	10
29	Atsi	p a t ²¹	p a t ²¹	10
30	Lashi	p aː t ³¹	p aː t ³¹	10
31	Rangoon	p ɛ ⁵⁵	p ɛ - ⁵⁵	10
32	Xiandao	p a t ⁵⁵	p a t ⁵⁵	10
33	OldBurmese	p a k	p a k -	11
34	ProtoBurmish	b a k ⁴	b a k ⁴	11
35	AchangLongchuan	p i ⁵⁵	p - i - ⁵⁵	12
36	Atsi	p j i ²¹	p j i - ²¹	12
37	Bola	p i ⁵⁵	p - i - ⁵⁵	12
38	Lashi	p i ³¹	p - i - ³¹	12
39	Maru	p i k ³¹	p - i k ³¹	12
40	ProtoBurmish	b i ¹	b - i - ¹	12
41	Rangoon	j e ²²	- j e - ²²	12
42	Xiandao	p i ⁵⁵	p - i - ⁵⁵	12
43	Maru	p j i k ³¹	p j i k ³¹	14
44	ProtoBurmish	b j i ¹	b j i - ¹	14
45	AchangLongchuan	p i ³¹	p i - ³¹	18
46	Bola	p i ³¹	p i - ³¹	18
47	OldBurmese	p i j ⁵	p i j ⁵	18
48	ProtoBurmish	b i ²	b i - ²	18
49	Atsi	p j i ²¹	p j i - ²¹	22
50	Maru	p j i k ⁵⁵	p j i k ⁵⁵	22
