ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	AchangLongchuan	p ɔ ³¹	p ɔ ³¹	2
2	ProtoBurmish	b a ²	b a ²	2
3	AchangLongchuan	p ʐ a ⁵⁵	p ʐ a ⁵⁵	6
4	Maru	p j ɛ ³¹	p j ɛ ³¹	6
5	ProtoBurmish	b r ɛ ¹	b r ɛ ¹	6
6	Bola	p ɛ ʔ ³¹	p ɛ ʔ ³¹	9
7	Maru	p ɛ ʔ ³¹	p ɛ ʔ ³¹	9
8	AchangLongchuan	ʂ a m ⁵⁵	ʂ a m ⁵⁵	10
9	Atsi	p a t ²¹	p a t ²¹	10
10	Lashi	p aː t ³¹	p aː t ³¹	10
11	Rangoon	p ɛ ⁵⁵	p ɛ - ⁵⁵	10
12	Xiandao	p a t ⁵⁵	p a t ⁵⁵	10
13	OldBurmese	p a k	p a k -	11
14	ProtoBurmish	b a k ⁴	b a k ⁴	11
15	Maru	p j i k ³¹	p j i k ³¹	14
16	ProtoBurmish	b j i ¹	b j i - ¹	14
17	AchangLongchuan	p i ³¹	p i - ³¹	18
18	Bola	p i ³¹	p i - ³¹	18
19	OldBurmese	p i j ⁵	p i j ⁵	18
20	ProtoBurmish	b i ²	b i - ²	18
21	Atsi	p j i ²¹	p j i - ²¹	22
22	Maru	p j i k ⁵⁵	p j i k ⁵⁵	22
23	ProtoBurmish	b j e ²	b j e - ²	22
24	Rangoon	p e ⁵⁵	p - e - ⁵⁵	22
25	Xiandao	p i ³¹	p - i - ³¹	22
26	Atsi	p i ŋ ⁵⁵	p i ŋ ⁵⁵	30
27	Bola	p a ŋ ³⁵	p a ŋ ³⁵	30
28	Lashi	p ə ŋ ⁵⁵	p ə ŋ ⁵⁵	30
29	Maru	p a ŋ ⁵⁵	p a ŋ ⁵⁵	30
30	ProtoBurmish	b i ŋ ³	b i ŋ ³	30
31	Bola	p j ɛ̃ ⁵⁵	p j ɛ̃ - ⁵⁵	33
32	Lashi	p j aː p ³¹	p j aː p ³¹	33
33	Maru	p j ɛ̃ ³¹	p j ɛ̃ - ³¹	33
34	OldBurmese	p j a m	p j a m -	33
35	ProtoBurmish	b j a m ¹	b j a m ¹	33
36	Bola	p j a k ³¹	p j a k ³¹	38
