COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³¹						
4-1	l u ³						
18-1	n j ɛ ŋ ³¹						
19-1	n au ʔ ³¹						
44-1	j u k ³²						
50-1	h au ŋ ³						
62-1	s ai k ³²						
70-1	d j au n ³¹						
75-1	n j au ʔ ³¹						
97-1	j a ŋ ³						
112-1	tsʰ u ³						
122-1	n j u k ³²						
127-1	kʰ au au ³						
132-1	d a au ʔ ³¹						
133-1	n au n ³						
135-1	n au ³¹						
142-1	d z au au ⁵						
143-1	n au ʔ ³¹						
149-1	h u ʔ ³¹						
152-1	n a ³¹						
157-1	b u ³						
183-1	h u ³						
184-1	n u ŋ ʔ ⁵³						
185-1	h a m ³						
189-1	n j au ʔ ³¹						
192-1	n au ³¹						
195-1	n au ³						
200-1	d au ŋ ³¹						
216-1	n au ɔ̰ ³						
218-1	l u ʔ ³¹						
225-1	s a u ³						
235-1	kʰ j au ³¹						
244-1	s ai au ³						
253-1	m au ³						
270-1	n j au ³¹						
278-1	n j au u ³						
279-1	a au ³						
285-1	d j au m ³¹						
308-1	d au au ⁵						
322-1	m au ³¹						
325-1	kʰ j au ³¹						
337-1	n j au ŋ ³¹						
341-1	d ts au ⁵						
347-1	n j au ʔ ³²						
362-1	j au ³¹						
391-1	j u p ³¹						
394-1	m ɔ ʔ ³¹						
397-1	dʒ au ³¹						
443-1	n j au t ³¹						
460-1	s au ³¹						
463-1	j au ³¹						
464-1	h u au ³						
473-1	h a m ³						
476-1	kʰ j au k ³²						
481-1	tsʰ au ³						
494-1	ɛ ³						
496-1	h j au ɔ̰ ³						
516-1	au au ³						
522-1	n au ³¹						
523-1	d j au ³¹						
524-1	n ɛ ³						
540-1	ʔ u ³						
3-1	d au ³¹						
6-1	k j ɛ ³¹						
7-1	d a ḭ ³						
20-1	n a p ³¹						
51-1	n u k ³¹						
64-1	kʰ j au ŋ ⁵						
65-1	kʰ j au k ³¹						
66-1	ts au ³						
71-1	ʃ ei ⁵						
72-1	ʔ u ³						
76-1	a ɔ ³						
77-1	n j ɛ k ³						
78-1	n au ³¹						
82-1	j au ŋ ³						
87-1	j ɔ̰ ³¹						
93-1	l a ³						
94-1	l j ḛ k ⁵³						
100-1	s w a ŋ ³						
116-1	u au ³⁴						
119-1	w a ³¹						
124-1	pʰ j au ³						
136-1	l u au ³						
137-1	kʰ j j au ³¹						
144-1	s a t ⁵⁴						
145-1	d u au ³						
146-1	n j au ⁵						
150-1	j ɔ ʔ ³¹						
154-1	l j u ɔ̰ ⁵³						
165-1	k j ɛ n ³						
166-1	d a ɔ ³						
169-1	k j u ŋ ³¹						
170-1	d j ɔ ³						
171-1	j a ŋ ³						
174-1	l u m ³¹						
181-1	n j au ʔ ³¹						
193-1	b u ³						
205-1	n a ʔ ⁵⁴						
206-1	m j au ʔ ³¹						
212-1	d j ɔ ʔ ³¹						
214-1	l ṵ m ³						
217-1	l u ³						
224-1	n j a̰ au ⁵						
228-1	b au ³						
238-1	j au ⁵						
241-1	ʃ ɔ ³						
246-1	d j ɛ ³						
256-1	h u ŋ ³						
257-1	tsʰ u ʔ ³¹						
272-1	m ɔ ³						
273-1	tsʰ a ŋ ³¹						
274-1	m a ŋ ³¹						
286-1	kʰ j a m ⁵³						
289-1	kʰ a n ³						
294-1	h a ³						
301-1	j ɔ ʔ ³¹						
306-1	j ɛ p ³¹						
307-1	tsʰ a p ³¹						
321-1	tʰ a ŋ ³						
331-1	n j ɔ̰ ⁴²						
332-1	l ṵ m ³						
335-1	g j ɔ ⁴³						
336-1	n a m ³¹						
340-1	n au ³¹						
342-1	n j a̰ au ³¹						
360-1	tʃʰ w ɔ p ³¹						
376-1	n a ʔ ³¹						
389-1	n au k ʔ ⁵²						
395-1	n ɔ ³¹						
401-1	ʃ ei ³¹						
404-1	d z u ŋ ³						
408-1	d ɔ ⁵³						
409-1	l ɔ ³¹						
413-1	d j au m ³						
421-1	n j u k ³²						
425-1	pʰ j au ³						
430-1	dʒ au ³¹						
442-1	d u ³						
447-1	tʰ u n ⁴³						
456-1	g ɔ ⁵						
458-1	h au ⁵						
469-1	kʰ j au ⁵						
470-1	d a p ³¹						
475-1	m u ⁵						
477-1	n a̰ ɔ̰ ṵ ʔ ⁵⁴						
478-1	j au ³¹						
480-1	g au ⁵						
485-1	n j ɔ̰ ³²						
495-1	n w ɛ ³¹						
499-1	n j au ŋ ³¹						
500-1	a ɔ m ⁵³						
501-1	tʰ ə ³						
506-1	au m ³¹						
507-1	n a ³¹						
509-1	l ṵ i ³						
510-1	a a ɔ̰ ³						
511-1	l ɔ ʔ ³²						
521-1	h au ³¹						
525-1	n j a̰ au ⁵						
538-1	d j au ⁵						
539-1	tʃʰ j ɛ n ³						
544-1	j au ʔ ³¹						
550-1	tʰ w au ʔ ³¹						
562-1	n j u ŋ ³						
568-1	g au ³¹						
2-1	k u ŋ ⁴³						
11-1	s ai n ³						
12-1	d j ɔ ʔ ³¹						
22-1	d u ŋ ³²						
28-1	d j ɔ ³						
29-1	t a ʔ ⁵³						
30-1	l a ŋ ³¹						
35-1	l a ŋ ³						
38-1	d z u ʔ ⁵³						
42-1	pʰ ḛ ⁵						
46-1	dʒ u ³¹						
52-1	d au ʔ ³¹						
55-1	b j ɔ m ⁵³						
69-1	h au ʔ ³²						
79-1	j ɛ̰ m ³						
83-1	tʃʰ j au ³						
86-1	j ḛ ḭ ³						
89-1	s a n ³						
90-1	d j ɔ ʔ ³¹						
91-1	d a n ³						
92-1	kʰ a ⁴						
106-1	kʰ au ⁵⁴						
120-1	ʃ ṵ ʔ ⁵²						
125-1	u ʔ ³¹						
148-1	d j a ŋ ⁵						
173-1	d a ³¹						
179-1	h u ḭ ³¹						
186-1	n a ³¹						
187-1	l a ŋ ⁵						
197-1	n ɔ̰ ʔ ⁵²						
209-1	kʰ j u ŋ ³						
210-1	h j a m ³						
211-1	t au ḭ ³¹						
213-1	n a̰ ŋ k ⁵²						
215-1	d w au ʔ ³¹						
220-1	tʰ a ŋ ³						
237-1	s ɛ ³						
239-1	n a m ³¹						
242-1	tsʰ a ³						
248-1	kʰ j ɛ m ³¹						
255-1	d j ɛ ³¹						
271-1	tʃʰ au ⁵						
275-1	n u ŋ ³¹						
277-1	tʃʰ a ŋ ⁵³						
295-1	kʰ u k ⁵⁴						
302-1	dʒ j ɛ ŋ ⁵						
309-1	l u ʔ ³¹						
312-1	au ⁵						
313-1	n w ɔ̰ ʔ ⁵²						
314-1	tsʰ a m ³						
315-1	dʒ a ŋ ³						
330-1	l ai ³						
333-1	n j a m ³¹						
338-1	n a̰ ɔ̰ ʔ ³¹						
346-1	s ɔ ⁵³						
348-1	j ɛ t ³¹						
1-2		j õ ²³					
4-2		j õ ²³					
18-2		j l õ ²³					
19-2		j õ ²³					
44-2		j õ ²³					
50-2		j õ ²³					
62-2		j õ ²³					
70-2		õ ²³					
75-2		m j õ ²³					
97-2		j õ ²³					
112-2		o̰ ²³					
122-2		j j õ ²³					
127-2		ḭ i ²³					
132-2		j õ ²³					
133-2		j õ ²³					
135-2		j õ ²³					
142-2		a i ²³					
143-2		j õ ²³					
149-2		õ ²³					
152-2		j õ ²³					
157-2		õ ²³					
183-2		õ ²³					
184-2		j õ ²³					
185-2		l õ ²³					
189-2		j j õ ²³					
192-2		j õ ²³					
195-2		j õ ²³					
200-2		õ ²³					
216-2		j õ ²³					
218-2		l õ ²³					
225-2		j õ ²³					
235-2		j õ ²³					
244-2		j o i ²³					
253-2		m i ²³					
270-2		j õ ²³					
278-2		j l õ ²³					
279-2		o i ²³					
285-2		j õ ²³					
308-2		i ²³					
322-2		m i ²³					
325-2		õ ²³					
337-2		j j õ ²³					
341-2		a ²³					
347-2		j õ ²³					
362-2		j õ ²³					
391-2		j õ ²³					
394-2		j õ ²³					
397-2		õ ²³					
443-2		j j õ ²³					
460-2		j õ ²³					
463-2		j õ ²³					
464-2		j õ ²³					
473-2		l õ ²³					
476-2		j õ ²³					
481-2		õ ²³					
494-2		i ²³					
496-2		j l õ ²³					
516-2		j õ ²³					
522-2		j õ ²³					
523-2		j õ ²³					
524-2		j õ ²³					
540-2		o̰ ²³					
3-2		õ ²³					
6-2		õ ²³					
7-2		õ ²³					
20-2		j õ ²³					
39-2		j j au ²³					
51-2		j a ²³					
72-2		a ²³					
94-2		m l õ ²³					
100-2		j j õ ²³					
116-2		o i ²³					
136-2		l a i ²³					
137-2		j õ ²³ ²³					
139-2		j au ²³					
150-2		j õ ²³					
154-2		m l a ²³					
166-2		j a ²³					
169-2		j õ ²³					
170-2		j a ²³					
171-2		l õ ²³					
174-2		l õ ²³					
181-2		j j õ ²³					
205-2		j õ ²³					
206-2		j õ ²³					
214-2		l õ ²³					
217-2		õ ²³					
224-2		j j õ ²³					
228-2		õ ²³					
246-2		a a ²³					
256-2		a ²³					
257-2		a ²³					
273-2		õ ²³					
286-2		õ ²³					
307-2		l õ ²³					
335-2		j a ²³					
342-2		j j õ ²³					
376-2		j õ ²³					
389-2		l õ ²³					
404-2		j õ ²³					
408-2		a ²³					
413-2		l õ ²³					
421-2		j j õ ²³					
430-2		i ²³					
458-2		m a ²³					
470-2		a ²³					
475-2		j a ²³					
477-2		j õ ²³ ²³					
478-2		j i ²³					
480-2		õ ²³ ²³					
485-2		j j a ²³					
495-2		l i ²³					
499-2		j j õ ²³					
500-2		j õ ²³					
506-2		j õ ²³					
509-2		l õ ²³					
525-2		j j õ ²³ ²³					
22-2		a ²³					
28-2		a̰ ²³					
29-2		a ²³					
30-2		l a ²³					
35-2		l a ²³					
38-2		õ ²³					
46-2		a ²³					
52-2		a̰ ²³					
55-2		a ²³					
69-2		a ²³					
125-2		a ²³					
163-2		õ ²³					
173-2		a ²³					
179-2		a ²³					
210-2		l õ ²³					
211-2		a ²³					
213-2		õ ²³					
215-2		a ²³					
237-2		a ²³					
252-2		ḛ ²³					
255-2		j a ²³					
275-2		l a ²³					
281-2		a a ²³					
300-2		õ ²³					
333-2		a ²³					
1-3			m u ⁴				
4-3			j u ³²				
18-3			m j ə ŋ ³²				
19-3			n j e ³²				
44-3			l o k ³²				
50-3			h o ŋ ⁴				
62-3			s ə k ⁵³				
70-3			b ə n ⁴				
75-3			m j o ŋ ³²				
97-3			a ŋ ³¹				
112-3			tsʰ ɔ ⁴				
122-3			m j o k ³²				
127-3			g j e ⁴				
132-3			j o k ³²				
133-3			n j o ŋ ⁴				
135-3			n u ŋ ⁴				
142-3			d z ə u ³¹				
143-3			j o ʔ ³²				
149-3			ʔ u ⁴				
152-3			n o ³¹				
157-3			b ɔ ⁴				
183-3			ʔ u ⁵				
184-3			j o ⁵³				
185-3			h a m ³¹				
189-3			m j o k ³²				
192-3			n o ³¹				
195-3			n o ³²				
200-3			ə ³¹				
216-3			j o ŋ ⁴				
218-3			l o ʔ ³²				
225-3			s ə ŋ ⁴				
235-3			kʰ j e ⁵²				
244-3			s j u ⁴				
253-3			m j u ³¹				
270-3			m j ɛ̰ ʔ ³²				
278-3			m j o ŋ ⁴				
279-3			u ɔ ⁴				
285-3			j o u ³¹				
308-3			j u ⁴				
322-3			m j ɛ̰ ⁴				
325-3			kʰ u ⁴				
337-3			m j o ŋ ³¹				
341-3			d z ɔ ⁴				
347-3			o k ³²				
362-3			j ə ⁵¹				
391-3			j o k ⁵³				
394-3			m ɔ ʔ ³²				
397-3			d e ⁵³				
443-3			m j o p ³²				
460-3			s ai ⁵¹				
463-3			j ə ⁵¹				
464-3			h o ŋ ⁴				
473-3			s o m ⁴				
476-3			kʰ j o k ³²				
481-3			tsʰ u ³¹				
494-3			g e ⁴				
496-3			j o ŋ ³²				
516-3			j u ³²				
522-3			n o ʔ ³²				
523-3			pʰ j u ³²				
524-3			n u ⁵¹				
540-3			g ɔ ⁴				
3-3			b e ŋ ³¹				
6-3			g e ⁴				
7-3			d ai m ⁵³				
20-3			n ai p ³				
39-3			m j o ⁵¹				
51-3			n u ³²				
64-3			g o ³¹				
65-3			g w o ³²				
66-3			d z u ⁴				
71-3			ʃ ə ⁵¹				
72-3			ʔ a ³				
76-3			j u ³²				
77-3			m j o k ³²				
78-3			m o ³¹				
82-3			w o ŋ ³¹				
87-3			n o ³²				
93-3			l a m ³¹				
94-3			m j ɛ̰ ³²				
100-3			s o ⁵¹				
116-3			o a ⁴				
119-3			j o m ³¹				
124-3			pʰ j o ³¹				
136-3			l a e ³²				
137-3			kʰ j o ⁴				
139-3			m j e ⁴				
144-3			s o ʔ ⁵¹				
145-3			d o ŋ ³¹				
146-3			m w o ³¹				
150-3			j ɔ ʔ ³²				
154-3			m j u ³¹				
165-3			g w o ŋ ³¹				
166-3			b j u ²¹				
169-3			g j ə ŋ ³¹				
170-3			b j ɔ ³¹				
171-3			j a ŋ ⁴³				
174-3			l æ̰ m ³¹				
181-3			m j o ʔ ³²				
193-3			b u ³				
205-3			n o ŋ ⁵³				
206-3			m ə ³²				
212-3			ɔ ʔ ⁵³				
214-3			l a m ⁵¹				
217-3			ʔ u ³				
224-3			n j u ŋ ⁴				
228-3			b ai ⁵¹				
238-3			j o ³¹				
241-3			ʃ ɔ ⁵¹				
246-3			g j e ⁴				
256-3			h a ³				
257-3			b ɔ ⁵¹				
272-3			m ɔ ⁵				
273-3			j ai ³¹				
274-3			m a ŋ ³¹				
286-3			kʰ o m ⁴				
289-3			g o ŋ ³¹				
294-3			ʔ o ⁴				
301-3			j ɔ ʔ ³²				
306-3			j o p ³¹				
307-3			j æ̰ ⁵³				
321-3			tʰ a ŋ ³¹				
331-3			m j u ³				
332-3			l o m ³¹				
335-3			g j ɔ ⁴				
336-3			n o m ³¹				
340-3			ŋ o ³¹				
342-3			m j u ⁴				
360-3			d w ə ³²				
376-3			s o ³²				
389-3			n ə ⁵³				
395-3			n o ³¹				
401-3			ʃ o ⁵²				
404-3			ts ə ŋ ³¹				
408-3			d z u ³¹				
409-3			l o ³¹				
413-3			u ŋ ³				
421-3			n j o p ³²				
425-3			j e ³¹				
430-3			d e ⁵³				
442-3			d u ³¹				
447-3			tʰ u ŋ ⁴				
456-3			g ɔ ⁵				
458-3			ʃ ɔ ⁵¹				
469-3			kʰ au ⁴				
470-3			d ə k ³²				
475-3			n ɔ ³				
477-3			n j e ŋ ⁵³				
478-3			j ə ⁵³				
480-3			g au ⁴				
485-3			m j u ²¹				
495-3			j ə ⁵¹				
499-3			m j ə ŋ ³²				
500-3			n j o m ³²				
501-3			tʰ u ³¹				
506-3			a ⁵³				
507-3			n o ʔ ³²				
509-3			l o ⁴				
510-3			j o ŋ ⁴				
511-3			l o ʔ ³²				
521-3			h u ³¹				
525-3			n j u ⁴				
538-3			au ³¹				
539-3			j e n ⁴³				
544-3			g j o k ³²				
550-3			ɔ ʔ ³²				
562-3			m j o ŋ ³¹				
568-3			g o ³¹				
2-3			g o ŋ ⁵¹				
11-3			s a k ³²				
12-3			j ḛ ŋ ³¹				
22-3			g a ŋ ³¹				
28-3			b e ³¹				
29-3			tʰ u ʔ ⁵³				
30-3			l ai ŋ ³¹				
35-3			l a ŋ ²				
38-3			d ɔ ⁵³				
42-3			b e ³¹				
46-3			ʃ ɔ ⁵¹				
52-3			d j e ʔ ⁵³				
55-3			b w e m ³¹				
69-3			h a ʔ ⁵³				
79-3			g j e m ³				
83-3			tʃʰ ɨ ³¹				
86-3			j ai ⁵³				
89-3			s a ŋ ³				
90-3			d z ɔ ³¹				
92-3			kʰ ə ⁵¹				
106-3			g o k ⁵⁴				
120-3			ʃ a ⁴				
125-3			g j ə k ⁴				
148-3			j a m ³				
163-3			j ai n ⁴				
173-3			b ai ³¹				
179-3			ʔ ai ⁵³				
186-3			ŋ ai ³¹				
187-3			l a ŋ ³¹				
197-3			n o ⁵³				
209-3			kʰ o ŋ ³				
210-3			a æ̰ m ²				
211-3			d u ³¹				
213-3			n æ̰ ⁴				
215-3			ɔ ʔ ³²				
220-3			tʰ o ŋ ⁴				
237-3			n i ⁴				
239-3			n ai m ³				
242-3			tsʰ o ⁵¹				
248-3			kʰ j e ⁵²				
252-3			g e ³¹				
255-3			b j e ⁴				
271-3			tʃʰ ə ⁴				
275-3			n o ŋ ⁴				
277-3			tʃʰ a ŋ ³¹				
