COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5146						u dʒ u ŋ g o				u d u g o						
487										g o	g õː					
3389	a j aː	a j aː												a j̃ a		
3853													n ɛ		e n e	
2822						dʒ a							d uː			
929	j	j														
2460						g u b ɛ				g u b u	g u w ɔ					
4053			g i m b ɛ		g i m b ɛ	dʒ u m b ɛ					i m b ɛ					
5735					m iː			m iː			m iː					
5303						p i j ɛ l i					p i j ɔ l u				p i j ɛ l	
2026	n̩ d ɔ s ɔː	l ɔ s ɔː					l ɔ s ɔ									
2799			d u b ɛ		d u b e			d u b ɛ								
3592										kʷ aː						k u
5361									k iː				k i d ɛ		k i	k i dʒ ɛ
4649		e w					e w									
3640				l aː r u w a					l aː rʷ a	g a r a				l aː r a		
362			g a		k a nː i											
4384				k o w								k oː		k o w		
241			d ɔ g u		d ɔ g ɛ			d ɔ g u								
4501			d ɛ n dʒ i								n iː n dʒ i					
1500	g oː m	g oː m														
3157	t i n i	t i n i														
1918	m	m		m												
3427			ŋ g e		ŋ g e	ŋ g o					g e					
3258								j o g o			j o g e					
1667		d u g u														d u g u
361			k a r		k a r a			k a r a								
5482						ɛ ŋ g u			u ŋ g u							
687						j a n d i					j aː n d o				j a n d u	
4332	s u m b a j	s u m o j												s u m e j		
2997				d a ɣ a								d a g a				d a g a
2182													o b o			o b o
115	ɔ j̃	ɔ j̃														
3361										z a					z a	
5550			n a r e					n a r e								
5043										t o n d oː			t o n d o l o		t o n d o l o	t o n o l o
2393	m	m														
959										a r̃ a					b a r a	
3841		l aː w a		l aː w a					l aː w a							
2126		t i j a					t i j a									
4421	t i j ɛ	t i j ɛ														
1990						m ɛ n d ɛ	m ɛ n d i			m ɛ n d i						
1729										iː		iː				
3072				dʒ ɛ ɲ ɛ									dʒ e ɲː e			g e ɲ ɛ
159			ɲ a m i					ɲ a m								
1001			g e		g e						g o					
3514	o m	o m														
615			s i m i					s i m ɛ								
4187						ɲ ɛ ŋ g o				ɲ ɛ ŋ g ɛ						
858													g e ɲː u		dʒ e ɲ u	
1916	dʒ e			dʒ ɛ											dʒ e n	
62				k i										k i l a		k i
1207			g e		g e			g e								
1824			g e n i		g e n i			g e n i								
2007	j	j̃														
117					dʷ ɛː			dʷ ɛː			dʷ ɛː					
4801		d a w							d a g a				d a g i			
5464	m ɔː						m ɔː									
5381							m aː n d i			m aː n d i						
5831				ɲ ɛ								ɲ ɛ				
2777				ŋ o									n d o			
4659										iː		iː				
2148											s a			z u		
3182												d ɛ n	d ɛ nː ɛ			d ɛ n ɛ
200										b e j aː					b i j a	
3621	ɲ a n	ɲ a r̃ u														
1130					e l										e l	
61	k ɛ n d ɛ	k ɛ l ɛ					k ɛ n d ɛ									
3627													j a ŋ a	j̃ aː ŋ a		
5848					j a l e			j a l e								
4844	m	m														
5923			w a l e		w a l e						w a l e					
3590					p a r u			p a r o								
3979				s u r̃ o					u s u r̃ u							
281					b a ŋ g ũː			p a ŋ̍								
1071	l u w o						l u g o									
5060			k a m g a								k a m					
743			j a b e					j a j e			j a j o					
1053			k ɔː n d e		k ɔː n d i			k ɔː n d e								
951		j a r					j a r		j a r							
3089			j a w		j a w			j a w								
2550		b a ŋ g i								b a ŋ g i						
5017	d a j̃					d a j										
2819			ŋ aː ŋ aː						a ŋ u		a n a					
1156													j i m ɛ			j i w̃ ɛ
5846	o s o s oː	oː s o														
1647					n aː g a			nʷ aː g a								
4099	b o n d u	b o l u					b o n d i									
3908								n t a			n d aː		n̩ d ɛ			
5645													n eː		n ɔː	
1255	m	m														
5798															ɔ l	ɔ l
4985			s ɛː		sʷ ɛː	sʷ ɛ		sʷ ɛː								
5738										i n dʒ e					i n dʒ u	
2459					d ɛ			d ɛ							d ɔ	
701	m	m	m ɛ													
309	d i j̃ a w̃	d i j̃ a w													d i j a	
829		tʃ e l eː							k e l e							
5739												d iː	d iː			d iː
833					t e g a								t u g u			
327	n iː m				i n i	n iː										
4506								n s ĩː							s ĩː	
596				s aː m a								s ɔ m u				
2844						g e				g ɔ						
120													u n d ɔ			u n ɔ
3016							b a r i j ɛ							b a r̃ i		
4807								j e						j		
5320			p ɔ n d ɛ		p o dʒ e			p ɔ n t ɛ								
5568		g u s u												k u s e j		
3839	n a r̃ i j̃ ɛ						n a r̃ i j̃ ɛ									
3935															k u n j e	k u j iː
2754	ɔ ŋ g ɔ r ɔ	ɔ ŋ g ɔ r ɔ								ɔ n g ɔ						
4865	m	m														
4151	g i m b e r e						g o m b o r o									
2758						n ɔ g ɔː	l ɔ g ɔ									
1455						s aː g iː									s aː g e	
2497			d e		d e						d o					
3470													iː j ɛ			j eː
1293	m													m		
3665						n o							n ɔ			
3535				k aː					k aː			k ã		k a		
5448		p ɔ t ɔ							p ɔ t ɔ		p ɔ r ɔ					
2581					p e ŋ g e					d a ŋ g aː	d eː ŋ g e					
5847				oː ɲ o					oː n dʒ o			oː ɲ o				o ɲ ɔ
2130										a n g e						a n g e
5695										d a m b a			d a mː a		d a m a	
328		n iː j̃ i									n i j e					
3286					w a l a			w a l a								
2517					d ɔ ŋ g a							d o g u	t u g o			
3373				n ɔ w̃ ɔ								n ɔ w̃ ɔ				
4335			s oː n dʒ a		s o j n d a			s o j n d a								
1863	m	m														
5144				n iː					n iː							
1508										g u n				g ɔ ŋ		
4297					r e			r e								
4721												k a r a	k a l a		g a l a	g a l a
4811												u dʒ u				u dʒ i
4572					d u ŋ g u			d u ŋ g u r i								
4296					d u g u			d u g u			d uː r u					
4764													j e			j eː
5535															i n	ɛ n
5450				k a m a								k a m a				k a m a
5035	k ɔː r ɔ j										k ɔ l ɔ w̃					
4536				b ɛː					b ɛː			b ɛː				
4314	m	m										m ɛː				
5864		g a m dʒ a		g a m ɲ u					g a m dʒ a							
1479									t ɔ g u	t ɔ g u		t ɔ g u				
963													m ɔ			m ɔ
388						d u b e					d uː					
5231								ɲ iː n i			j iː n i					
4163										tʃ i n aː			t a nː aː		dʒ e ɲ u	
4480		k u j o			k u j e											
2267					d i g ɛ			d i g ɛ								
1169	g a z i													g a s u		
4868					n o m o n dʒ i						n o m o n					
3069	z ɛ													s o		
1111					w ɛː			wː ɛː								
5712					t u n d u		t u n d i		d iː n dʒ i							
4522						p ɛ g ɛ	p ɛ r g ɛ									
1137													w oː b u			w o b u
5141	u s u	u s u					u s i									
4850										ɔ r̃ ɔ n ɛː			ɔ r ɔ j			ɔ r ɔ j
4155		tʃ i r̃ ɛ j̃		tʃ i r̃ e										dʒ i m r o		
571						s u n dʒ i					s u n dʒ o					
2395				j e r i								j e r ĩ				j e r
197				b ɛ w			b ɛː		b ɛ w							
2994	d u w a	d u w ɔ							t i w ɛ							
1434			ŋ g e			ŋ g o					ŋ g e					
1795													j			j
5906			t eː ŋ g e			t eː ŋ g o		t eː ŋ g e			t eː ŋ g e					
5233										m u g o			m u g o	m u g u	b u g o	
3091				ɲ ɛ n											ɛ n	
386	m	m														
3533		m oː									ɔ m ɔ					
450										dʒ e n dʒ e					dʒ e n dʒ u	
892													p a t r ɔ		b a d u	
3340			b iː ŋ g e					b iː ŋ g o			b iː ŋ g o					
5570				dʒ ɛ n ɛ ŋ ɛ					dʒ ɛ n i ŋ g ɛ							
4872							b u m b a		b u m b ɔ							
1375	j	j														
3518					sʷ aː			sʷ aː								
4922				s a r u										s a r u		s a r u
1510												n aː				n a
2477				d a r̃ a											d a r̃ a	
5675							k ɛ n dʒ i			ɛ n d ɛ						
2698				ɔ g u			ɔ g i						ɔ g u			
435												k u m u ɲ u	k u m u n dʒ o			
4158				g ɔ ŋ ɔ					g ɔ w̃ ɔ			g ɔ ŋ ɔ				
5467					d u g ɛ			d u g ɔ		d i g ɛ				d i g u		
2286					u n a			u n a			u n a					
4961	m	m														
1704				d eː								d e			d eː	
891								k oː						k u	k o	
1276				tʃ ɛ w ɛ								k ɛ w ɛ				
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
2215			g eː n d e		a n d e			a n d e								
4340										m ɔ			u m ɔ			
5278							t i ŋ a					t i ŋ ɛ				
94			d i n		d i n											
3532	m b uː									m̩ b u g ɔ						
3795						g a b u					g a w					
2800						i n o			iː n ɛ				i n ɛ			
4867				l uː r o								l uː r o				
5626													p ɛː n eː		p ɔː n ɔː	
5516									l ɛ l ɛ					l e l a		
2942				t i r u								t i r i		t i r u		
2779									b a w̃ u r̃ u			b a w̃ u	b a n u			
2637					s o ɲ o			s o n dʒ o			s o ɲ o					
4223						d e b i									d ɛ b u	
484			w e n a m a					w e n a m a								
5983			w a j a		w a j a			w a j a								
