COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n ɔː															
1398-1	s u g u r̃ u															
1557-1	k i r iː															
1626-1	w a g a															
1840-1	t i n															
2247-1	g o															
4677-1	k u r o j															
5162-1	m i n ɛ															
5406-1	t aː n d ɛ															
359-1	k a r i															
1577-1	k i r r															
2196-1	n a j̃ a															
2230-1	s u g															
2533-1	b a r a															
3605-1	k a n d i															
3866-1	s s u															
4553-1	t a g i															
4822-1	k u m s															
5254-1	d u r̃ ɔ															
503-1	k i r̃ i															
1356-1	m a j̃															
1881-1	n d m															
3218-1	p d k u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u s u															
807-1	k o m															
2320-1	k a w ɛ															
2476-1	k d															
3719-1	m i															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s o j̃															
5810-1	p i r u															
93-1	d o															
260-1	b ɛ r ɛ															
385-1	z ɛ m b ɛ															
890-1	a m b r r															
1336-1	t iː g e															
1703-1	b aː															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t d r i															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b i															
1432-1	t a r u															
1474-1	t ɔ r															
1788-1	s a															
2044-1	d i m k															
2713-1	t r m d d r ɛ															
3219-1	p aː s u															
3425-1	j d															
4184-1	ɲ d															
4629-1	n u j̃ ɔ															
4759-1	n s j̃ i															
4904-1	n u j̃ ɔ															
4960-1	k i n aː dʒ o															
4980-1	t oː															
5059-1	g u j o															
5339-1	p a g a															
5549-1	t a p a															
5905-1	t i r̃ u															
5922-1	b i r i															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g o s u															
629-1	d o															
667-1	ɛ p ɛ															
1254-1	z a z d u r u															
1415-1	t r															
1542-1	n oː															
1683-1	s iː j̃															
1898-1	p u r̃ s															
2901-1	t u ŋ k u															
2957-1	m a n d i															
3048-1	b i j i															
3251-1	k a r a															
3885-1	d ɛ r i															
4402-1	j i															
5622-1	p ɛ r̃ i j															
6006-1	p i r a															
135-1	t u n d u															
158-1	m ɔ t u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b ɛ z i															
1152-1	t i b ɛ															
1374-1	k ɔ w r															
1452-1	g aː r a															
1862-1	i s i															
2083-1	k a n i															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r̃ u															
2941-1	b i r̃ i															
3405-1	ɛ m ɛ															
3751-1	p ɛ j̃															
4066-1	g o r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a w k															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	d ɔ j̃ ɔ															
851-1	k ɔ															
1941-1	k i r̃ i															
2179-1	n̩ d i															
2351-1	p a b a															
2496-1	n u n															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g o r̃ o															
4293-1	dʒ ɔ b ɔ															
4921-1	s a m b a															
408-1	j̃ a m b u															
545-1	i r u															
978-1	t a m															
1052-1	n aː m b u															
1070-1	r̃ u g o															
1942-1	j e															
2456-1	k ɔ r ɔ															
2514-1	d u s u															
2666-1	s u g i															
2817-1	a w g aː															
3132-1	d u j															
3300-1	ɛ w ɛ															
3976-1	s o															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	g ɔ k															
4648-1	j i															
5318-1	d ɔ r ɔ															
5673-1	d ɛ j̃ k															
5887-1	j a r̃															
446-1	k o n g ɔ r															
521-1	k oː dʒ ɔ															
1108-1	k ɔ j															
1124-1	i r̃ i															
1745-1	dʒ a j i															
1823-1	g o r̃															
2143-1	b aː															
2265-1	u r ɔ															
2392-1	n̩ o s u															
2579-1	d o j̃															
2774-1	k i n i															
3339-1	k a r a															
3550-1	i n i															
4024-1	z i b a															
4219-1	t ɛ m b															
4240-1	w e r i															
4259-1	k ɔ m oː															
4738-1	g u n d ɔ															
5197-1	ɛ r u															
5447-1	g i z i															
5531-1	i r̃ iː															
5733-1	n iː															
5828-1	j a r̃ i															
562-1	s u m o															
998-1	w ɔ															
1022-1	p i n i															
1023-1	j̃															
1205-1	j e															
1275-1	t aː															
1578-1	n u m															
2063-1	i r ɛ															
2334-1	ɛ s u															
2798-1	iː r̃ ɛ															
3252-1	z m b ɛ															
3463-1	w oː															
3683-1	k i r̃ iː															
3772-1	t u m a															
3790-1	g a w															
4052-1	b a s a															
4220-1	k t															
4440-1	t iː															
4479-1	k oː															
4711-1	j a r i															
4778-1	s a s i r															
4821-1	k u															
4941-1	ɔ j̃ ɔ															
5272-1	t e g u															
5423-1	ɔ s ɔ															
5424-1	k ɔ r ɔ															
563-1	s u m o															
613-1	m aː															
684-1	t aː r̃ i															
742-1	dʒ a r a															
1204-1	k e r i															
1373-1	k u s															
1787-1	n oː															
1988-1	t u n d i															
2283-1	b ɛ r i															
2372-1	b i r̃ i															
2441-1	n aː															
2598-1	j ɛ j															
2773-1	b a r m i															
3011-1	b a n a															
3176-1	dʒ ɔ r ɔ															
3283-1	a r̃ a															
3318-1	n ɔ n d i															
715-2		d u														
1089-2		n aː														
1319-2		n ɔː														
1398-2		s u g u dʒ u														
1557-2		g i r i														
1626-2		w a g a														
1840-2		t i l														
2247-2		g oː														
4677-2		k u r o j														
5162-2		m i n i														
5406-2		t aː n d u														
359-2		k a r u														
1577-2		g i r r														
2196-2		n a j̃ a														
2230-2		s u g														
2533-2		b a r a														
3605-2		k a n d a														
3866-2		o s u														
4553-2		t a g u														
4822-2		k u m b														
5254-2		d u dʒ ɔ														
503-2		k i r̃ a														
1356-2		m a j̃														
1881-2		n u m														
2084-2		j aː b i														
2420-2		k u dʒ ɔ														
3218-2		t u dʒ u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u tʃ u														
807-2		k oː m														
2320-2		k a ŋ i														
2476-2		k u														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s ɔ j														
5514-2		n ɛ n d ɛː														
5810-2		t i dʒ u														
93-2		d oː														
260-2		b ɛ r ɛ														
385-2		tʃ ɛ m k ɛ														
890-2		a m b r r														
1336-2		t i g i														
1703-2		b aː														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t u r i														
5301-2		t ɛ r u														
5605-2		t i m i														
296-2		dʒ a m tʃ														
463-2		d u m b i														
762-2		b a n a k tʃ r														
1432-2		t a r u														
1474-2		t ɔ n														
1788-2		s i														
2044-2		d i m k														
2713-2		t ɛː m d ɛ r ɛ														
3219-2		t aː dʒ u														
3425-2		j u														
4184-2		ɲ d														
4629-2		n u j̃ ɔ														
4759-2		n i j̃														
4904-2		n u ŋ ɔ														
4960-2		ɣ i n aː dʒ u														
4980-2		t ɔː														
5059-2		g u j̃ o														
5125-2		ɔ n dʒ ɔ														
5339-2		t a g a														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t i n u														
5938-2		a d u n a														
1-2		p ɛ														
483-2		g s u														
629-2		d r														
667-2		ɛ w ɛ														
1254-2		dʒ a m d u r u														
1415-2		ŋ r														
1542-2		n ɔː														
1683-2		s s j̃														
1898-2		t u dʒ o														
2551-2		r i														
2901-2		t u ŋ k														
2957-2		m a n d i														
3048-2		b i j o														
3251-2		tʃ a r a														
3885-2		d ɛ r i														
4402-2		j i														
5081-2		b i n u i														
5622-2		t ɛ l i j														
6006-2		t i r o														
43-2		s aː														
135-2		t u n d u														
158-2		m ɔ t u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b i dʒ i														
1152-2		t i w ɛ														
1374-2		k ɔ ŋ r														
1452-2		g aː r a														
1862-2		i s i														
2108-2		n a j̃														
2636-2		m														
2880-2		k u n dʒ u ɣ														
2924-2		t o j̃ u														
2941-2		b i r i														
3405-2		ɛ m ɛ														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n l														
5180-2		s ɛ m b i														
5751-2		t i j ɛ														
5981-2		a r̃ a														
114-2		d ɔ j̃ ɔ														
702-2		ɔ g ɔ ɲ ɔ ŋ ɔ														
851-2		g ɔ														
872-2		ɛ n dʒ ɛ														
952-2		k u r u														
2179-2		l d i														
2351-2		b a b a														
2496-2		n u n														
4609-2		k ɔ r ɔ														
4740-2		g u n ɔ														
4921-2		s a m b a														
5982-2		k u tʃ u														
978-2		t a m														
999-2		j i														
1052-2		n aː m b														
1989-2		m i n ɛ														
2456-2		k ɔ r ɔ														
2666-2		s u g i														
2817-2		a ŋ g aː														
3132-2		d u ŋ														
3300-2		ɛ w ɛ														
3977-2		m r n dʒ														
3978-2		m n n dʒ														
4260-2		ɔ m tʃ u														
4278-2		k u n dʒ u														
4334-2		s ɔ n														
4361-2		t e g eː														
4570-2		g ɔ tʃ														
4648-2		j														
5673-2		d ɛ m k														
5887-2		j a j̃ a														
446-2		ɣ o l g ɔ														
1108-2		k ɔ														
1124-2		o dʒ o														
1237-2		i n dʒ dʒ														
1745-2		dʒ a j a														
1823-2		g o dʒ														
2143-2		b aː														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d oː j̃														
2902-2		j u														
3197-2		k ɔː														
3339-2		k a r a														
3550-2		i n i														
3943-2		t a tʃ u														
4240-2		w o r u														
5197-2		ɛ r u														
5531-2		k i ɛ														
5733-2		n s														
409-2		k u r u														
562-2		s u m ɔ														
1022-2		b i r i														
1205-2		j i														
1275-2		t aː														
1524-2		k oː r														
1578-2		n u m														
2063-2		i r ɛ														
2798-2		ɛ ɔ ɛ														
3088-2		n ɛ i u														
3683-2		tʃ i r̃ o														
3772-2		t u m a														
4711-2		j a r i														
4778-2		s a s i														
4821-2		k u														
4941-2		ɔ j̃ ɔ														
5272-2		t e g u														
5319-2		t oː s u														
5375-2		m aː n a														
5423-2		ɔ s ɔ														
5424-2		k ɔ r ɔ														
5465-2		m u j̃														
5497-2		ɛ w														
178-2		k ɔ b k r ɛ														
563-2		s u m ɔ														
