COGID	dutch	english	french	german
1696	w ɛ r p ə			v ɛ r f ə n
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
2006	p ɔ t	p ɔ t		
528	j øː k			j ʊ k ə n
672	d eː k ə			d ɛ k ə
30	l ɛɪ m			l ai m
1719	h ɛ k			ɡ ə + h eː ɡ ə
727	m ɑ n			m a n
677	t ɛ l ə			ts ɛː l ə n
164	x iː r			ɡ ai ə r
801		f r ɔ ɡ		f r ɔ ʃ
782	w ɛ x			v ɛ k
864		s aɪ d		z ai t ə
1861	s x eː d ə l			ʃ ɛː d ə l
314	d oː d ə			t ɶː t ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
1254	h aː r t			h eː r t
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
-2290	s t ɔ f			ʃ t ɔ f
1892	x ɪ f			ɡ ɪ f t
642	b ɑu w ə			b au ə n
721			p ɛ ʀ	eː ə
111	k ɪ n t			k ɪ n t
1066	j ɛɪ	j uː		
108	m ɛɪ s j ə			m ɛː t x ə n
280	b oː x			b oː ɡ ə n
1194	w ɛɪ t	w aɪ d		
1518	s p ɪ ts			ʃ p ɪ ts ə
347	t w eː d ə			ts v ai t ə
296	b œy ɣ ə			b ɔy ɡ ə n
1789	b eː d ə l aː r			b ɛ t l ə r
2166	b ɔ r s t ə l			b ʏ r s t ə
1237	ɛ ŋ k ə l	æ ŋ k l̩		
517	p aː r t			pf eː r t
319	s t ɛ r v ə			ʃ t ɛ r b ə n
-588	p l ɑ t			p l a t
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
1343	k ɪ n t			k ɪ n t
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1333		n ɪ ə r		n aː ə
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
2228	h ɑ l s			h a l s
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
1204	v iː r + k ɑ n t			f iː r + ɛ k
566	k l ɪ m ə	k l aɪ m		
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
1921	s l aː n			ʃ l aː ɡ ə n
716		b ɑː k		b ɔ r k ə
2051	h eː m ə l			h ɪ m ə l
1556	x eː w ə			ɡ a f ə n
-1785	x r aː n	ɡ r eɪ n		
-1161	l ɛɪ n	l aɪ n		
2091	b ə + w aː r ə			b ə + v aː r ə n
-1682	v ɑ l ɛɪ	v æ l ɪ		
-2	t ɛ n t	t ɛ n t		
186	s x ʉ l t			ʃ ʊ l t
303	w ɛ r k	w ɜː k		
-2035		k ʌ z n̩		k uː z iː n ə
1020		s w ɔ m p		z ʊ m pf
166	v oː ɣ ə l			f oː ɡ ə l
837	b l ɛɪ v ə			b l ai b ə n
2253	k ɛ r v ə	k ɑː v		
311	l ɛɪ k			l ai x + n aː m
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
1553	h uː s t ə			h ʊ s t ə n
