COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a a a a									
1285-1	n w a									
1303-1	k ɔ m a a									
2197-1	s a l a a									
2828-1	n i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a ŋ g a a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	s m m m a									
4249-1	k u m i									
4451-1	β i s i									
448-1	k ɔ n i									
630-1	β ɛ ɛ ɛ ɛ									
814-1	k ɔ ɔ m ɛ									
1216-1	k a a a									
1228-1	β w a a									
1418-1	n i m a									
1475-1	g w a									
2026-1	t t ɛ									
2775-1	β u m m a									
3397-1	β ɔ l a									
3826-1	s ɔ k a a									
4003-1	i i a a									
4040-1	g ɛ i i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s ʊ u ʊ									
116-1	β i k a									
181-1	g ɔ ŋ g ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ ŋ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	f i a a									
1159-1	ɲ n									
1350-1	l j a									
1374-1	n a a a ɛ									
1396-1	s ɔ β ʊ									
1430-1	i s ɔ									
1666-1	t a á ɔ ɔ									
1767-1	k ɔ ɔ ɔ									
1906-1	i n i l a									
2177-1	ŋ g a a									
2286-1	l a									
2317-1	β u β a									
2419-1	s i k a									
2750-1	ɛ ɛ i i									
3018-1	n i l a									
3275-1	k a a a									
3441-1	s a ŋ g a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m a									
3885-1	s u m ɔ									
3981-1	i i m a									
4192-1	β i m m a									
4260-1	s w a a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i i u									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l a a a a									
459-1	l ʊ m a									
508-1	l ɔ w u									
528-1	β i i i									
575-1	t a a									
871-1	t a a a									
1137-1	s i k ʊ									
1339-1	t w i i									
1585-1	l l a a									
1712-1	β ʊ l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	u u m m a									
2334-1	β i g ɔ									
2393-1	m a n a									
2537-1	l ɔ ɔ ɔ									
2665-1	i i ŋ z i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ ɔ i									
2893-1	s i k ʊ									
2997-1	k a a ɔ a									
3075-1	k ʊ l ʊ β ɛ									
3675-1	l β ɛ l ɛ									
4028-1	β w ɛ									
4137-1	m i l a									
4238-1	s ɔ ɔ ɔ i									
4316-1	t a t ʊ									
4429-1	l a z a									
4440-1	β i i i									
4485-1	s ʊ									
4574-1	β a a l a a									
4688-1	dʒ ɛ ɛ									
143-1	β ʊ									
240-1	ɔ ɔ l a									
388-1	p m a									
401-1	d a									
599-1	t a a m b i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s u u m i i									
969-1	s ɔ a									
994-1	t ɛ l ɛ k a a									
1006-1	n i ŋ u ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t a a a									
1273-1	l ɔ ɔ t a									
1329-1	i k a a a									
1362-1	k i									
1606-1	ɔ ɔ ɔ ɔ									
1617-1	s i k ɔ a									
1629-1	k t i									
1744-1	i β a a									
1895-1	dʒ a									
1917-1	β u m a									
1969-1	n m m a									
1989-1	s a g a a									
2037-1	k k a t a									
2128-1	n ɛ m m ɛ									
2186-1	g a a a a									
2483-1	ʊ ʊ ʊ a									
2592-1	l ɔ l a									
2615-1	n a a									
2700-1	g a ŋ g a									
2784-1	k ʊ ʊ									
2797-1	ɔ ɔ ɔ m									
2884-1	p j a a									
2904-1	k ɛ ɛ n d a									
2972-1	s ɛ									
3030-1	l i a a									
3148-1	i t a									
3160-1	l ʊ ʊ a									
3261-1	t ɛ t ɛ									
3364-1	s ɔ ɔ a a									
2689-2		n a m a								
893-2		a a a a								
1303-2		k k m a								
2197-2		s a a a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a a a a ŋ a a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		s m m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n n n n								
630-2		v e e t e								
814-2		k o m m e								
1216-2		g a v a								
1228-2		v a a								
1418-2		s i m								
1475-2		w d a								
2026-2		t t e								
3826-2		s o g a								
4003-2		i v a a								
4373-2		l i m i								
4384-2		iː n o								
84-2		u u u u								
116-2		v i k a								
419-2		l o g a								
587-2		o o ŋ o o								
660-2		l á l a								
848-2		k a a a								
1122-2		v i n a a								
1159-2		ɲ a								
1350-2		l j a								
1374-2		n a a a e								
1906-2		i a ŋ i a a								
2419-2		s e k a								
2750-2		s s i								
3441-2		s e e ŋ a								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		v i m m a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		n a m a								
43-2		s i m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s i k u								
1585-2		a a a a								
1872-2		p a								
2166-2		u u m m a								
2872-2		k o s i								
2997-2		k a a s a								
3075-2		k u l u s e								
3675-2		l t i l a e								
