COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l u ⁵						
18-1	n j ⁵ n ⁵						
19-1	n j ei ⁵						
44-1	l u ʔ ⁴³						
50-1	ʃ a ŋ ³¹						
62-1	s ai ʔ ⁵						
70-1	b a n ³						
75-1	n j ɔ ʔ ⁴³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁴²						
127-1	kʰ w i ³¹						
132-1	w u ʔ ⁴³						
133-1	n ɔ̰ ³						
135-1	n au ⁵						
142-1	d z i ³¹						
143-1	ŋ ɔ ʔ ⁵⁴						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ⁵³						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n ɔ̰ ³						
195-1	n ɔ ³						
200-1	k a n ³¹						
216-1	s a ŋ ⁵						
218-1	l ɔ ʔ ⁴³						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	s a t ⁵						
253-1	n j ɛ ³						
270-1	m i ³¹						
278-1	m j ŋ ŋ ³¹						
279-1	w u ³						
285-1	j a n m						
308-1	d a a ⁵						
322-1	m i ³¹						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d u ³ ³⁴						
347-1	ʃ u ʔ ⁵						
362-1	j ei ³¹						
391-1	j æ t ²¹						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j æ̰ ⁵¹ ⁵⁴						
460-1	s a ʔ ⁵⁴						
463-1	j i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	d j ŋ ³						
516-1	w a ³						
1-2		m au ⁵²					
4-2		l a ²³					
18-2		m j ⁵²					
19-2		n j ³					
44-2		l a ²³					
50-2		j a ³ ³					
62-2		s o̰ ²³ ⁵²					
70-2		p w n					
75-2		m j a ʔ ⁵²					
97-2		kʰ o ŋ ³					
112-2		ts a ²³					
122-2		m j ṵ ʔ ⁵²					
127-2		kʰ a i					
132-2		w a ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ²³					
142-2		ts ai u i ³					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ u					
152-2		n a ⁵²					
157-2		p a ²³					
183-2		ʔ u ³					
184-2		n a k ⁵²					
185-2		x a m					
189-2		m j a ʔ ⁵²					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		ts au ²³					
216-2		s au n ²³					
218-2		l a ʔ ⁵²					
225-2		s o̰ ŋ ²³					
235-2		kʰ j ɛ					
244-2		s au ²³					
253-2		m i ³					
270-2		m i ⁵²					
278-2		m j ŋ ŋ					
279-2		w a ⁵²					
285-2		j a̰ m ²³					
308-2		p j ²³ ²³					
322-2		m i ⁵²					
325-2		kʰ au ²³					
337-2		m j o ŋ ³					
341-2		ts a ʔ					
347-2		ʃ au ʔ ⁵²					
362-2		ɣ i ³					
391-2		j e ʔ ⁵²					
394-2		m a ʔ ⁵²					
397-2		tʃʰ ə ²³					
443-2		m j ɛ ʔ ⁵²					
460-2		s au ²³					
463-2		w i ³					
464-2		ʔ a̰ː ŋ ²³					
473-2		s a m ⁵²					
476-2		k j u k ⁵²					
481-2		ts i ³					
494-2		k i ⁵²					
496-2		j j u ³					
516-2		w a ³					
1-3			m au ³				
4-3			l o ⁴				
18-3			m j ɔ̃ n				
19-3			n j ³				
44-3			l o ʔ ³²				
50-3			j j ŋ ³¹				
62-3			s ə k ⁵³				
70-3			b ai n ³				
75-3			m j ɔ̃ ʔ ³				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o k ⁵³				
127-3			kʰ au ³ ⁵¹				
132-3			w ɔ ʔ ³				
133-3			n ɔ̃ ³ ³				
135-3			n au ⁴				
142-3			d z ɨ ³¹				
143-3			ŋ ɔ ʔ ⁵³				
149-3			ʔ u ⁴				
152-3			ŋ ɔ ⁴				
157-3			b ɔ ⁴				
183-3			w u ⁵				
184-3			n o ʔ ³²				
185-3			tsʰ æ m ³				
189-3			m j ɔ̃ ʔ ³				
192-3			n ɔ ³				
195-3			n ɔ̃ ²³				
200-3			g e ⁴⁵				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e				
244-3			s oi ³¹				
253-3			m j ³¹				
270-3			m j ³				
278-3			m j ŋ ŋ ⁵¹				
279-3			w ɔ ³				
285-3			j ɛ m m				
308-3			b j æ ⁴				
322-3			m j ³				
325-3			kʰ au ⁵				
337-3			m j a̰ ŋ ³				
341-3			d ɔ u ⁴				
347-3			ʃ o ʔ ⁵³				
362-3			j e ³¹				
391-3			j ɛ p ⁵³				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			n j æ p ⁵³				
460-3			s ai ʔ ⁵³				
463-3			w e ³¹				
464-3			j o ŋ ⁴				
473-3			s ɛ m ⁴				
476-3			kʰ j o ʔ ⁵³				
481-3			tsʰ e ³¹				
494-3			g o ⁴				
496-3			j j ŋ ŋ				
516-3			w ɛ ³				
1-4				m o̰ k ⁴³			
4-4				l ə ²			
18-4				m j ɪ n ²			
19-4				n a̰ ḭ ⁵⁴			
44-4				l au ʔ ³			
50-4				ʃ a ŋ			
62-4				s a k ⁵			
70-4				b e n ⁴			
75-4				m j ɔ ʔ			
97-4				tʃʰ a ŋ			
112-4				tsʰ o ²			
122-4				m j æu ʔ ³²			
127-4				kʰ o i ⁴			
132-4				v o ʔ ⁴³			
133-4				n o ³			
135-4				n o k ⁴³			
142-4				d z ø ³¹			
143-4				ŋ o ʔ ⁵⁴			
149-4				ʔ au ²			
152-4				ŋ o			
157-4				b o ³			
183-4				ʔ au ²			
184-4				n au ʔ ⁵⁴			
185-4				tsʰ e m			
189-4				m j ɔ ʔ ³			
192-4				n o ³			
195-4				n ɔ ³			
200-4				g e ʔ ⁵⁴			
216-4				s a n ²			
218-4				l o ʔ			
225-4				s a ŋ ²			
235-4				kʰ i t			
244-4				s u ʔ ⁴³			
253-4				m i ²			
270-4				m ḭ ⁴³			
278-4				m a̰ a ⁴¹			
279-4				v o ⁴			
285-4				j a m			
308-4				b a ʔ ⁵			
322-4				m ḭ ⁴³			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a ŋ			
341-4				d z ɔ			
347-4				ʃ au ʔ ⁵⁴			
362-4				ɣ i ²			
391-4				j a p ⁵			
394-4				m ɔ ʔ			
397-4				tʃʰ i t			
443-4				m j a̰ p ⁵			
460-4				s e ʔ ⁵⁴			
463-4				ɣ i ³¹			
464-4				j au ŋ			
473-4				s a m			
476-4				kʰ j æu ʔ ⁵⁴			
481-4				tsʰ a t			
494-4				g au t			
496-4				ʃ j ə ŋ			
516-4				v a ⁵			
1-5					m u ³¹		
4-5					l a ³¹		
18-5					m j ³¹		
19-5					n ai ʔ ³¹		
44-5					l ʊ ʔ ³¹		
50-5					j a ŋ		
62-5					s ai ʔ ³¹		
70-5					p e n ³¹		
75-5					m j ʔ ʔ		
97-5					ʃ ɔ ŋ ³¹		
112-5					ʃ a ³¹		
122-5					m j o k ⁵⁵		
127-5					kʰ a ³¹ ³¹		
132-5					w a ʔ ³¹		
133-5					n u ³¹		
135-5					n u ³¹		
142-5					t u ŋ i		
143-5					ŋ u ʔ ³¹		
149-5					ʔ ai ʔ		
152-5					ŋ u ³¹		
157-5					p a ³¹		
183-5					ʔ ai ʔ		
184-5					n u ʔ ⁵⁵		
185-5					ʃ e ⁵⁵		
189-5					m j a ʔ ³¹		
192-5					n u ³¹		
195-5					n u ʔ		
200-5					ʃ o ³¹		
216-5					s ə ⁵⁵		
218-5					l ʊ ʔ ³¹		
225-5					s ə ³¹ ³¹		
235-5					kʰ i i ⁵⁵		
244-5					ʃ w ³¹ ³¹		
253-5					m j i ⁵⁵		
270-5					m i ³¹		
278-5					m j ai ŋ		
279-5					w a ³¹		
285-5					j ai m ³¹		
308-5					p a e ³¹		
322-5					m i ³¹		
325-5					kʰ o ³¹		
337-5					m j ai ŋ		
341-5					t u a ³¹		
347-5					ʃ i ʔ		
362-5					j i ʔ ⁵⁵		
391-5					j ai ʔ ʔ		
394-5					m o ʔ ³¹		
397-5					ʃ e ³¹		
443-5					n j a ʔ ³¹		
460-5					ʃ i ʔ ʔ		
463-5					ʃ i i ⁵⁵		
464-5					ʔ ə ŋ		
473-5					ʃ e m		
476-5					x o ³¹ ʔ ⁵⁵		
481-5					ʃ i		
494-5					k o ³¹		
496-5					j a ŋ ⁵⁵		
516-5					ʃ i		
1-6						m w iː	
4-6						l l	
18-6						m r a n	
19-6						n r e	
44-6						l au k	
50-6						kʰ r ŋ	
62-6						s a k	
70-6						p a n	
75-6						m r a k	
97-6						tsʰ a ŋ	
112-6						tsʰ a	
122-6						m r au k	
127-6						kʰ w u	
132-6						w w k	
133-6						n a	
135-6						n w iː	
142-6						tsʰ w i e	
143-6						ŋ aˀ	
149-6						ʔ u	
152-6						h aː	
157-6						p u	
183-6						ʔ u	
184-6						n au k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						n aː	
195-6						n aː	
200-6						k a	
216-6						s a a	
218-6						l a k	
225-6						s a ŋ	
235-6						kʰ j eː	
244-6						s w t	
253-6						m r e	
270-6						m r	
278-6						m r a ŋ	
279-6						w aː	
285-6						r u m	
308-6						p r a	
322-6						m r e	
325-6						kʰ w iː	
337-6						m r a ŋ	
341-6						t w aː	
347-6						s au k	
362-6						r e	
391-6						r u p	
394-6						m a k	
397-6						tsʰ e	
443-6						n r a p	
460-6						s a p	
463-6						r u e	
464-6						ʔ au ŋ	
473-6						s a m	
476-6						kʰ j au k	
481-6						tsʰ e	
494-6						k r	
496-6						kʰ r ŋ ŋ	
516-6						r aː	
1-7							m au ⁵²
4-7							l ə ³
18-7							m j ³ ⁵³
19-7							n j t ⁵
44-7							l u ʔ
50-7							ʃ i ŋ ⁵³
62-7							s ɔ k ⁵
70-7							b a n ²¹
75-7							m j ɔ ʔ
97-7							tʃʰ a ŋ ³¹
112-7							tsʰ ɔ ³¹
122-7							m j u ʔ ³²
127-7							kʰ u t
132-7							w ɔ ʔ ³²
133-7							n ɔ ³²
135-7							n au ⁵²
142-7							d z i t
143-7							ŋ ɔ ʔ ⁵⁴
149-7							ʔ u ʔ
152-7							ŋ ɔ
157-7							b ɔ ³¹
183-7							ʔ u ³
184-7							n u ʔ ³²
185-7							tsʰ a m ⁵⁴
189-7							m j ɔ ʔ
192-7							n ɔ ⁴⁵
195-7							n ɔ ³¹
200-7							g i t
216-7							s e ŋ ³¹
218-7							l ɔ ʔ
225-7							s e ŋ ³¹
235-7							kʰ i t
244-7							s u t
253-7							m i ⁵³
270-7							m i ³
278-7							m i ŋ ³¹
279-7							w a ³¹
285-7							j u m ³¹
308-7							b ʊ i
322-7							m i ³
325-7							kʰ au ⁵²
337-7							m j a ŋ ³²
341-7							d ɔ ⁵³
347-7							ʃ ɔ ʔ ⁵⁴
362-7							ʔ i ⁴³
391-7							j ʊ p ⁵
394-7							m ɔ ʔ
397-7							tʃʰ i ⁵³
443-7							n j a̰ p ⁵⁴
460-7							s a t ⁵⁴
463-7							w i ³¹
464-7							ʔ u ŋ ⁴
473-7							s u m ³¹
476-7							kʰ j u ʔ ⁵
481-7							tsʰ ə ⁵³
494-7							g i ³¹
496-7							k i ŋ ŋ ⁴
516-7							w i ⁵³
