COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
280	n a g a m u ɴ								n a g a m u ɴ	
-107			h iː z a				ɸ u z a			
21	n uː					n a u			n uː	
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
235	x j a s i		i k e ɴ						ts aː	
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
2				a s i	w a t e					w a t a s i
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
399	s ɨ r u r i								ʃ i j u ɴ	
450			u r e i t a	u r e t a			o r e t a			
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
431		n o m u		n o m u						
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
426		k a m a r u		k a m u						
58		s a k a n a			s a k a n a					s a k a n a
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
233	ʔ a ɴ tɕ u ɴ x j a		a iː d o ɴ	a n o h i t o t a t i	a n o h i t o j a r a		a e r a	a n o h i t o t a tɕ i	ʔ a tː aː	a n o h i t o t a tɕ i
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
307		m i	m iː	m i	m iː		m i	m i		m i
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
167	θ e d a					t i d a			t iː d a	
251	b i tɕ i n a								b i ɕ i n u	
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
-136				n e r u	n e r u		n e r u	n e b u r u		
449					dʑ u k u s i t a					dʑ u k u s i t a
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
206						m t i			m iː	
443		s a g e r u		s a g e r u						
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
248	ʔ a m a								ʔ a m a	
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
73	s i s i					s ɨː s ɨ			s i s i	
355					g o ts ui	u d a				
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
369	k i r i r u ɴ	k i r e r o	k i r u	k i r e r u	k i r e r u	tʃː i	j oː			k i r e r u
85	z u b u					dz uː			z uː	
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
123			k uː				k uː	k uː		
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
155	i r u r i	i t e							i ts oː n	
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
3			o iː				o r a	o r e		
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
23	ʔ a r a ɴ					a r a ŋ				
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
158					a ŋ e r u					a ŋ e r u
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
38					oː k iː	u k u		oː k iː		oː k iː
433	s i b u r u r i								ʃ i p u j u ɴ	
403		h oː r u		h oː r u	h o r u					
86			s iː b o							s i pː o
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
88	h i g i					pˢ ɨ g i				
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
10	ʔʲ a					vː a			ʔʲ aː	
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
427							k a ŋ u	k a g u		k a ŋ u
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
178	m i tɕ a					m t a			ɴ ts a	
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
290			t e		t eː				t iː	
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
255		tɕ iː t o					tɕ iː t o			
45							k o m eː		g u m a s a ɴ	
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
81	x o g a								k uː g a	
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
32				j o k e	j oː k e					
261		s o r a		s o r a						s o r a
437					k o w a ŋ a r u					k o w a ŋ a r u
286								m u k oː z u n e	h w i ɕ a	
230	ʔ a ɴ tɕ u		a iː	a n o h i t o	a n o h i t o		a r e	a n o h i t o	ʔ a n u tsː u	a n o h i t o
287	h a g i	h a g i				k a r a p a dz ɨ				
244	x u m a					k o m a n			k u m a	
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
387				eː	eː		eː			iː
406		n a g u r u						n a g u r u		n a ŋ u r u
1	w a ɴ	w a r e				b a n			w a ɴ	
457					n a w a			n a w a		
54						b ɨ k i d u m			w i k i g a	
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
5					a ɴ t a					a n a t a
215		j o kː j a	j o k a							
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
432			s u i u		s uː		s uː	s uː		s uː
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
117				k i m o					tɕ i m u	
340	m a ɕ u					m aː s o			m aː ɕ u	
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
345	w a r a b ɨ					j a r a b i			w a r a b i	
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
191	ʔ oː s a r i								ʔ oː s a ɴ	
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
184	u a ts ɨ					u m a ts ɨ				
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
90		ts u b u r i							ɕ i b u r u	
331	u θ u					b u t u		o tː o	u t u	
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
122				t a b e r u	t a b e r u					t a b e r u
