COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z oː n ə ə			
2054-1	d ɔ n aː r r			
1375-1	l ɪ x ə			
760-1	w ɪ n t			
756-1	s n aː			
726-1	m ɔ d ə r			
1351-1	x r ɑ n t oː aː aː r r			
1353-1	x r ɑ n ə m ɔ d ə			
412-1	v aː n ə + r + v aː			
406-1	z ɔ iː ə r r + m ɔ			
1005-1	s t iː p + v ɑ d			
1012-1	s t iː p ə m ɔ d ə			
1016-1	w ɪ t ə			
1069-1	s x			
509-1	v ɔ l ə			
693-1	m ə l l t			
2179-1	n ɛ s t			
1753-1	v ɪ s			
1131-1	w ɔ l f			
1198-1	b aː r d			
2032-1	h ɔ n			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k oː n			
945-1	h ɛ r t			
1534-1	l ɪ k ə			
384-1	z oː k ə			
1650-1	n ɔ			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	s ə ə			
1385-1	z aː t ə			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	s uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d r r d			
1970-1	v l			
1230-1	d r ʉ l ə			
2017-1	n œy w			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h oː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z iː			
1832-1	r oː f			
-1816-1	oː s aː			
-335-1	l ɑ x uː n			
1043-1	s t r oː m			
1469-2		s ɑː n d		
2047-2		s ɔ n		
2054-2		d aʊ n t r		
1375-2		l ɪ		
760-2		w aɪ n		
756-2		s n ɪ		
726-2		m uː t ə r		
1351-2		ɡ r aɪ t t f iː d ə		
1353-2		ɡ r aɪ l m uː t ə		
412-2		b ɔː iː n ə r əʊ		
406-2		b iː n ə r ə		
1005-2		s t iː p æ p		
1012-2		s t iː p m uː t ə		
1016-2		w ɛ d		
1069-2		d k		
509-2		f iː l		
693-2		m iː l + ɪ		
2179-2		n ɪ s		
1753-2		f aɪ s		
1131-2		w ɔ l		
1198-2		b ɑː r		
2032-2		h ʌ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k iː ɪ		
945-2		h ɑː r t		
1534-2		l k		
384-2		s aʊ		
1650-2		n aɪ		
1663-2		s ɪ l		
2279-2		l aɪ n		
471-2		s ɪ		
1385-2		s iː t		
792-2		b ɔ k		
1111-2		m æ s		
197-2		s ʌ		
2020-2		l æ ŋ		
867-2		h ʌ n d ə		
1970-2		f		
1230-2		d r aɪ t		
2017-2		n ɪ uː		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h aʊ l̩		
829-2		k l ɪ v		
1025-2		w eɪ t r r		
1027-2		s ɪ		
1832-2		r j uː		
-1816-2		ɔ s ɪ uː n		
-335-2		l eɪ l uː n		
1043-2		s t r iː m		
1469-3			ʃ a ɛ̃	
2047-3			ʃ u ɛ̃	
2054-3			t u ɛ̃ ʀ	
1375-3			l i t	
760-3			p ɑ̃ ɛ̃	
756-3			ʀ ʀ	
726-3			ʀ u ʀ ʀ	
1351-3			b ʀ a ɛ̃ ɛ p p ʀ	
1353-3			b ʀ a ɛ l u ʀ ʀ	
412-3			ʃ a ʀ u p u	
406-3			ʃ u ʀ t ʀ	
1005-3			ʀ ɛ ə p u p u t ʀ	
1012-3			ʀ ɛ ə p u ʀ ʀ	
1016-3			p u t ʀ	
1069-3			i	
509-3			p a e	
693-3			ʀ	
2179-3			t ɑ̃ ɛ	
1753-3			p i ɛ	
1131-3			ʃ p l p	
1198-3			b b ʀ	
2032-3			ʃ j ʀ	
2241-3			ʀ ʃ	
2244-3			l i p	
610-3			k ɛ	
945-3			ʃ a ʀ	
1534-3			l i k	
384-3			ʃ s	
1650-3			t u t	
1663-3			ʃ s	
2279-3			l ɑ̃ ʀ	
471-3			ʃ	
1385-3			ʃ t	
792-3			b u k	
1111-3			ʀ a ʀ	
197-3			ʃ t	
2020-3			l a	
867-3			ʃ j ɛ̃ t ʀ t	
1970-3			p p l	
1230-3			t ʀ ʀ	
2017-3			t	
1469-4				z a n t
2047-4				z oː n ə
2054-4				d oː n t ə r
1375-4				l ai x t n
760-4				v ɪ n t
756-4				ʃ n eː
726-4				m ʊ t r r
1351-4				ɡ r ɛ n t + f ə r
1353-4				ɡ r ɛ t + m uː t ə r
412-4				f ɔ n ə r ɡ ə t +
406-4				ʃ ʊ ə ə r n uː + +
1005-4				ʃ t iː f a f ə r
1012-4				ʃ t ə f r m uː t ə r
1016-4				v iː t ʊ ə r +
1069-4				ɪ x
509-4				f a l n
693-4				m au l + ɛ
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b ɪ r t ə
2032-4				h oː n n
2241-4				n aː s
2244-4				l ɪ f ə
610-4				k aː l n
945-4				h a r t
1534-4				l ɪ x ə
384-4				ts uː ɡ ə
1650-4				n ɔ t
1663-4				z ɔ l
2279-4				l ɪ n ə
471-4				z ɛː ə ə
1385-4				z aː t
792-4				j ɔ k
1111-4				m a s t
197-4				z uː t ə
2020-4				l a ŋ
867-4				h oː n d ə r t
1970-4				f a l
1230-4				d ə r x n
2017-4				n aː f
968-4				v eː r t l t
1674-4				l a n t ə
1671-4				h ʏ l ə l
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				z iː
1832-4				r au p
-1816-4				ʊ ʃ t ə n n
-335-4				l aː ɡ ʊ n ə n
1043-4				ʃ t r ɔy m
