COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
69	tʼ ɨ dʒː a	tʼ ɨ dʒː a								tʼ ɨ dʒ a		tʼ ə g		d ə g					
537	k ə zː i j a	w o d g ɨ z e							x ə g ɨ z ɨ j ə										j a n e g i
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
68	g o mː ə nː	g o m ə n																	
410	kʼ a r ɨ j a		kʼ a r e	kʼ a r e ʔ	kʼ a l e		kʼ a r ɨ j a	kʼ a r i				kʼ a r ɨ j a	kʼ a r i j a	kʼ a r e					
187										b u tʃ i					b uː tʃ o			b u tʃ o	
582																l a h ai̯			j a h ai̯
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
455		x ɨ j ɨ m a	ʔ e m a		ʔ e m a		ʔ e m a	ʔ e m a					ʔ e m a						
101																ħ u	ħ a w		
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
552			z ɨ		z ɨ x	z ɨ n t u	z ɨ	z ɨ	z ə			z i	z i	z i			ʔ ɨ zː i	z i	
447	tʃʼ ə w	tʃ ə w				s e w										s e w e	tʃʼ ə w		
463				b ə ʔ ə d							b ə ʔ ə d								
600	w ɨ h a	ʔ a h o w a																	
363															ʔ ai̯ n ə k o				ʔ ai̯ k u
29										ħ a r ə kʼ						r ɨ s ɨ kʼ			ʔ a r ə kʼ
287	ʔ ɨ sː u	k ɨ s u															n ɨ sː u		
466						b ɨ ʕ u l				b a ʔ a w									
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
110	d ə r ə t		d a t a	d a tː ə	d a dː a		d a tː a		d a tː ə		d a t a	d ə r ə t		d a dː a					
106	m ə tʼː a	m ə tʼː a		m ə ʔ a		m ə s ʔ a					m ə ʔ a	m ə tʼː a			m ə tʼ a	m ə s a	m ɨ s a ʔ	m ə tʼ a	m aː t aː
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
269												w ə g f ɨ r	w ə g f ɨ r						
4	dʒ ə r b a	dʒ eː d	g j i ʃ ə	g j i ʃ ə	g ɨ n ʒ ə			dʒ j i ʃ ə	g i ʃ ə		g i ʃ ɨ ʔ ə	g ɨ n ʒ ə	g ɨ n ʒ ə	g ɨ n ʒ ə					
300			x ɨ n		x ɨ nː		x j ɨ n	x ɨ n	x i n		ʔ a n ə		h i n						
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
372	k ə n f ə r		k ə n f ə r	k ə n f ə r	k ə n f ə r	k ə n f ə r	k ə n f ə r		k ə n f ə r		k ə n f ə r	k ə n f ə r	k ə n f ə r	k ə n f ə r		k ə m f ə r	k ə n f ə r		
660						m ɨ s l ə										m ɨ s	m ɨ s		
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
594	g i zː e					g i z e					g ɨ z ɨ j ə	g ɨ z j e	g ɨ z j e	g e				g ɨ n	g i
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
348						ʕ a jː ə r ə										ʕ a j ə r a			
219			g ə p a t		g ə bː a t		g ə pː a t	g ə p a t	g ə p a t		g ə p a d		g ə bː a t	g ə bː a t					
491	d ɨ n g ə t	d ɨ n g ə t					d ɨ n g ə t		d ɨ n g ə t	d ə g u	d ɨ n g ə t	d ɨ n g ə t	d ɨ n g ə t	d ɨ n g ə t	d ɨ n b u tʼ			d ɨ n g ə t	d ɨ n g ə t
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
500			ʔ ɨ m ɨ r	ʔ ə w n	ʔ ɨ m ɨ r	ʔ ɨ b n	ʔ ɨ m ɨ r	ʔ ɨ m ɨ r	ʔ ɨ m ɨ r		ʔ ɨ m ɨ r	j i m i r	ʔ ɨ m ɨ r			ʔ ɨ b ɨ n	ʔ ɨ m n i		ʔ u m u n
578															ʔ u x u n			ʔ u h u n	
220			tʃ ə w a tʃ		tʃ ə w a tʃ		tʃ ə w a tʃ	tʃ ə w a tʃ	tʃ o w a tʃ		tʃ ə w a dʒ			tʃ ə w a tʃ					
548			x ɨ x	x a d ə			x ɨ x		x ə		x a d a								
545		k ɨ s ɨ m	x ɨ n o	h u n o	x ɨ n o		x ɨ n o	x ɨ n u	x ɨ n ə w a		x ɨ n o w a	k ɨ nː ə m	x ɨ nː o	x ɨ nː ə w		h ɨ t o m			
499			l a l e		l a l e			l a l e			l a l e								
6	m ə l k a m		m ə r k a m a	m ə l k a m a	m ə r k a mː a		m ə r k a mː a	m ə r k a m a	m ə r k a m a		m ə r k a m a	m ə l k a m a	m ə l k a m a	m ə l k a m a					m ə l k ə mː a
541	kʼ ə tʃʼ ɨ n	kʼ ə tʃ ɨ n		kʼ ə tʃʼ ɨ n		kʼ ə tʼː ɨ n			kʼ ə tʃʼ ɨ r	kʼ ə tʃʼ iː n	kʼ ə tʃ ɨ r		kʼ ɨ tʃː ɨ n		kʼ ə tʃ ɨ n	kʼ ə tʼ i n	q ə tʼː i n	kʼ ə tʃʼ ɨ n	kʼ ə tʃʼ ɨ n
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
469									z ɨ ɲ ʔ ə	s ə ɲ i									
100																b a n i	b a n i		
336		g a r				t ə g b a r													
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
245	kʼ ə b ə r o		kʼ ə w ə r ə		kʼ ə w ə r ə		kʼ ə w ə r ə	kʼ ə w ə r ə	kʼ w ə b ə r ə					kʼ ə w ə r ə					
261						tʼ a l i											tʼʲ ə l		
383		b a r m a s i l a																	m aː ʃ u lː e
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
553				f a n g a j ə					f ə n g ə j a		f ə n g ə j a								
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
73			tʃ ə k ə r ə m	tʃ a k a rː a	tʃ ə kː w ə r ə		tʃ ə kː ə r ə m	tʃ ə k ə r ə m	tʃ ə k ə r ə		tʃ ə k w ə r ə		tʃ ə kː w ə r ə	tʃ ə kː w ə r ə m					
407																ʕ ɨ fː u n	ʕ u f a n		
555					s ə r ə ɲː ə	s ə r a kʼ i										s e r kʼ ai̯	s ə r a q i		
385			w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t		w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t		w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t			w ɨ tʼ ə t	w ɨ tʼ ə t
340			g w ə n tʃ ə	g o n tʃ ə	g w ə tʃ ə		g w ə n tʃ ə	g o n tʃ ə	g w ə n tʃ ə		g o n tʃ ə	g ə tʃ ə	g w ə tʃ ə	g ə tʃ ə					
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
503				ʔ a j e d					ʔ ɨ w a j ə		ʔ ɨ w ə j ə								
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
298			h u t		h u t	w ɨ ʔ ɨ t u	x u t	h u t	x u t a		h u d a		h u t i			h ɨ t u			ʔ u t
604		h u m a				j o m										j o m			
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
58																		dʒ ə b ə	dʒ ə b a
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
