COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a a n l b a									
1285-1	n w i									
1303-1	ŋ g ɔ m a									
2197-1	d a a l i									
2828-1	n i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	i n ɛ									
1789-1	k a l a ŋ g a									
3207-1	β u l a									
3519-1	t u m a									
3686-1	i i m p a									
4249-1	k u m i									
4451-1	β i s i									
448-1	k ʊ a a b a									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ a m β ɛ									
1216-1	g a i l b a									
1228-1	β w a i									
1418-1	z i m u w l a									
1475-1	g i a									
2026-1	t w i i									
2775-1	β u a m β a									
3397-1	β ɔ l ɔ									
3826-1	z ɔ k									
4003-1	n i i β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i a a									
84-1	s u a u l i									
116-1	f i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	k i n a									
1159-1	n a									
1350-1	l j a a									
1374-1	n i a n ɛ									
1396-1	d ɔ a i									
1430-1	i a s ɔ									
1666-1	n a a t ɔ									
1767-1	k ɔ k a									
1906-1	i ŋ g i l a									
2177-1	ŋ g a h i									
2286-1	l a									
2317-1	k ʊ a a									
2419-1	s ɛ k									
2750-1	ɛ a z i									
3018-1	z i l									
3275-1	k a a n a									
3441-1	s a a ŋ g a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m l l a									
3885-1	s u m ɔ									
3981-1	i i m a b a									
4192-1	i a m p a									
4260-1	s w a i									
4350-1	l ɛ ɛ l b a									
43-1	b i ɔ m u									
93-1	k ɔ n ɔ									
200-1	β i a									
374-1	a a l a l a									
459-1	l u m a									
508-1	p ɔ a a									
528-1	β i l i									
575-1	t a i									
871-1	n m a									
2689-2		n a m a								
893-2		a n j a								
1303-2		n k o m a								
2197-2		s g a l a								
2828-2		l i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a n k a								
3207-2		p u l a								
3519-2		t u m a								
3686-2		n i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u j n i								
630-2		v e e l e								
814-2		n o m b e								
1216-2		g a v a d a								
1228-2		p w a								
1418-2		s i m a d a								
1475-2		k w a								
2026-2		t w i								
3826-2		s o k a								
4003-2		n i i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		s u k u l u								
116-2		v i k a								
419-2		l o g a								
587-2		o o n k o								
660-2		l e l a								
848-2		k a l a								
1122-2		v u n a								
1159-2		n a								
1350-2		l j a								
1374-2		n g a a n								
1906-2		i n k i l a								
2419-2		s e k a								
2750-2		e e s i								
3441-2		s e e n k a								
3464-2		v o n a								
3639-2		t e t e m d a								
3981-2		i a m a a								
4192-2		v i i m b a								
4350-2		l e e l d o								
278-2		n o								
3971-2		k a m a								
55-2		n i m a								
43-2		n i a m u								
93-2		k o n o								
459-2		l u m a								
2689-3			m a							
893-3			n a b a							
1285-3			n w a							
1303-3			u o m a							
2197-3			s u l a							
2828-3			l i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			i n e							
1789-3			k a l a ŋ k a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			s u m tʰ a							
4249-3			k u m i							
4451-3			β i tʰ i							
448-3			o u a ɲ i							
630-3			β e e l e							
1216-3			k a β a b a							
1228-3			tʰ w a							
1418-3			s i m a a b a							
1475-3			k tʰ a							
3397-3			β o l a							
4003-3			s i u β a							
4040-3			k e n i							
4373-3			l u m i							
4384-3			i ɲ o							
181-3			k o o ŋ k o							
419-3			l o k a							
587-3			o u ŋ k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l u a							
1374-3			n u a a n e							
1396-3			s o f u							
1666-3			r a n o							
1767-3			k o k o							
1906-3			i ŋ k i l a							
2177-3			k a tʰ i							
2286-3			l							
2317-3			f u β a							
2750-3			e e s i							
3275-3			k a n a							
3464-3			β o n a							
3639-3			d r a m a l a							
3981-3			i u m a n a							
4192-3			f u u m b a							
4260-3			s w a							
4350-3			l e e l o o							
278-3			β a							
745-3			x o							
3971-3			x a m a							
93-3			k o n o							
200-3			β i							
374-3			p l w a							
508-3			tʰ o f u							
528-3			β i l i							
2689-4				b o s a						
893-4				b o o o s a						
1285-4				b g s a						
3572-4				t o s a						
1755-4				b ɲ a						
1789-4				b o o o o ŋ g a						
3686-4				b o o o a						
4451-4				b o s a						
1216-4				b o o o o a						
4003-4				b o o s a						
419-4				b o o a						
1122-4				b o o a						
1430-4				b o s a						
1666-4				t o o s a						
1767-4				b o s a						
55-4				b o s a						
94-4				b o s a						
2717-4				b o o ŋ g a						
2689-5					n m a					
893-5					a n n o e					
1285-5					n w					
1303-5					ŋ k o m i					
2197-5					s k l k					
2828-5					l i n i					
3572-5					s o n i					
1095-5					l i m k					
3207-5					f u l					
3519-5					d u m					
3686-5					s i m b a					
4249-5					k u m i					
448-5					n u n n i					
630-5					β e e l e					
814-5					n o m p e					
1228-5					b w					
1418-5					ʃ i m n n d					
2026-5					t w e e					
2775-5					f u u m d a					
3397-5					β o l a					
3826-5					s o k a					
4040-5					e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					p u k u l					
116-5					f i k a					
587-5					l n k o					
848-5					k l					
1159-5					n					
1350-5					l j					
1396-5					p o β u					
1430-5					k s o					
1767-5					k o k o					
2286-5					l u					
2317-5					β u β a					
2419-5					s e k a					
2750-5					e e ʃ i					
3018-5					ʃ i l a					
3275-5					a a n					
3441-5					s e e ŋ k a					
3885-5					t i m o					
4192-5					β i m b a					
4260-5					s w a					
4350-5					l e e l d o					
278-5					β					
745-5					p a k o					
3971-5					k m i					
55-5					n m a					
94-5					l o k o					
2717-5					ŋ u o ŋ g a					
4139-5					f i n a					
