COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n a ⁵⁵ ⁵⁵								
438-1	ȵ i ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹								
221-1	ʐ a p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	s ɔ ³¹								
7-1	p a n ³¹								
664-1	o ʔ ŋ ⁵⁵								
246-1	x ɔ k ⁵⁵								
547-1	s a k ⁵⁵								
555-1	pʰ a ⁵⁵								
464-1	m au ³¹								
119-1	n ə ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ȵ̥ au								
477-1	n i ⁵⁵ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʂ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ ⁵⁵								
580-1	s a t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m a ŋ ³¹								
696-1	ŋ i ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s a k ⁵⁵								
731-1	s i ³¹								
779-1	ɔ a								
589-1	t u ŋ ⁵⁵								
658-1	o m ⁵⁵ ⁵⁵								
456-1	ȵ au a ŋ ³¹								
183-1	tɕ ʐ w ³¹								
785-1	x ɔ ³¹								
714-1	u ⁵⁵								
331-1	l ɔ ³¹								
930-1	ȵ̥ a p ⁵⁵								
161-1	k a m ⁵⁵								
814-1	x ʐ ³¹								
179-1	k ʐ ʔ ⁵⁵ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ a m ⁵⁵								
260-1	x ʐ o p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ u k								
29-1	p a ʔ ³¹								
316-1	tʰ ɔ k ⁵⁵								
389-1	ȵ ʐ ə ŋ ⁵⁵								
118-1	m ɔ ³⁵								
312-1	x ɔ ³¹								
490-1	n i ³⁵								
436-1	ȵ i w ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m a ʔ ⁵⁵								
211-1	ʂ a m								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ȵ̥ ɔ ³¹								
595-1	t a ³⁵								
660-1	o a p ⁵⁵								
642-1	s ə ŋ ³⁵								
257-1	x a m m								
167-1	tɕ ʐ ɔ ³¹								
880-1	tʰ ɔ p ⁵⁵								
484-1	n ə ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ a n ³¹								
811-1	x ʐ ³¹								
458-1	t u ŋ ³¹								
884-1	x a ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ a ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p au a ŋ								
12-1	p ʐ ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	ʂ a n ⁵⁵								
342-1	pʰ u ʔ ⁵⁵								
280-1	x au ⁵⁵								
612-1	t ə ŋ ³¹								
459-1	ȵ i ə ŋ ⁵⁵								
569-1	s a ³¹								
283-1	x au o ³¹								
148-1	k a n ³¹								
652-1	o ʔ ⁵⁵								
220-1	ʂ a ŋ ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ m ⁵⁵								
386-1	m a ʔ ⁵⁵								
804-1	x ʐ o ŋ ³¹								
369-1	l ə ʔ ³¹								
125-1	t u ³¹								
314-1	k ʐ w ⁵⁵								
823-1	l a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m a ŋ ³⁵								
272-1	x ʐ o ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʂ a ³¹								
665-2		ŋ o ⁵¹							
495-2		n j ⁵⁵							
838-2		n o ⁵¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j i p ⁵⁵							
202-2		k o ²¹							
935-2		t ²¹							
93-2		ts o ²¹							
7-2		p a n ²¹							
664-2		o̱ a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		j i̱ ⁵¹							
464-2		m j ²¹							
119-2		m j i ²¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ j ⁵¹							
477-2		n j p ²¹							
891-2		t o̱ ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		n u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o̱ ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ⁵¹							
696-2		ŋ o ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		p j ²¹							
779-2		k o ⁵¹							
589-2		t a ŋ ⁵¹							
680-2		j o̱ ʔ ⁵⁵							
658-2		l a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ⁵⁵							
714-2		p j							
