COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	n j j n						
19-1	n j ⁴³						
44-1	l u k ⁴³						
50-1	h ai ŋ ŋ						
62-1	s ai k ³²						
70-1	b a n ³¹						
75-1	n j ɔ ʔ ³²						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁴²						
127-1	kʰ j ei ⁴³						
132-1	w ɔ ʔ ⁴³						
133-1	n ṵ ⁵						
135-1	n au ⁵						
142-1	ts a̰u ei ei ³¹						
143-1	n ŋ ʔ ³¹						
149-1	ʔ a ⁴³						
152-1	n ɔ ³						
157-1	b j ⁴³						
183-1	ʔ ṵ ⁵						
184-1	n u k ʔ						
185-1	tsʰ a m						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ̰ ³						
195-1	n ɔ ⁴³						
200-1	dʒ a ³¹ ⁵³						
216-1	s ai n ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s ai n ⁵						
235-1	kʰ j ei ³¹						
244-1	s j i ⁴³						
253-1	n j ei						
270-1	n j ⁴²						
278-1	n j ŋ ŋ ³¹						
279-1	j ɔ ³						
285-1	j ɔ m ⁴³						
308-1	d j a ⁴³						
322-1	n j ei						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ɔ ³¹						
347-1	ʃ u k ʔ						
362-1	j ei ³¹						
391-1	j u p p						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ ei t ³¹						
443-1	n j ɔ p p						
460-1	s a t ⁴²						
463-1	w i ³¹ ³¹						
464-1	j u ŋ ³						
473-1	s ɔ m ⁵						
476-1	kʰ j u k ⁵³						
481-1	tsʰ ai ³¹						
494-1	dʒ ei ei						
496-1	h j ɛ ³ ³						
516-1	w a ³						
522-1	n ɔ̰ ʔ ³²						
523-1	pʰ j ṵ ʔ						
524-1	n a̰ t						
540-1	kʰ j ⁵						
3-1	b w i						
6-1	g j ei ⁵⁴						
7-1	dʒ a m						
20-1	n a p ⁴²						
51-1	ŋ j ɛ ⁴²						
64-1	g u ŋ ŋ						
65-1	kʰ u k ⁵⁴						
66-1	ts z u ³						
71-1	ʃ ɛ ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³²						
77-1	n j ɛ ³						
78-1	m ɔ ʔ						
82-1	pʰ u ŋ ⁵						
87-1	n ɔ ³¹ ³						
93-1	l a m						
94-1	n j ei ³¹						
100-1	s w a n						
116-1	l ɔ ³						
119-1	w a m ³						
124-1	pʰ j ɔ ³						
136-1	l ṵ ei ³¹						
137-1	kʰ j j ⁵						
144-1	s w t ³¹						
145-1	d u ŋ ³						
146-1	m au ⁵						
150-1	j j ɔ ʔ ³¹						
154-1	n j ei ³¹						
165-1	kʰ j m ³¹						
166-1	pʰ j ɔ ɔ						
169-1	g j ɛ̰ ŋ ⁵						
170-1	b j ɔ ⁵						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	n j ɔ ʔ ⁴³						
193-1	b ai ³						
205-1	n ə t ³¹						
206-1	m j ei ⁴²						
212-1	tʃʰ ɔ ʔ ⁵²						
214-1	l ɔ m ³						
217-1	j ṵ ⁴³						
224-1	n j u ⁵						
228-1	b au ŋ ³¹						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j ɛ ³						
256-1	ʔ u ³						
257-1	pʰ u ʔ ³¹						
272-1	m j ⁴³						
273-1	ʔ a ŋ ⁵⁴						
274-1	m a ŋ						
286-1	kʰ a m ⁵³						
289-1	kʰ u ŋ ³						
294-1	j ṵ ³						
301-1	j j ʔ ³²						
306-1	kʰ j ɔ p p						
307-1	n a p ⁴²						
321-1	tʰ a ŋ ³¹						
331-1	n j ɔ ³						
332-1	l a̰ m ³						
335-1	g j ɔ ³						
336-1	n j m						
340-1	ŋ au ³¹						
342-1	n j ɔ ŋ ³¹						
360-1	tʃʰ w ɔ p						
376-1	s ai ei						
389-1	n ṵ k ⁴²						
395-1	n ɔ ³¹						
401-1	ʃ ei ³¹						
404-1	ts z u ŋ ³						
408-1	d u ⁵						
409-1	l ɔ ³¹						
413-1	d w n n ³						
421-1	n j u k ⁵⁴						
425-1	d j ei ³						
430-1	tʃʰ ɛ ³						
442-1	d ṵ ³						
447-1	tʰ o ŋ ³						
456-1	g ɔ ⁴³						
458-1	ʃ u ⁵						
469-1	kʰ au ⁵						
470-1	d z ⁵ ³						
475-1	n j ⁵						
477-1	n j ɛ t ⁵⁴						
478-1	ʃ ɛ t ⁵						
480-1	g au ⁵						
485-1	n j ɔ ³²						
495-1	n ŋ ³¹ ³¹						
499-1	n j ɛ̰ ŋ ³						
500-1	n j ɛ̰ m ⁵						
501-1	tʰ ɨu ʔ						
506-1	dʒ ɔ p ⁴²						
507-1	n ɔ ʔ ⁵						
509-1	l ɔ ŋ ⁵						
510-1	b j ɛ ŋ ŋ						
511-1	l ɔ ʔ ⁴³						
521-1	h w ⁵¹						
525-1	n j ɔ j						
538-1	tʃʰ w ʔ ³						
539-1	dʒ j n ⁴²						
544-1	g j u ʔ ⁵³						
550-1	tʰ ɔ ʔ ⁵²						
562-1	n j u ŋ ³						
568-1	g ei ³						
2-1	kʰ u ŋ ³						
11-1	s ai ŋ						
12-1	j ɔ ³ ³¹						
22-1	g u ŋ						
28-1	b j ³¹						
29-1	tʰ au k ⁵⁴ ⁵⁴						
30-1	w a ŋ ³¹						
35-1	l j ŋ ³¹						
38-1	dʒ u ⁵ ³¹						
42-1	pʰ ə ɛ ³¹						
46-1	s a ³¹						
52-1	t au ʔ ⁴² ⁵⁴						
55-1	b ɔ m ⁵³						
69-1	x ɔ ʔ ⁵⁴						
79-1	g j m ³						
83-1	tʃʰ w ³						
86-1	j j ʔ ⁴³						
89-1	s a ŋ ³						
90-1	pʰ ɔ ʔ ⁵⁴						
91-1	ʔ a n ³						
92-1	kʰ j m ³¹						
106-1	g u k ⁴²						
120-1	tsʰ w ³¹ ³¹ ⁵²						
125-1	j j ɛ ³						
148-1	d a ŋ ³						
173-1	pʰ ə m ³¹						
179-1	j u ³ ³¹						
186-1	n ai m						
187-1	l a ŋ ³						
197-1	n a̰ t ⁵² ⁵⁴						
