COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d i j															
1089-1	n a															
1319-1	n ei															
1398-1	s u g u r u															
1557-1	g i r e															
1626-1	w a g a															
1840-1	t i ŋ u															
2247-1	g o															
4677-1	k u r e j															
5162-1	m i r̃ ɛ															
5406-1	t a n d u															
359-1	k a r u															
1577-1	g i r e															
2196-1	n a r a															
2230-1	s u g o															
2533-1	b a r i															
3605-1	k a n d a															
3866-1	o s u															
4553-1	t a g u															
4822-1	k u m b e															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a j̃															
1881-1	n u m															
3218-1	p s s u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a r̃ u															
4694-1	g u z u															
807-1	k o m ɔ															
2320-1	k a ŋ ɛ															
2476-1	k o															
3719-1	m u															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s ɔ j															
5810-1	p i r u															
93-1	d ɔ															
260-1	b e r ɛ															
385-1	z ɛ m b ɛ															
890-1	a m b r r u															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b e															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t aː r d															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ n															
1788-1	s i															
2044-1	d i m b e															
2713-1	t ei m d d r r ɛ															
3219-1	p a z u															
3425-1	j s															
4184-1	ɲ ɛ															
4629-1	n u ŋ ɔ															
4759-1	n o j̃ e															
4904-1	n u ŋ a															
4960-1	g i n aː z u															
4980-1	t ɔː															
5059-1	g u j̃ o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i r̃ u															
5922-1	b i r a															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g e s u															
629-1	d ei															
667-1	ɛ w ɛ															
1254-1	z a m d u r u															
1415-1	ɲ o															
1542-1	n ɔ															
1683-1	s iː j															
1898-1	p u r o j															
2901-1	t u ŋ dʒ u															
2957-1	m a n d e															
3048-1	b i j e															
3251-1	s a r a															
3885-1	t ɛ r ɛ															
4402-1	j e															
5622-1	p ɛ r e j e															
6006-1	p d r u															
135-1	t u n d u															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b e s u															
1152-1	t i w ɛ															
1374-1	k ɔ ŋ r															
1452-1	g a r a															
1862-1	i s u															
2083-1	k a n i															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r u															
2941-1	b i r u															
3405-1	ɛ m ɛ															
3751-1	p a j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a ŋ g e															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	d ɔ j̃ a															
851-1	k o															
1941-1	k i r i															
2179-1	t d d															
2351-1	p a p a															
2496-1	n u n															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g o r o															
4293-1	z ɔ w ɔ															
4921-1	s a m b a															
408-1	j d m b u															
545-1	i r u															
978-1	t o m															
1052-1	n a m b u															
1070-1	r u g o															
1942-1	j e															
2456-1	k ɔ r u															
2514-1	d u s u															
2666-1	s u g u															
2817-1	a ŋ g i															
3132-1	d u ŋ g															
3300-1	ɛ w ɛ															
3976-1	s b															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	g ɔ t															
4648-1	j e															
715-2		d u														
1089-2		n a														
1319-2		n ɔː														
1398-2		s u g u r u														
1557-2		g i r i														
1626-2		w a g a														
1840-2		t i ŋ														
2247-2		g o														
4677-2		k u r o j														
5162-2		m i r̃ e														
5406-2		t aː n d i														
359-2		g a r u														
1577-2		g i r e														
2196-2		n a r a														
2230-2		s u g o														
2533-2		b a r a														
3605-2		k a n d a														
3866-2		o dʒ u														
4553-2		t a g u														
4822-2		k u m s o														
5254-2		d u r ɔ														
503-2		k i r̃ a														
1356-2		m a j̃														
1881-2		n u m														
2084-2		j aː p i														
2420-2		k u r ɔ														
3218-2		p u dʒ u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u dʒ u														
807-2		k o m r														
2320-2		k a ŋ ɛ														
2476-2		k o														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s ɔ j̃														
5514-2		n ɛ n d ɛ														
5810-2		p i r u														
93-2		d o														
260-2		p ɛ r ɛ														
385-2		dʒ ɛ m b ɛ														
890-2		a m b r r i														
1336-2		t e g e														
1703-2		b aː														
1769-2		t ɛ m b ɛ														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t aː r u														
5301-2		p ɛ r u														
5605-2		t i m ɛ														
296-2		dʒ a m b i														
463-2		d u m b u														
762-2		b a n a k k r														
1432-2		t a r u														
1474-2		t ɔ n														
1788-2		s i														
2044-2		d i m b e														
2713-2		t aː m d ɛ r ɛ														
3219-2		p aː dʒ u														
3425-2		j uː														
