COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4277	k aː s u													g ãː s u		
1476					k o l o			k u l u								
1922			n i	ɲ uː								ɲ uː				
2399						b e m b aː		b iː m b a			b iː m a					
4161						ŋ g o					ŋ g e					
360	m	m														
1918	m	m		m												
4240	w o r u	w eː r i					w eː r i						w e l u	w o r o		w e l
4053			g i m b ɛ		g i m b ɛ	dʒ u m b ɛ					i m b ɛ					
4811												u dʒ u				u dʒ i
3573						d u m i		dʒ a m a								
1923					g ɛː n ɛ	g ɔ ŋ ɛ		g iː n a		g e n e						
5887	j a m	j a m					j a			j a			j aː n a	j̃ a r̃ u		j aː r̃ a
597					g e n i			g eː n i								
5232									b ɛ n ɛ			b ɛ n ɛ				b o n iː
2866					g j ɛː			g i j ɛ								
4864	a w a	a w a														
2699					n aː g a			nʷ aː g a								
1970			p u l a		p u l ɔ			p u l a			p u l a				b u ɲ a	
5710			p i ŋ g i								p i g i					
5793					ɛ m b ɛ	t e m b oː	t ɛ m b i j	ɛ m b ɛ			s o m b e					
1209				r̃ a												l a
1723			d i w ɛ		n iː w ɛ			n iː g ɛ								
5657				s u r̃ ɔ					u s u r̃ u							
1533													i s e		i z ɛ	
2558									s u g u					s u t u		
4893														ɛ r a	ɛ r̃ ɛ	
3684			k i n a		k i n dʒ a	k i n dʒ aː		k i m dʒ a					k i n u			k i n
1990						m ɛ n d ɛ	m ɛ n d i			m ɛ n d i						
5655	ɔ z uː	o m dʒ u													o m z u	
2515	m												m			
5641				l ɛ j					l e j			l ɔ j		l e j		l ɛ j
197				b ɛ w			b ɛː		b ɛ w							
2553				b a ŋ a								b a ŋ u	b a ŋ u		b aː	b a ŋ a
6007			p u n a		p u n a			p u n a			p u n a				p u r̃ a	
3373				n ɔ w̃ ɔ								n ɔ w̃ ɔ				
1172						g u l				g u l o	k ɔ l ɔ		g u l o			g u l o
