COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	n au ³						
4-1	l ɔ ³						
18-1	n l a ŋ ³						
19-1	n j a ³						
44-1	d l ɔ k ³¹						
50-1	n au ŋ ³						
62-1	s ei ⁵³						
70-1	b w a n ³						
75-1	n j ɔ ʔ ³¹						
97-1	a ŋ ⁵						
112-1	tsʰ ɔ ³						
122-1	n j ɔ k ³²						
127-1	kʰ ei au ³¹						
132-1	x l ɔ ʔ ³¹						
133-1	n au ³						
135-1	n au ³						
142-1	d ts ɛ ɔ ⁵						
143-1	n ɔ ʔ ³¹						
149-1	j u ³						
152-1	ŋ ɔ ³¹						
157-1	b u ³						
183-1	ʔ u ³						
184-1	n a̰ ḭ ⁵⁴						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n au ³						
195-1	n ɔ ³						
200-1	au ŋ ³						
216-1	n j a ŋ ³						
218-1	l ɔ ʔ ³¹						
225-1	s ei ŋ ³						
235-1	kʰ j au ³						
244-1	n ɔ ³						
253-1	n au ³¹						
270-1	n j au ʔ ³						
278-1	n j a ŋ ³						
279-1	j ɔ ³						
285-1	j a n ³						
308-1	b ʃ ɔ ³¹						
322-1	n j ɔ ³						
325-1	kʰ au ³						
337-1	n j a ŋ ³¹						
341-1	d ts ɔ ³						
347-1	n j ɔ k ³¹						
362-1	l ɔ ³						
391-1	j u ⁵⁴						
394-1	l ɔ ʔ ³¹						
397-1	d ei ³						
443-1	n j a̰ p ³¹						
460-1	s ɔ ⁵³						
463-1	l au ³						
464-1	tʰ u ŋ ³						
473-1	s u ŋ ³						
476-1	kʰ j au k ³						
481-1	d ɔ ³						
494-1	g ɔ ³						
496-1	n j a n ³						
516-1	l u ³						
522-1	l ɔ ʔ ³¹						
523-1	d j au ³						
524-1	n ɔ ³						
540-1	b ɔ ³						
3-1	b a ⁵						
6-1	kʰ a						
7-1	d a n ³¹						
20-1	n j p ³¹						
51-1	n a ⁵						
64-1	kʰ au n ³						
65-1	kʰ au ³¹						
66-1	ts au ³						
71-1	ʃ ɔ ³						
72-1	b u ³						
76-1	j ɔ ³						
77-1	n j au ³						
78-1	n au ⁵						
82-1	kʰ tʰ u ŋ ³						
87-1	l ɔ ³¹						
93-1	l a m ³¹						
94-1	n j a ³						
100-1	d j o m ³						
116-1	l ɔ ³						
119-1	l u m ³						
124-1	d l au ³						
136-1	l a ei ⁵						
137-1	g j æ̰ ⁵						
144-1	d au ³¹						
145-1	tʰ u ŋ ³						
146-1	n j au ⁵						
150-1	g j a ʔ ³¹						
154-1	n j æ̰ ³						
165-1	kʰ j a n ³						
166-1	g j ɔ ³						
169-1	g j a ŋ ³						
170-1	d j ɔ ³						
171-1	l ai ŋ ³						
174-1	l a m ³						
181-1	n j ɔ k ⁴²						
193-1	b u ³						
205-1	n j k ⁵⁴						
206-1	n a ³						
212-1	j ɔ ʔ ³¹						
214-1	l ai ŋ ³						
217-1	m ɔ ³						
224-1	n j a ⁵						
228-1	b a ³¹						
238-1	j au ⁵						
241-1	ʃ ɔ ³						
246-1	g j u ³¹						
256-1	d ai ³						
257-1	b u ³						
272-1	j ɔ ³						
273-1	a̰ ³						
274-1	l u ŋ ⁵						
1-2		m a ²³					
4-2		j a ⁵²					
18-2		m a ²³					
19-2		m a ²³					
44-2		l a ʔ ⁵²					
50-2		n a̰ ²³					
62-2		f a ⁵²					
70-2		p w a m ²³					
75-2		m j a ʔ ⁵²					
97-2		a ŋ ³					
112-2		ts a ⁵²					
122-2		m j a ʔ ⁵²					
127-2		k a a ⁵²					
132-2		l a ʔ ³					
133-2		n a k ²³					
135-2		n a ²³					
142-2		m i a ³					
143-2		n ɛ ʔ ⁵²					
149-2		n a ⁵²					
152-2		n a ⁵²					
157-2		p a ⁵²					
183-2		m a ⁵²					
184-2		n a k ⁵² ⁵²					
185-2		j a ²³					
189-2		n j a ʔ ⁵²					
192-2		n a ⁵²					
195-2		ŋ a ⁵²					
200-2		ɛ ³					
216-2		a ŋ ²³					
218-2		l a ⁵²					
225-2		n a ŋ ²³					
235-2		k l a ³					
244-2		m i a ⁵²					
253-2		m ṵ ⁵²					
270-2		m a ²³					
278-2		m a p ³					
279-2		k j a ⁵²					
285-2		kʰ j a ²³					
308-2		p a ³					
322-2		m a ⁵²					
325-2		k a ²³					
337-2		m j a ⁵²					
341-2		t ts a ⁵²					
347-2		n n a ʔ ⁵²					
362-2		p j ɛ ŋ ³					
391-2		j a ⁵²					
394-2		m a ⁵²					
397-2		t a ⁵²					
443-2		m j a ⁵²					
460-2		ʃ a ⁵²					
463-2		k j a ³					
464-2		ts a ³					
473-2		l a m ²³					
476-2		k j a ⁵²					
481-2		t a ²³					
494-2		k a					
496-2		n l a ŋ ²³					
516-2		j a ⁵²					
522-2		n a ʔ ⁵²					
523-2		k j a ³					
524-2		n a ⁵²					
540-2		ts a ⁵²					
3-2		p a ŋ ²³					
6-2		k a ⁵²					
7-2		t j ⁵²					
20-2		n j ⁵²					
39-2		m l a ʔ ³					
51-2		n a ʔ ²³					
72-2		p a ³					
94-2		n a ³					
100-2		j a ²³					
116-2		l a ⁵²					
136-2		l ʃʰ a ⁵²					
137-2		k j ṵ ²³					
139-2		m a ⁵²					
150-2		k j a ⁵²					
154-2		m a ³					
166-2		k j a ⁵²					
169-2		k j a ³					
170-2		p j a ⁵²					
171-2		l a ŋ ³					
174-2		l a ²³					
181-2		n j a ʔ ⁵²					
205-2		n j ʔ ⁵²					
206-2		m a ³					
214-2		l a ⁵²					
217-2		m a ⁵²					
224-2		n j ṵ ⁵²					
228-2		p j ³					
246-2		k a a					
256-2		ʔ u ³					
257-2		p a ⁵²					
273-2		a ³					
1-3			m au ³				
4-3			l ɔ ³²				
18-3			m a e ŋ ³²				
19-3			n au ³				
44-3			l ɔ ʔ ³				
50-3			n j au ŋ ³¹				
62-3			s e ʔ ⁵³				
70-3			b w e ŋ ³				
75-3			m l ɔ̰ ʔ ³				
97-3			e ŋ ⁴				
112-3			tsʰ ɔ ³²				
122-3			m j o ʔ ³²				
127-3			kʰ a ɔ ³¹				
132-3			d l au ʔ ³				
133-3			n j au ³				
135-3			n au ³				
142-3			d z e ɔ ³¹				
143-3			n o ʔ ³				
149-3			w u ⁵				
152-3			ŋ e ³				
157-3			b ɔ ³				
183-3			w ɔ ³				
184-3			n ə k ʔ ⁵²				
185-3			tsʰ o m ³				
189-3			m j ɔ̰ ʔ ³				
192-3			n au ³				
195-3			n ɔ ³				
200-3			au ³				
216-3			d e ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s e ŋ ⁴				
235-3			kʰ j au ³				
244-3			m ə ɔ ⁵³				
253-3			m j au ³¹				
270-3			m j au ³				
278-3			m j o ŋ ³²				
279-3			j ɔ ³				
285-3			j e ŋ ³				
308-3			b e ɔ ³				
322-3			m j ɔ ⁴				
325-3			kʰ au ³				
337-3			m j o ŋ ³¹				
341-3			d z ɔ ³				
347-3			ʃ w au ʔ ⁵²				
362-3			l e ³				
391-3			j ɔ̰ ʔ ³²				
394-3			l ɔ̰ ʔ ³				
397-3			d e ³²				
443-3			m j o ʔ ³²				
460-3			s e ʔ ⁵³				
463-3			l au ³				
464-3			tʰ o ŋ ⁴				
473-3			s o ŋ ⁴				
476-3			kʰ j au ʔ ³²				
481-3			tsʰ e ³				
494-3			g ɔ ³¹				
496-3			m j o ŋ ³²				
516-3			u ɔ ³				
522-3			l ɔ̰ ʔ ³				
523-3			b j au ³				
524-3			n ɔ ³				
540-3			b ɔ ³				
3-3			b a o ³¹				
6-3			g ɔ ⁵¹				
7-3			d j n ³				
20-3			n j ʔ ³				
39-3			m e ⁵²				
51-3			m w o ³				
64-3			kʰ au ³¹				
65-3			kʰ au ⁵²				
66-3			d z au ³				
71-3			ʃ e ⁵				
72-3			b e ³				
76-3			j ɔ ³²				
77-3			m j au ʔ ³				
78-3			m au ³¹				
82-3			b o ŋ ⁴				
87-3			l au ʔ ³				
93-3			l ɔ̰ m ³				
94-3			m j o ³²				
100-3			ts o ŋ ³				
116-3			l o ⁵¹				
119-3			l o m ³¹				
124-3			b l au ³				
136-3			l o e ³¹				
137-3			g j au ³¹				
139-3			m e ⁵¹				
144-3			h j au ³				
145-3			tʰ o ŋ ³				
146-3			m au ³				
150-3			g j o ʔ ³				
154-3			m j au ³¹				
165-3			kʰ j e ŋ ³				
166-3			g j ɔ ³¹				
169-3			g j ɔ ŋ ³				
170-3			g j ɔ ³¹				
171-3			l ə ŋ ³¹				
174-3			l o m ³				
181-3			m j ɔ ʔ ³²				
193-3			b o ³				
205-3			n j ʔ ⁵²				
206-3			m n ɔ ⁵				
212-3			ɔ̰ ʔ ³				
214-3			l ə ŋ ⁴				
217-3			m ɔ ³				
224-3			n j au ⁴				
228-3			b j ⁵³				
238-3			j au ³¹				
241-3			ʃ ɔ ³²				
246-3			g j u ⁵¹				
256-3			ʔ ə ⁵³				
257-3			b e ³				
272-3			n ɔ ³				
273-3			ʔ j ³				
274-3			n o ŋ ³				
1-4				m o ʔ ⁵⁴			
4-4				l o ³⁴			
18-4				m j a̰ ⁵⁴			
19-4				n o ʔ ⁵⁴			
44-4				l o ʔ ³			
50-4				n u ŋ ³²			
62-4				s o ʔ ⁵⁴			
70-4				b g o ³²			
75-4				m l o ʔ ³²			
97-4				a ³²			
112-4				tsʰ o ³²			
122-4				m j o ʔ ³²			
127-4				kʰ au o ⁵			
132-4				d l o ʔ ⁵⁴			
133-4				n o ʔ ⁵⁴			
135-4				n o k ⁵⁴			
142-4				d z o ³¹			
143-4				n o ʔ ⁵⁴			
149-4				ʔ au ²			
152-4				ŋ ɪ ⁵⁴			
157-4				b o ³			
183-4				ʔ au			
