COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
816	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹				ʔ u ¹		ʔ u ¹	ʔ u ¹			ʔ u ¹
5825				p j a ¹			p j a ¹									
9400	h aː t ¹	h aː t ¹	h aː t ¹			h aː t ¹				h aː t ¹		h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹
5402					m̥ a ¹	m̥ a ¹					m̥ a ¹	m̥ a ¹				
5285					ˀd aːu ¹	ˀd aːu ¹					ˀd aːu ¹	ˀd aːu ¹				
348							h j ã ¹	h j aː ŋ ¹	h a ¹							
343	n̥ a ¹	n̥ a ¹							ȵ ui ¹				n̥ a ¹	n̥ a ¹		n̥ a ¹
1382		q e n ¹			k i ŋ ¹	k i ŋ ¹					k i ŋ ¹		q e n ¹		k i n ¹	
4009		kʷ aːu ¹										q a ¹	kʷ aːu ¹			
6468	ȶ o ŋ ¹		ȶ o ŋ ¹													ȶ o ŋ ¹
8986				pʰ j ai ¹			pʰ j ai ¹	pʰ ai ¹	pʰ ai ¹							
5101				ȵ a m ¹			ȵ a m ¹									
6617	m aː t ¹	m aː t ¹		m aː t ¹			m aː t ¹					m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹
2053					q au ¹	q au ¹					q au ¹	q au ¹				
1934		m e ¹											m e ¹			
967		q aː ŋ ¹			q aː ŋ ¹	q aː ŋ ¹					q aː ŋ ¹	q aː ŋ ¹				
9805	l u p ¹		l u p ¹						l u p ¹							
3052										k ə ¹			k ə ¹			
3766		ʔ ai ¹		ʔ ai ¹		ʔ ai ¹	ʔ ai ¹	ʔ ai ¹	ʔ ai ¹				ʔ ai ¹			ʔ ai ¹
8398		pʰ j a ¹											pʰ j a ¹			
5982				t u n ¹			t w ə n ¹									
9340			ɕ aː ŋ ¹		s au ¹			s au ¹	s au ¹		s au ¹					
2996							t au ¹	ts au ¹	ts au ¹							
3448		q a ¹			q a ¹	q a ¹					q a ¹	q a ¹				
10689					t au ¹							ts ə ¹	ȶ e ¹			
1018									ⁿb u ¹			ˀb i ¹				
6259	ts a n ¹			ts a n ¹			ȶ a n ¹						s a n ¹			
6733		kʰ j u ¹	ɕ j u ¹		ȶʰ j u ¹								kʰ j u ¹		ȶʰ j u ¹	
9020				k aː ŋ ¹	ts j aː ŋ ¹	ts j aː ŋ ¹	k aː ŋ ¹					ts j e ŋ ¹				
9401				ȵ w ə t ¹		ȵ u t ¹	ȵ w ə t ¹	n j u t ¹	n j u t ¹	ȵ u t ¹	ȵ u t ¹	ⁿj u t ¹		ȵ u t ¹	ȵ u t ¹	
9835		qʰ ai ¹											qʰ ai ¹			
7065				j a ¹												j a ¹
6276	l i n ¹													l i n ¹		l i n ¹
2						ȶ ə n ¹				ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
2340	ȶ e ¹			ȶ e ¹										ȶ e ¹	ȶ e ¹	
2750		q u ¹														k u ŋ ¹
3128			f j a ¹		f a ¹	f j a ¹					f j a ¹	f a ¹				
6452					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
9634								pʰ w a ¹	pʰ w a ¹				pʰ w a ¹			
172								k a ¹	k a ¹							
6123		m j u ¹		m j u ¹			m j u ¹						m j u ¹		m j u ¹	
7193					f aː n ¹	f aː n ¹		f aː n ¹			f aː n ¹	f aː n ¹				
9952		ɕ o ¹											ɕ o ¹			
8008					s aːu ¹	s aːu ¹						s aːu ¹				
2568	h i k ¹			h i ¹			h i ¹			h i k ¹			s i ¹			ɕ i k ¹
5962				j i ¹												j i ¹
4271	ˀb ə ¹	m ə n ¹	p ə ¹					p ə ¹	p ə ¹					ˀm ə ¹	ˀb ə ¹	
3318		f u ¹											f u ¹			
