COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
113	b u nː a	b u nː			b u n a	b u nː a			b u n o	b u n		b u n a			b u n o	b u n	b u n	b u n o	b u n a
660						m ɨ s l ə										m ɨ s	m ɨ s		
423				d ɨ j ə							d ɨ j ə								
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
667												d ə x ə					n ɨ s ɨ x a		
319															d u m			d u m i	
297			g u n ə r		g u nː ə r		g u n ə r	g u n ə r	g u n ʔ ə r		g u n ʔ ə r	g u nː ə n	g u nː ə n	g u nː ə n					
298			h u t		h u t	w ɨ ʔ ɨ t u	x u t	h u t	x u t a		h u d a		h u t i			h ɨ t u			ʔ u t
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
345			ʒ ə p				ʒ ə pː	ʒ ə p ə	ʒ ə p		ʒ ə p								
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
333	m ɨ sː ɨ r	m ɨ sː ɨ r				m ɨ sː ɨ r				m i sː i r		m ɨ ʃ ɨ r ə			m ɨ ʃ ɨ r	m ə s ɨ r		m ɨ s r	m ɨ ʃ ɨ r
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
347						ʔ ɨ fː o										ʔ a f o			
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
418		b ə r b ə r e				b ə r b ə rː e				b ə r b ə r i						b ə r b ə r e	b ə r b ə r ə	b ə r b ə r e	b ə r b aː r i
2	h u lː u m	d i jː u m				k w ə lː				k u lː u		k u lː ɨ m			h u lː ɨ m k ə	k ɨ lː a n	k u lː u	h u l ɨ m	h u lː u
126						w a l d				w iː dʒ						w ə l a d			
243	ʔ a g ə ɲː ə									ʔ a g ə ɲ ə		ʔ a g ə ɲː o		ʔ a g ə ɲː ə m					g aː ɲ i
261						tʼ a l i											tʼʲ ə l		
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
561								h a t a							h a tː ai̯				
582																l a h ai̯			j a h ai̯
536	j a				z a							z a	z a	z a					
252		r a x ə w	n ə k ə b ə m		n ə kː ə b ə m	r ə k ə b ə	n ə kː ə b ə m	n ə k ə b ə	n ə k ə b ə		n ə k ə β ə		r ə kː ə b ə		r ə k ə b ə	r ə k b ə		r ə h aː b ə	
513										ʔ uː n					ʔ uː n			ʔ u n	
428								dʒ ɨ mː ə			g i m ʔ ə	g i mː ə			g i mː a				g i mː a
594	g i zː e					g i z e					g ɨ z ɨ j ə	g ɨ z j e	g ɨ z j e	g e				g ɨ n	g i
538	ʔ ɨ nː ə sː u																n ɨ sː a t ə n		ʔ ɨ n o mː u
