COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1129				o m n o					o m d o							
4363					d a m i	d a m		d a m			d a m				d a m	
408	j o m b iː					j a m b uː	j e m b i	a m b u			j o m b u		j o m b u		j a m b u	
1644	ɔ w̃ m	ɔ w							ɔ w							
4037	s a z a	s a n dʒ a									s a n dʒ a		s a n dʒ a			
1216													l ɛ		l ɛ	
2800						i n o			iː n ɛ				i n ɛ			
2822						dʒ a							d uː			
5219	k a ŋ							k a n			k a n					
2338										s ɛ		s ɛ̃	s i ɛ		s i j ɛ	
5226				j aː									j a a			
3194	t oː r̃ u													t o r̃ u		
430		k i m dʒ ɛ					k ɛ m dʒ i									
5180		s ɛ m b i		s ɛ m ɛ			s ɛ m b i		s ɛ m b ɛ	s ɛ m b i		s ɛ m ɛ	s ɛ m b ɛ		s ɛ m b ɛ	s ɛ m ɛ
5390	d o r o			d u d oː			d u r o		d o d oː							
1052	n a m u	n aː m b u		n aː m			n aː m b i		n aː m b u					n a m		n a m u
4778	s a s i j i	s a s i r i					t a s a		s a s a						s aː z i	
5573										t a m b a r a			t a m b a l a			
482	dʒ e s u			dʒ e dʒ u										dʒ e s u		
952		k u r ɔ		k u r u w ɔ					k u r ɔ			k u r u	k u l u	k u r ɔ	k u r u	k u l
4223						d e b i									d ɛ b u	
1001			g e		g e						g o					
6006	p i r̃ a	p i r̃ a	p o r i	p i r̃ e	p o r o		p i r̃ a	p o r o			p o r i	p u r̃ u				p ɔ r̃ ɔ
2579	d oː	d oː		d ɔ j̃			d oː								d a j	d o m
853			b ɛ m b ɔ								b e m b e					
4571			t u m b u										d u m b u		d u m b u	
2517					d ɔ ŋ g a							d o g u	t u g o			
5983			w a j a		w a j a			w a j a								
5320			p ɔ n d ɛ		p o dʒ e			p ɔ n t ɛ								
4155		tʃ i r̃ ɛ j̃		tʃ i r̃ e										dʒ i m r o		
200										b e j aː					b i j a	
94			d i n		d i n											
1375	j	j														
1787	n aː	n aː			n ɛː			n ɛː								
4807								j e						j		
5279							t i ŋ i					t i ŋ ɛ				
3182												d ɛ n	d ɛ nː ɛ			d ɛ n ɛ
4026					g i b a	g i b a										
5707	t oː						n̩ d o									
4007	ɔ r̃ ɔ	ɔ r̃ ɔ														
1526			s ɛ l i		s a l a											
66						k a			k a	k a		k a	k a		k a	
2148											s a			z u		
2109					k ɛː dʒ ɔ	k ɛː dʒ ɛ j		k ɛ dʒ ɔ		k ɛ d ɛ						
61	k ɛ n d ɛ	k ɛ l ɛ					k ɛ n d ɛ									
5888			j ɔ		j ɔː	j ɛː		j ɔ̀:							j ɛ	
3640				l aː r u w a					l aː rʷ a	g a r a				l aː r a		
2217						i n					u n				u n	
1500	g oː m	g oː m														
521	k ɔː dʒ ɛ			k ɔː dʒ ɔ	g oː dʒ i			k oː dʒ o l	k oː dʒ o					k a t u		
3199				k a r u m			k ɔ r ɔ ŋ		k ɔ r ɔ m	k ɔ r ɔ ŋ						
135	t u n d u	t u l u		g u n	t u n d u		t u n d u	t u n d u		k u n d u	t u n u				t u n u	
1792							l a							l ɔ		
3573						d u m i		dʒ a m a								
3721				w a					w a							
4054													b i n dʒ e			b i ɲ ɛ
3813				r̃ e			r̃ i		r e			r̃ i				
652									b i j̃ ɛ			b i j ɛ		b i w		
2287						i n e							ɛ n ɛ		ʔ ə n ɛ	
1074					n o g e	n i g i l		n u g u			n u g o		n i g e			
5321			s e		s iː						s e g e					
2265	u r a	u r ɔ		u r ɔ					u l ɔ				u l o			u l o
3550	ŋ i nː iː	i n i r̃ iː	ʔ i n i		i n i			u n u			i n i					
1988	m̩ b u n d o		p u n d e		p u n d e			p u n d u								
3339	k a r a	k a r a		k a r a	k a g a		k a g a							k a r a		
451													i l i j e			i lː iː
3483			m i n dʒ i l i					m i n dʒ i l i								
684	ɲ a n	ɲ a r̃ i	ɲ aː ŋ i				ɲ aː r̃ i									
4921	s a m b aː	s a m b aː	s a m b e		s a b i	s a m b e	s a m b a	s a b j e	s a m b a							
873			s iː dʒ a		s i dʒ a						s i dʒ a					
5657				s u r̃ ɔ					u s u r̃ u							
4864	a w a	a w a														
5467					d u g ɛ			d u g ɔ		d i g ɛ				d i g u		
5606			t i l i ŋ g e		t i n i ŋ g ɔ			t i n d i g ɔ			t i l ŋ g ɔ					
3283	a r̃ a						a r̃ a			a r̃ a		a r̃ a				
1533													i s e		i z ɛ	
5109				l a ɣ a					l a g a			l a g a				l a g a
1795													j			j
5550			n a r e					n a r e								
3552						i n									i n	
5956	p e m b i						p e m b i									
527						t a b uː							t a b u			
2373			k ɔ dʒ i					k ɔ dʒ i								
4422			s oː l e		s oː l e											
5232									b ɛ n ɛ			b ɛ n ɛ				b o n iː
2355				a n					a n				a n			
3670										ɲ i				n i		
3522									o j					e j̃		
2110											tʃ ɛː dʒ ɔ				tʃ ɛ z ɔ	
2028				k ɔː		g o										
4804						p a l ɛː									b e l e	
4982		n iː							n iː							
5035	k ɔː r ɔ j										k ɔ l ɔ w̃					
785	m	m														
833					t e g a								t u g u			
347				tʃ ɛ r ɛ						tʃ ɛ r ɛ	tʃ ɛ r ɔ			tʃ ɛ r u		
3157	t i n i	t i n i														
5277						d a m					d a m u				d a m	
1524		k o r o					k o r o				g ɔ	k oː				k oː l o
3071			d u g ɛ								t ɔ g ɔ				t o g o	
913					w eː			w eː								
1824			g e n i		g e n i			g e n i								
5143				n i					n i			n u				
2754	ɔ ŋ g ɔ r ɔ	ɔ ŋ g ɔ r ɔ								ɔ n g ɔ						
3467				ɛː					ɛː							
4498	ɛ r u m			e r u			ɛ r i		e r u							
2130										a n g e						a n g e
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
5793					ɛ m b ɛ	t e m b oː	t ɛ m b i j	ɛ m b ɛ			s o m b e					
3360									dʒ aː				dʒ aː			dʒ aː
1943			p i lː e					p i l								
3343										n i ŋ g e					n i ŋ	
3405	ɛ mː ɛ j̃	ɛ w̃ ɛ j̃	ʔ ɛ m ɛ		ɛ m ɛ	ɛ m ɛː	ɛ m ɛ	ɛ m ɛː			ɛ m ɛ				ɛ m ɛ	
435												k u m u ɲ u	k u m u n dʒ o			
5531	ŋ i r̃ ɛ	i r̃ u		e r̃ e					i r̃ e			i r̃ i		dʒ i r̃ o		
3180						d u n d ɛ		d u n d ɛ								
4444					r e			r e								
2179	n i	n i			n̩ d ɛ	n̩ d ɛ	n̩ d i			n̩ d i	n d o				n̩ d ɛ	
5574												p ɛ r̃ ɛ				p ɛ r̃ ɛ
1989		m ɛ l i		m i n e					m ɛ l ɛ			m i n e	m ɛ nː ɛ		m ɛ n ɛ	m ɛ n ɛ
1704				d eː								d e			d eː	
563	s u m ɔ	s ũ					s u m o		s u w̃ o							
5361									k iː				k i d ɛ		k i	k i dʒ ɛ
570						s u n dʒ u					s u n dʒ u					
1916	dʒ e			dʒ ɛ											dʒ e n	
3136				j a r a	j a r a	j a r a	j a r a		j a r a	j a r a		j a r a			j a r a	j a r a
4336				s i					s u							s u
3072				dʒ ɛ ɲ ɛ									dʒ e ɲː e			g e ɲ ɛ
3356	ɲ ɛ j̃	ɲ ɛ j̃														
96					j ɛː			j ɛ								
221	ɛ s u	ɛ s u		ɛ dʒ u			ɛ s i		ɛ s u	ɛ d ɛː			ɛ s u		ɛ z u	ɛ dʒ u
2617	k i j a	tʃ i j a					k i r a									
1187			ʔ u r u		u r u			u r u			u r u	n u r̃ u				
2844						g e				g ɔ						
1292	t u r u s u													t u s u		
2598	j e j	j e j											iː j e			j ɛĩ
1668			b i g i			b i n iː				b i n ɛː	b i n i				b i n	
851	k uː	k uː		g ɔ ŋ ɔ	g ɔ̃ː			g ɔ̃ː	g ɔ w̃ ɔ	gʷ ãː						g ɔ̃ː
526						e g a	d a r g a			d a r a k a	d a r a g a	aː g a	a g a			d a r a g a
3532	m b uː									m̩ b u g ɔ						
2288									ɛ r̃ ɛ	i r̃ eː		ɛ r̃ ɛ		ɛ r̃ a		ɛ r̃ ɛ
1152	t i w ɛ	t i w ɛ	d ɔː w ɛ			t i b ɛ	t u w ɛ	d ɔ g ɛ		t i b ɛ	t i w ɔ				t i b ɛ	
3221							k ɛ n d ɛ						k i n d ɛ			
2143	b a	b a	b o				b aː			b a					b aː	
568					n e n d e l e			n e n d i l e		n i n d u g o					n i n d u g o	
1613					j ɛ g ɛ		j ɛ g ɛ									
3032			d ɛ l ɛ		n ɛ l ɛ						n ɛ l ɔ					
871	m	m														
4630					nʷ ɛː			n ɔː			n ɔː					n ɛː
3179					j ɔ l ɛ						j ɔ l ɔ					
4158				g ɔ ŋ ɔ					g ɔ w̃ ɔ			g ɔ ŋ ɔ				
1899						p u n ɛ					p u n i				p u n	p u j
1294		g ɔ̃ː m										g u m o				
1298				g u m b a	g u m b a	g u r m b aː					g u l u m b a		g u r u m b aː		g u l u m b a	g u r u m aː
4280					j a g a r a	j a g a dʒ a					j a g a r a		j a g a r u			
3943		p a l i	p a r e			b ɛ l ɛ			p a l a	p u l u	p a r o					
3683	tʃ i r̃ e	tʃ i r̃ i		tʃ i r̃ e						tʃ i n e				tʃ i r̃ o		
2924	p oː	p oː				p o l e	p o r i			p o l			p o l u	p e r u	p o l	p o l
5792				t ɛ m									d ɛ			
1029						m a m i l i				m iː l iː						
4506								n s ĩː							s ĩː	
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
3258								j o g o			j o g e					
4066	g ɔː r̃ ɔ	g ɔː r̃ ɔ					g ɔː r̃ ɔ		g ɔː r̃ ɔ	g ɔ r̃ ɔ			g ɔ n ɔ	g ɔː r̃ ɔ	g o r̃ ɔ	g ɔ r̃ ɔ
196			k u l ɛ	k u r ɔ	k u l ɛ			k u l ɛ		k u l a	k u l e				k u l a	
43		s a		s aː			s aː		s aː	s aː m		s aː	s a w a		s aː	s aː
2696	ɔ w̃								ɔ w							
2393	m	m														
4801		d a w							d a g a				d a g i			
1456										g a			g a			g a
3790	g a w						g a		g a w						g a w	g a w
