COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2268						i l ɛ				i l ɛ	e l e				ʔ ə l ɛ	
26					b ɛ l i						b e l		b ɛ l u			
2775			b a r m i		b a r i m i			b a r m i			b a r i m i					
5641				l ɛ j					l e j			l ɔ j		l e j		l ɛ j
2215			g eː n d e		a n d e			a n d e								
5303						p i j ɛ l i					p i j ɔ l u				p i j ɛ l	
787		n i w̃ ɛ		n i w̃ e					n i w̃ e					n i w̃ a		
4038			k oː g e		k oː g e											
571						s u n dʒ i					s u n dʒ o					
4485												t ũ		a t u		
1170			g ɔ dʒ ɛ		g a n dʒ e		g a n dʒ i	g a dʒ e	g a n dʒ a							
5673	d u m b a	dʒ e r e		d ɛ m ɛ		d u m b u			d ɛ m b ɛ				d ɛ mː ɛ			d ɛ m ɛ
3683	tʃ i r̃ e	tʃ i r̃ i		tʃ i r̃ e						tʃ i n e				tʃ i r̃ o		
1644	ɔ w̃ m	ɔ w							ɔ w							
2779									b a w̃ u r̃ u			b a w̃ u	b a n u			
5551						d o ŋ g i								d o g u		
2110											tʃ ɛː dʒ ɔ				tʃ ɛ z ɔ	
6005	n ɔ r̃ ɔ	n ɔ r̃ ɔ j̃														
913					w eː			w eː								
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
412				j aː								j aː t ũ		j a		
828	j							j e								
1533													i s e		i z ɛ	
5624					p ɛː n ɛː ŋ g a						p ɛ n ɛ ŋ g a					
2515	m												m			
5656			m ɔː n dʒ i		m o n dʒ i	m o n dʒ e	ɔ n dʒ i	m ɔː n dʒ i			o n dʒ i					
448				n ɛ j̃					n ɛ m			n ɛ		n e ŋ		
1377			k u l ɛ			k u l ɛ										
2862	dʒ ɛ									dʒ ɛ					dʒ ɛ	
5447	g i s e				g u dʒ e	g i dʒ i	g i s e			g i d e					g i z e	
1722		uː j i					uː j i									
4721												k a r a	k a l a		g a l a	g a l a
4571			t u m b u										d u m b u		d u m b u	
1378					k u n d a l e			k u n d a l e								
1612				n u m					n u m b ɔ		d u m b ɔ		n u m b o			n u m ɔ
5888			j ɔ		j ɔː	j ɛː		j ɔ̀:							j ɛ	
5287													s ɔː			s ɔː
5712					t u n d u		t u n d i		d iː n dʒ i							
873			s iː dʒ a		s i dʒ a						s i dʒ a					
432					k a n i	k a n				k a n	k a n				k a n	k a r̃ a
670						d ɔ n ɛ					d ɔ n ɔ					
5229					a n d e	b a n d e				i n dʒ e					i n dʒ u	b a n
4649		e w					e w									
1126		n iː		n iː			n iː		n iː							
3013			g a					g a								
4848					ɔ n ɔ n ɔ	o n a n ɛː		ɔ n a n a				ɔ r̃ ɔ n ɔ n ɔ				
5481				j o g o	ɔ g ɔ							j o g o	j o g o			j o g o
3591						m ɔː					m ɔː					
3258								j o g o			j o g e					
5278							t i ŋ a					t i ŋ ɛ				
4158				g ɔ ŋ ɔ					g ɔ w̃ ɔ			g ɔ ŋ ɔ				
5587					p u r u g e			p u r g u								
3182												d ɛ n	d ɛ nː ɛ			d ɛ n ɛ
597					g e n i			g eː n i								
742	z a r a	dʒ a r a					dʒ a r a								z aː	
1526			s ɛ l i		s a l a											
1027				w e					w e							
3519						o eː				o e					o j e	
5906			t eː ŋ g e			t eː ŋ g o		t eː ŋ g e			t eː ŋ g e					
3069	z ɛ													s o		
3790	g a w						g a		g a w						g a w	g a w
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
1171				dʒ ãː								dʒ aː				
3322								n uː		n ɔː						
2704												n uː				n ɔː
1337				l e m								l e w e				
1022	b i r i	p i n i		p i l i					p i l i					b i r i		
3841		l aː w a		l aː w a					l aː w a							
4314	m	m										m ɛː				
4711	j a r iː	j a r iː		j a r u			j a r i		j a r							
2637					s o ɲ o			s o n dʒ o			s o ɲ o					
5569			p aː n d e			p i n d iː		p aː n d o			p aː n d e					
5359				tʃ ɛː						tʃ ɛ						
5693					d u g u			d u g u								
